Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
498	Pressure-enabled Delivery in Radioembolization (TriNav Study)	Recruiting	No Results Available	Liver Cancer|Hepatocellular Carcinoma|Metastatic Colorectal Cancer	Device: Standard microcatheter|Device: PEDD device	Massachusetts General Hospital Cancer Center, Boston, Massachusetts, United States	https://ClinicalTrials.gov/show/NCT05128032
499	HAIC Plus H101 vs HAIC Alone for Unresectable HCC at BCLC A-B	Recruiting	No Results Available	Hepatocellular Carcinoma	Procedure: HAIC of FOLFOX|Drug: H101|Drug: Placebos	Cancer Center Sun Yat-sen University, Guangzhou, Guangdong, China	https://ClinicalTrials.gov/show/NCT03780049
500	Chemoembolization Using LifePearl Polyethylene Glycol Drug Eluting Microspheres With Doxorubicin in HCC	Unknown status	No Results Available	Hepatocellular Carcinoma	Device: Chemoembolization Using LifePearl|Drug: Doxorubicin	Antonio Nicolini, Milano, Italy	https://ClinicalTrials.gov/show/NCT03734068
501	Combination Treatment for Advanced Liver Cancer	Withdrawn	No Results Available	Hepatocellular Carcinoma|Hepatic Portal Vein Tumor Invasion	Procedure: chemoembolization|Device: endovascular stents implantation|Procedure: iodine-125 seed strand implantation	Department of Interventional Radiology, Zhongshan Hospital, Fudan University, Shanghai, Shanghai, China	https://ClinicalTrials.gov/show/NCT02149771
502	Screening for Liver Cancer With CT vs. Ultrasound in Patients With Advanced Liver Disease	Unknown status	No Results Available	Cirrhosis|End Stage Liver Disease|Hepatitis C	Procedure: Screening	Minneapolis Veterans Affairs Medical Center, Minneapolis, Minnesota, United States	https://ClinicalTrials.gov/show/NCT01350167
503	Phase 1 Study to Evaluate the Safety, Pharmacokinetics and Pharmacodynamics of H3B-6527 in Participants With Advanced Hepatocellular Carcinoma	Completed	No Results Available	Advanced Hepatocellular Carcinoma|Hepatocellular Carcinoma|Liver Cancer|Liver Neoplasms|Hepatic Cancer|Hepatic Carcinoma	Drug: H3B-6527	USC/Norris Comprehensive Cancer Center, Los Angeles, California, United States|Hoag Memorial Hospital Presbyterian, Newport Beach, California, United States|UC Irvine Medical Center, Orange, California, United States|UCLA Medical Center, Santa Monica, California, United States|Georgetown Unversity Lombardi Comprehensive Cancer Center, Washington, District of Columbia, United States|Northwestern Unversity, Chicago, Illinois, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Barbara Ann Karmanos Cancer Institute, Detroit, Michigan, United States|John theurer Cancer Center at Hackensack University Medical Center, Hackensack, New Jersey, United States|Duke University Cancer Center, Durham, North Carolina, United States|University of Cincinnati Cancer Institute, Cincinnati, Ohio, United States|University of Pennsylsvania - Perelman Cancer Center for Advanced Medicine, Philadelphia, Pennsylvania, United States|Simmons Comprehensive Cancer Center, Dallas, Texas, United States|University of Texas Southwestern Medical Center, Dallas, Texas, United States|McGuire VA Medical Center, Richmond, Virginia, United States|UCL Cliniques universitaires Saint-Luc, Woluwe-Saint-Lambert, Brussels, Belgium|Universitair Ziekenhuis Gent, Gent, Belgium|Cross Cancer Institute, Edmonton, Alberta, Canada|Jurvanski Cancer Center, Hamilton, Ontario, Canada|Institut Bergonié, Bordeaux, France|Centre Oscar Lambret, Lille, France|Hôpital Haut-Lévêque - CHU de Bordeaux, Pessac, France|Centre Eugène Marquis, Rennes, France|IRCCS Istituto Scientifico Romagnolo per lo studio e la cura dei tumori - U.O. di Oncologia Medica, Meldola, Italy|IRCCS Ospedale San Raffaele S.r.l. - PPDS, Milano, Italy|Azienda Ospedaliero Universitaria - Policlinico di Modena, Modena, Italy|Asan Medical Center, Seoul, Korea, Republic of|Altay Regional Oncology Center, Barnaul, Altay, Re, Russian Federation|Russian Oncology Research Center n a N N Blokhin, Moscow, Russian Federation|Omsk Regional Oncology Center, Omsk, Russian Federation|Railway Clinical Hospital JSC RZhD, Saint Petersburg, Russian Federation|City Clinical Oncology Dispensary, Saint Petersburg, Russian Federation|National University Cancer Insitute, Singapore, Singapore|Hospital Universitario Marques de Valdecilla, Santander, Cantabria, Spain|Clínica Universidad de Navarra, Pamplona, Navarra, Spain|Hospital Universitario de Badajoz, Badajoz, Spain|Hospital Universitario Vall d'Hebron, Barcelona, Spain|General Universitario Gregorio Maranon, Madrid, Spain|START Madrid FJD, Hospital Universitario Fundacion Jimenez Diaz, Madrid, Spain|Hospital Universitario HM Sanchinarro, Madrid, Spain|Hospital Universitario Virgen del Rocio, Sevilla, Spain|Taichung Veterans General Hospital, Taichung, Taiwan|National Cheng Kung University Hospital, Tainan, Taiwan|Sarah Cannon Research Institute UK - SCRI - PPDS, London, United Kingdom	https://ClinicalTrials.gov/show/NCT02834780
504	Tivozanib in Treating Patients With Liver Cancer That Is Metastatic or Cannot Be Removed by Surgery	Completed	Has Results	Advanced Adult Hepatocellular Carcinoma|Non-Resectable Hepatocellular Carcinoma	Drug: Tivozanib (1mg)|Drug: Tivozanib (1.5mg)	Roswell Park Cancer Institute, Buffalo, New York, United States|Case Western Reserve University, Cleveland, Ohio, United States	https://ClinicalTrials.gov/show/NCT01835223
505	18F-FSPG PET in Imaging Patients With Liver Cancer Before Undergoing Surgery or Transplant	Recruiting	No Results Available	Adult Hepatocellular Carcinoma|Resectable Hepatocellular Carcinoma|Cholangiocarcinoma|Benign Liver Tumor|Metastases to Liver	Biological: Fluorine F 18 L-glutamate Derivative 18F-FSPG|Biological: Carbon C 11 Acetate|Procedure: Positron Emission Tomography|Other: Laboratory Biomarker Analysis|Biological: Fluorine F 18 2-deoxy-2-(18F)fluoro-D-glucose	MD Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT02379377
506	Sorafenib Tosylate and Hypoxia-Activated Prodrug TH-302 in Treating Patients With Advanced Kidney Cancer or Liver Cancer That Cannot Be Removed By Surgery	Completed	No Results Available	Kidney Cancer|Liver Cancer	Drug: hypoxia-activated prodrug TH-302|Drug: sorafenib tosylate	Mayo Clinic Scottsdale, Scottsdale, Arizona, United States|Mayo Clinic Cancer Center, Rochester, Minnesota, United States	https://ClinicalTrials.gov/show/NCT01497444
507	Comparison of Biannual Ultrasonography and Annual Unenhanced Magnetic Resonance Imaging for HCC Surveillance	Active, not recruiting	No Results Available	Cirrhosis|Hepatocellular Carcinoma	Procedure: Biannual ultrasonography|Procedure: Annual noncontrast liver MRI|Procedure: Contrast enhanced liver CT	Seoul National University Hospital, Seoul, Korea, Republic of	https://ClinicalTrials.gov/show/NCT02854241
508	Chemotherapy in Treating Patients With Liver Cancer	Unknown status	No Results Available	Liver Cancer	Drug: cisplatin-e therapeutic implant	Johns Hopkins Oncology Center, Baltimore, Maryland, United States|Mayo Clinic Cancer Center, Rochester, Minnesota, United States|Prince of Wales Hospital, Shatin, New Territories, Hong Kong	https://ClinicalTrials.gov/show/NCT00003044
509	A Study to Determine Whether Chemotherapy, Bevazicumab, and Atezolizumab is Better Than Chemotherapy Alone in Patients With Advanced Liver Cancer	Recruiting	No Results Available	Combined Hepatocellular Carcinoma and Cholangiocarcinoma|Stage III Liver Cancer|Stage IV Liver Cancer|Stage IVA Liver Cancer|Stage IVB Liver Cancer	Biological: Atezolizumab|Biological: Bevacizumab|Drug: Cisplatin|Drug: Gemcitabine Hydrochloride	Carle on Vermilion, Danville, Illinois, United States|Carle Physician Group-Effingham, Effingham, Illinois, United States|Carle Physician Group-Mattoon/Charleston, Mattoon, Illinois, United States|Carle Cancer Center, Urbana, Illinois, United States|The Carle Foundation Hospital, Urbana, Illinois, United States|Memorial Hospital of South Bend, South Bend, Indiana, United States	https://ClinicalTrials.gov/show/NCT05211323
510	Microbiota Study in Liver Transplanted Patients	Unknown status	No Results Available	Cirrhosis|Hepatocellular Carcinoma|Liver Transplant|Microbiota	Other: Multiple sampling	CHU de GRENOBLE ALPES, Grenoble, France	https://ClinicalTrials.gov/show/NCT03507140
511	A Pilot Study to Assess Theragnostically Planned Liver Radiation to Optimize Radiation Therapy	Completed	Has Results	Liver Cancer|Hepatocellular Carcinoma|Cholangiocarcinoma	Diagnostic Test: Hepatobiliary Iminodiacetic Acid (HIDA) scan	Indiana University Melvin & Bren Simon Cancer Center, Indianapolis, Indiana, United States	https://ClinicalTrials.gov/show/NCT03338062
512	Preoperative Pain Control in Liver Surgery Patients	Completed	No Results Available	Pain, Postoperative|Hepatocellular Carcinoma	Drug: Pregabalin|Drug: Placebo (for Pregabalin)	Eastern Hepatobiliary Surgery Hospital, Shanghai, China	https://ClinicalTrials.gov/show/NCT01923948
513	A Non-Randomized Study of Internal Radiation Therapy to the Liver in Patients With Primary Liver Cancer for Whom Surgery is Not Possible.	Unknown status	No Results Available	Liver Cancer	Device: Brachytherapy	St. Joseph's Hospital, Tampa, Florida, United States	https://ClinicalTrials.gov/show/NCT00152087
514	Sonazoid Enhanced Liver Cancer Trial for Early Detection	Unknown status	No Results Available	Hepatocellular Carcinoma|Liver Cirrhosis|Hepatitis B|Hepatitis C	Device: CE-US (Sonazoid™)|Device: B-mode US	Kinki University School of Medicine, Department of Gastroenterology and Hepatology, Osaka-Sayama, Osaka, Japan	https://ClinicalTrials.gov/show/NCT00822991
515	Laparoscopic Hepatectomy Versus Open Hepatectomy for PHC	Completed	No Results Available	Primary Liver Carcinoma	Procedure: Open hepatectomy|Procedure: Laparoscope hepatectomy	Southwest Hospital, Chongqing, Chongqing, China	https://ClinicalTrials.gov/show/NCT02014025
516	A Study to Test the Safety and Feasibility of Nivolumab With Drug Eluting Bead Transarterial Chemoembolization in Patients With Liver Cancer	Recruiting	No Results Available	Liver Cancer	Drug: Drug Eluting Bead Transarterial Chemoembolization|Drug: Nivolumab	Washington University School of Medicine, Saint Louis, Missouri, United States|Memorial Sloan Kettering at Basking Ridge, Basking Ridge, New Jersey, United States|Memorial Sloan Kettering Monmouth, Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen, Montvale, New Jersey, United States|Memorial Sloan Kettering Cancer Commack, Commack, New York, United States|Memorial Sloan Kettering Westchester, Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Memorial Sloan Kettering Nassau, Uniondale, New York, United States|Abramson Cancer Center at University of Pennsylvania Medical Center, Philadelphia, Pennsylvania, United States	https://ClinicalTrials.gov/show/NCT03143270
517	A Pilot Study to Evaluate the Safety of a 3 Weeks Sitagliptin Treatment in HCC Patients Undergoing Liver Resection	Completed	No Results Available	Hepato Carcinoma	Drug: Sitagliptin	Pitié-Salpêtrière Hospital, Paris, France	https://ClinicalTrials.gov/show/NCT02650427
518	Multi-analyte Blood Test Clinical Trial	Not yet recruiting	No Results Available	Liver Cirrhosis|Liver Cancer|HCC|Hepatocellular Carcinoma	Diagnostic Test: Multi-analyte Blood Test		https://ClinicalTrials.gov/show/NCT05199259
519	The Assesment of MMP-1 Genotypes Polymorphism as a Risk Factor for HCC in Chronic HCV Patients With LC	Not yet recruiting	No Results Available	Hepatocellular Carcinoma	Diagnostic Test: MMP1 genotypes polymorphism		https://ClinicalTrials.gov/show/NCT03722628
520	Fusion Imaging Contrast-enhanced Ultrasound LI-RADS	Not yet recruiting	No Results Available	Hepatocellular Carcinoma	Diagnostic Test: Fusion imaging contrast-enhanced ultrasound	Tianjin Third Central Hospital, Tianjin, Tianjin, China	https://ClinicalTrials.gov/show/NCT04955119
521	Sunitinib and Chemoembolization in Treating Patients With Liver Cancer That Cannot Be Removed by Surgery	Terminated	Has Results	Liver Cancer	Drug: doxorubicin hydrochloride|Drug: sunitinib malate|Other: laboratory biomarker analysis|Procedure: hepatic artery embolization|Procedure: quality-of-life assessment	Roswell Park Cancer Institute, Buffalo, New York, United States	https://ClinicalTrials.gov/show/NCT00524316
522	Evaluation of Diagnostic Accuracy of CEUS for HCC Diagnosis	Active, not recruiting	No Results Available	Hepatocellular Carcinoma	Diagnostic Test: contrast-enhanced ultrasound|Diagnostic Test: EOB-MRI	Seoul National University Hospital, Seoul, Korea, Republic of	https://ClinicalTrials.gov/show/NCT03742453
523	Chemotherapy in Treating Patients With Unresectable Primary or Metastatic Kidney Cancer	Withdrawn	No Results Available	Liver Cancer|Metastatic Cancer	Drug: Pyrazoloacridine		https://ClinicalTrials.gov/show/NCT00003714
524	Neo-TACE-HAIC for BCLC B Stage HCC	Recruiting	No Results Available	Hepatocellular Carcinoma	Procedure: neo-TACE-HAIC+Surgery|Procedure: Surgery alone	Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China	https://ClinicalTrials.gov/show/NCT04424043
525	Neo-TACE-HAIC for High-risk BCLC A Stage HCC (NeoconceptA)	Recruiting	No Results Available	Hepatocellular Carcinoma	Procedure: neo-TACE-HAIC+Surgery|Procedure: Surgery alone	Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China	https://ClinicalTrials.gov/show/NCT04777942
526	Effects of Antiviral Therapy on HBV Reactivation	Completed	No Results Available	Liver Cancer	Drug: Entecavir therapy		https://ClinicalTrials.gov/show/NCT02829359
527	to Assess the Accuracy and Reliability of the Ga68-Dolacga Positron Emission Tomography Compared to Computer Tomography Volumetry and Indocyanine Green Retention Test for Measurement of Liver Reserve	Not yet recruiting	No Results Available	Hepatic Carcinoma	Drug: Ga68-Dolacga Injection	Linkon Chang Gung Memorial Hospital, Taoyuan City, Taiwan	https://ClinicalTrials.gov/show/NCT05007548
528	Safety and Effectiveness of Eye90 Microspheres™ in the Treatment of Unresectable HCC and mCRC	Recruiting	No Results Available	Hepatocellular Carcinoma Non-resectable|Metastatic Colorectal Cancer|Liver Cancer	Device: Eye90 Microspheres	Auckland District Health Board, Grafton, New Zealand	https://ClinicalTrials.gov/show/NCT04926376
529	Thalidomide Plus Interferon Alfa in Treating Patients With Progressive Liver Cancer That Cannot be Surgically Removed	Completed	No Results Available	Liver Cancer	Biological: recombinant interferon alfa|Drug: thalidomide	NYU School of Medicine's Kaplan Comprehensive Cancer Center, New York, New York, United States|Mount Sinai School of Medicine, New York, New York, United States	https://ClinicalTrials.gov/show/NCT00006006
530	TACE With or Without SBRT as Bridging Therapy for Pre-transplant HCC Patients	Active, not recruiting	No Results Available	Hepatocellular Carcinoma	Radiation: TACE transarterial chemoembolization|Radiation: stereotatic body radiotherapy (SBRT)	Loyola University Medical Center, Maywood, Illinois, United States|Oregon Health & Science University, Portland, Oregon, United States|Abramson Cancer Center of the University of Pennsylvania, Philadelphia, Pennsylvania, United States	https://ClinicalTrials.gov/show/NCT01918683
531	Effect of Adjuvant Therapy by Sorafenib, Oxaliplatin and S-1	Withdrawn	No Results Available	Hepatocellular Carcinoma	Drug: Sorafenib|Drug: S-1|Drug: Oxaliplatin	First affiliated hospital, Zhejiang University, Hangzhou, China	https://ClinicalTrials.gov/show/NCT02129322
532	Sirolimus-based Immunosuppression Treatment Regimen for Liver Transplantation	Not yet recruiting	No Results Available	Liver Transplantation	Drug: Tacrolimus|Drug: Tacrolimus (Tacrolimus elimination)|Drug: Sirolimus|Drug: MMF and/or steroids	Zhujiang Hospital of Southern Medical University, Guangzhou, Guangdong, China|Nanfang Hospital of Southern Medical University, Guangzhou, Guangdong, China|First Affiliated Hospital, Sun Yat-Sen University, Guanzhou, Guangdong, China	https://ClinicalTrials.gov/show/NCT03500848
533	Prognostic Value of Liver Cancer CTCs Isolated by a Novel Microfluidic Platform	Recruiting	No Results Available	Hepatocellular Carcinoma|Circulating Tumor Cell|Whole Genome Sequencing		the second affiliated hospital of Chongqing Medical University, Chongqing, China	https://ClinicalTrials.gov/show/NCT05242237
534	Dose Escalation Study Combining Oral Capecitabine (Xeloda) and Radiotherapy for Patients With Unresectable Liver or Cholangiocarcinoma	Terminated	No Results Available	Cancer of Liver	Drug: Capecitabine (Xeloda)	James A. Haley Veterans Administration Hospital, Tampa, Florida, United States	https://ClinicalTrials.gov/show/NCT00216437
535	Liver Transplantation From Living Donors For Treatment Of Non-Resectable Colorectal Carcinoma Liver Metastases: A Registry Study	Recruiting	No Results Available	Colorectal Cancer Metastatic	Procedure: Liver transplantation	University of Rochester Medical Center, Rochester, New York, United States	https://ClinicalTrials.gov/show/NCT05248581
536	Sorafenib and TRC105 in Hepatocellular Cancer	Completed	Has Results	Hepatoma|Liver Neoplasms|Adenoma, Liver Cell|Carcinoma, Hepatocellular|Liver Neoplasms, Experimental	Drug: TRC 105|Drug: Sorafenib	National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States	https://ClinicalTrials.gov/show/NCT01306058
537	The Treatment of Bioartificial Liver With hiHep Cells After Extensive Hepatectomy	Recruiting	No Results Available	Hepatoma Resectable	Biological: hiHep bioartificial liver therapy	Department of General Surgery, Institute of Minimally Invasive Surgery, Sir Run Run Shaw Hospital, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT05035108
538	Immunological Response After Ablative Therapy in the Liver	Withdrawn	No Results Available	Hepatocellular Carcinoma|Immune Response	Device: Microwave ablation|Device: Irreversible electroporation	Department of Surgery and Urology, Danderyd Hospital, Stockholm, Sweden	https://ClinicalTrials.gov/show/NCT03040453
539	Vitamin B-6 and Glutathione on Inflammation, Homocysteine, Oxidative Stress and Antioxidant Capacities	Unknown status	No Results Available	Liver Cirrhosis|Liver Cancer	Dietary Supplement: vitamin B-6|Dietary Supplement: Glutathione|Dietary Supplement: Dextrins	Taichung Veterans General Hospital, Taichung, Taiwan	https://ClinicalTrials.gov/show/NCT02321579
540	A Study of Avastin (Bevacizumab) and Transarterial Chemoembolisation (TACE) Treatment in Patients With Liver Cancer	Completed	Has Results	Liver Cancer	Drug: Bevacizumab|Procedure: Transarterial chemoembolisation (TACE)	Hong Kong, Hong Kong|Hong Kong, Hong Kong|Hong Kong, Hong Kong	https://ClinicalTrials.gov/show/NCT00576199
541	MRI With Gadoxetate Disodium in Measuring Tumors in Patients With Liver Cancer	Completed	No Results Available	Adult Hepatocellular Carcinoma|Advanced Adult Hepatocellular Carcinoma|BCLC Stage 0 Adult Hepatocellular Carcinoma|BCLC Stage A Adult Hepatocellular Carcinoma|BCLC Stage B Adult Hepatocellular Carcinoma|BCLC Stage C Adult Hepatocellular Carcinoma|BCLC Stage D Adult Hepatocellular Carcinoma|Localized Non-Resectable Adult Liver Carcinoma|Localized Resectable Adult Liver Carcinoma	Drug: Gadoxetate Disodium|Device: Magnetic Resonance Imaging	USC / Norris Comprehensive Cancer Center, Los Angeles, California, United States	https://ClinicalTrials.gov/show/NCT02578602
542	Relationship Between Liver Cancer and Sarcopenia	Enrolling by invitation	No Results Available	Liver Cancer|Sarcopenia	Diagnostic Test: gait speed; ct scan;grip strength and chair stand test	Gang Chen, Wenzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT05339919
543	TheraSpheres Treatment for Unresectable Hepatocarcinoma and Portal Vein Thrombosis	Completed	No Results Available	Liver Cancer|Portal Vein Thrombosis	Device: TheraSphere	Emory University Hospital, Atlanta, Georgia, United States	https://ClinicalTrials.gov/show/NCT01556282
544	Functional-three-dimensional Reconstruction of Liver by 99MTc-GSA-SPECT Scan	Unknown status	No Results Available	Cirrhosis|Hepatic Carcinoma		Peking Union Medical College Hospital, Beijing, Beijing, China	https://ClinicalTrials.gov/show/NCT01350726
545	Effect of SAMe Treatment on Recurrence After Radical Treatment of Primary Hepatic Carcinoma	Unknown status	No Results Available	Primary Liver Cancer	Drug: S-Adenosyl Methionine		https://ClinicalTrials.gov/show/NCT03178929
546	Prehabilitation and Posttransplant Training Program in Liver Transplantation	Enrolling by invitation	No Results Available	Liver Transplant; Complications|Cirrhosis, Liver|Hepatic Carcinoma	Other: Prehabilitation|Other: Prehabilitation and posttransplant training program	Hospital Universitari i Politècnic La Fe, Valencia, Spain	https://ClinicalTrials.gov/show/NCT04246970
547	A Trial of EVL\GVS Alone vs. EVL\GVS Combined Propranolol	Unknown status	No Results Available	Liver Cirrhosis|Hepatoma	Drug: propranolol	Veteran General Hospital-Taipei, Taipei city, Taiwan	https://ClinicalTrials.gov/show/NCT01298284
548	Pembrolizumab Plus Y90 Radioembolization in HCC Subjects	Active, not recruiting	No Results Available	Hepatocellular Carcinoma	Drug: Pembrolizumab|Device: Y90 radioembolization	Indiana University Melvin and Bren Simon Cancer Center, Indianapolis, Indiana, United States|The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|University of Washington/Fred Hutchinson Cancer Research Center, Seattle, Washington, United States	https://ClinicalTrials.gov/show/NCT03099564
549	Cabozantinib and Pembrolizumab for the First-Line Treatment of Advanced Liver Cancer	Recruiting	No Results Available	Advanced Hepatocellular Carcinoma|BCLC Stage B Hepatocellular Carcinoma|BCLC Stage C Hepatocellular Carcinoma	Drug: Cabozantinib S-malate|Biological: Pembrolizumab	Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, United States	https://ClinicalTrials.gov/show/NCT04442581
550	Comparison of Brivanib and Best Supportive Care to Placebo for Treatment of Liver Cancer for Those Subjects Who Have Failed Sorafenib Treatment	Completed	No Results Available	Liver Cancer	Drug: Brivanib|Other: Placebo|Procedure: Best Supportive Care	Mayo Clinic Arizona, Scottsdale, Arizona, United States|Univ Of Ark For Med Sci, Little Rock, Arkansas, United States|Loma Linda University Cancer Center, Loma Linda, California, United States|Richard Finn, M.D., Los Angeles, California, United States|Sharp Clinical Oncology Research, San Diego, California, United States|Pacific Hematology Oncology Associates, San Francisco, California, United States|UF Health Clinical Research Center, Gainesville, Florida, United States|James Graham Brown Cancer Center, Louisville, Kentucky, United States|3912 Taubman Center, Ann Arbor, Michigan, United States|Henry Ford Health System Irb, Detroit, Michigan, United States|Mayo Clinic, Rochester, Minnesota, United States|Mount Sinai School Of Medicine, New York, New York, United States|Columbia University Medical Center, New York, New York, United States|Ohio State University, Columbus, Ohio, United States|Oregon Health & Sci Univ, Portland, Oregon, United States|University Of Pennsylvania, Philadelphia, Pennsylvania, United States|University Of Texas, Houston, Texas, United States|The University Of Texas Health Science Center, San Antonio, Texas, United States|Mcguire Dvamc, Richmond, Virginia, United States|Local Institution, Capital Federal, Buenos Aires, Argentina|Local Institution, Rosario, Santa FE, Argentina|Local Institution, Bruxelles, Belgium|Local Institution, Salvador - Ba, Bahia, Brazil|Local Institution, Salvador, Bahia, Brazil|Local Institution, Porto Alegre, RIO Grande DO SUL, Brazil|Local Institution, Sao Paulo, Brazil|Local Institution, Calgary, Alberta, Canada|Local Institution, Vancouver, British Columbia, Canada|Local Institution, Toronto, Ontario, Canada|Local Institution, Beijing, Beijing, China|Local Institution, Guangzhou, Guangdong, China|Local Institution, Guanzhou, Guangdong, China|Local Institution, Nanning, Guangxi, China|Local Institution, Wuhan, Hubei, China|Local Institution, Nanjing, Jiangsu, China|Local Institution, Tianjing, Tianjin, China|Local Institution, Hangzhou, Zhejiang, China|Local Institution, Bordeaux, France|Local Institution, Creteil Cedex, France|Local Institution, Grenoble Cedex 09, France|Local Institution, Lille Cedex, France|Local Institution, Lyon Cedex 04, France|Local Institution, Montpellier Cedex 5, France|Local Institution, Montpellier Cedex, France|Local Institution, Paris Cedex, France|Local Institution, Paris, France|Local Institution, Paris, France|Local Institution, Rennes, France|Local Institution, Toulouse Cedex 09, France|Local Institution, Vandoeuvre Cedex, France|Local Institution, Villejuif, France|Local Institution, Berlin, Germany|Local Institution, Frankfurt, Germany|Local Institution, Freiburg, Germany|Local Institution, Halle, Germany|Local Institution, Hannover, Germany|Local Institution, Mainz, Germany|Local Institution, Ulm, Germany|Local Institution, Wuerzburg, Germany|Local Institution, Kifisia, Greece|Local Institution, Thessaloniki, Greece|Local Institution, Hong Kong, Hong Kong|Local Institution, Kochi, Kerala, India|Local Institution, Chennai, India|Local Institution, Kolkata, India|Local Institution, New Delhi, India|Local Institution, Ancona, Italy|Local Institution, Meldola (fc), Italy|Local Institution, Milano, Italy|Local Institution, Milano, Italy|Local Institution, Napoli, Italy|Local Institution, Padova, Italy|Local Institution, Pisa, Italy|Local Institution, Chiba-shi, Chiba, Japan|Local Institution, Kashiwa-shi, Chiba, Japan|Local Institution, Ogaki-shi, Gifu, Japan|Local Institution, Yokohama, Kanagawa, Japan|Local Institution, Kochi-shi, Kochi, Japan|Local Institution, Kyoto-shi, Kyoto, Japan|Local Institution, Tsu-shi, MIE, Japan|Local Institution, Higashinari-ku, Osaka, Japan|Local Institution, Osaka-sayama-shi, Osaka, Japan|Local Institution, Osaka-shi, Osaka, Japan|Local Institution, Osaka-shi, Osaka, Japan|Local Institution, Sunto-gun, Shizuoka, Japan|Local Institution, Bunkyo-ku, Tokyo, Japan|Local Institution, Chuo-ku, Tokyo, Japan|Local Institution, Musashino-shi, Tokyo, Japan|Local Institution, Toyama City, Toyama, Japan|Local Institution, Shimonoseki-shi, Yamaguchi, Japan|Local Institution, Nishinomiya-shi, Japan|Local Institution, Busan, Korea, Republic of|Local Institution, Daegu, Korea, Republic of|Local Institution, Gyeonggi-do, Korea, Republic of|Local Institution, Seoul, Korea, Republic of|Local Institution, Seoul, Korea, Republic of|Local Institution, Seoul, Korea, Republic of|Local Institution, Seoul, Korea, Republic of|Local Institution, D.f., Distrito Federal, Mexico|Local Institution, Toluca, Estado DE Mexico, Mexico|Local Institution, Cuernavaca, Morelos, Mexico|Local Institution, San Juan, Puerto Rico|Local Institution, Moscow, Russian Federation|Local Institution, Moscow, Russian Federation|Local Institution, Moscow, Russian Federation|Local Institution, Barcelona, Spain|Local Institution, Madrid, Spain|Local Institution, Oviedo, Spain|Local Institution, Taichung, Taiwan|Local Institution, Tainan, Taiwan|Local Institution, Taipei, Taiwan|Local Institution, Taipei, Taiwan|Local Institution, Taoyuan Hsien, Taiwan	https://ClinicalTrials.gov/show/NCT00825955
551	Evaluate the Efficacy and Safety of 'Immuncell-LC' in Patients Undergoing Liver Transplantation	Recruiting	No Results Available	Liver Transplantation	Biological: Immuncell-LC	Seoul National Hospital, Seoul, Korea, Republic of	https://ClinicalTrials.gov/show/NCT03983967
552	A Study to Assess PV-10 Chemoablation of Cancer of the Liver	Recruiting	No Results Available	Cancer Metastatic to the Liver|Hepatocellular Carcinoma|Metastatic Melanoma|Metastatic Ocular Melanoma|Metastatic Uveal Melanoma|Metastatic Lung Cancer|Metastatic Colon Cancer|Metastatic Colorectal Cancer|Metastatic Breast Cancer|Metastatic Pancreatic Cancer	Drug: PV-10 (10% rose bengal disodium)	Sharp Memorial Hospital, San Diego, California, United States|Florida Hospital Tampa, Tampa, Florida, United States|St Luke's University Health Network, Bethlehem, Pennsylvania, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|MD Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT00986661
553	Tremelimumab With Chemoembolization or Ablation for Liver Cancer	Completed	Has Results	Heptocellular Cancer|Biliary Tract Neoplasms|Liver Cancer|Hepatocellular Carcinoma|Biliary Cancer	Drug: Tremelimumab|Procedure: RFA|Procedure: TACE|Procedure: Cryoablation	National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States	https://ClinicalTrials.gov/show/NCT01853618
554	Surgery With or Without Hepatic Arterial Chemotherapy in Treating Patients With Liver Cancer	Withdrawn	No Results Available	Localized Resectable Adult Primary Liver Cancer|Stage III Childhood Liver Cancer	Drug: cisplatin|Drug: fluorouracil|Procedure: adjuvant therapy|Procedure: chemotherapy|Procedure: conventional surgery|Procedure: hepatic arterial infusion|Procedure: surgery	Kyoto Prefectural University of Medicine, Kyoto, Japan|Kyoto City Hospital, Kyoto, Japan|Kyoto University Hospital, Kyoto, Japan|Kyoto-Katsura Hospital, Kyoto, Japan	https://ClinicalTrials.gov/show/NCT00238160
