"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
268,"Gemcitabine/Capecitabine Followed by SBRT in Pancreatic Adenocarcinoma","Completed","Has Results","Pancreatic Cancer","Drug: Gemcitabine|Drug: Capecitabine|Radiation: Stereotactic Body Radiation Therapy (SBRT)","UPMC Cancer Centers, Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT01360593"
269,"Efficacy and Safety Study of PBI-05204 in Patients With Stage IV Metastatic Pancreatic Adenocarcinoma","Unknown status","No Results Available","Pancreatic Cancer","Drug: PBI 05204","Scottsdale Healthcare Hospitals, Scottsdale, Arizona, United States|Florida Hospital Tampa, Tampa, Florida, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Virginia Cancer Specialists, Fairfax, Virginia, United States|Virginia Mason Medical Center, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT02329717"
270,"Two Stage Study Of Single Dose PEGPH20 And Cetuximab In Patients With Pancreatic Adenocarcinoma Prior To Surgical Resection","Completed","Has Results","Pancreatic Cancer","Drug: PEGPH20|Drug: Cetuximab|Device: DW & DCE-MRI|Other: blood draws","Memorial Sloan Kettering Cancer Center, New York, New York, United States","https://ClinicalTrials.gov/show/NCT02241187"
271,"Gemcitabine + Nab-paclitaxel With LDE-225 (Hedgehog Inhibitor) as Neoadjuvant Therapy for Pancreatic Adenocarcinoma","Terminated","Has Results","Pancreatic Ductal Adenocarcinoma","Drug: LDE225-600mg|Drug: Gemcitabine|Drug: nab-paclitaxel|Drug: LDE225-400mg|Drug: LDE225-800mg","Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT01431794"
272,"Peroperative Assessment of Tumour Resection Margins Using High-resolution 18F-FDG-PET/CT in Pancreatic Adenocarcinoma","Recruiting","No Results Available","Fluorodeoxyglucose F18","Diagnostic Test: Positron Emissie Tomografie - Computer Tomografie","University Hospital Ghent, Ghent, East-flanders, Belgium","https://ClinicalTrials.gov/show/NCT05023291"
273,"Nab-paclitaxel (Abraxane), Gemcitabine, and Capecitabine (Xeloda) for Pancreatic Adenocarcinoma","Completed","No Results Available","Pancreatic Neoplasms|Pancreatic Cancer|Adenocarcinoma","Drug: nab-paclitaxel, gemcitabine, capecitabine","UCSF Helen Diller Family Comprehensive Cancer Center, San Francisco, California, United States|Huntsman Cancer Institute, Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT01161186"
274,"Study of Irinotecan Liposome Injection-containing Regimens Versus Nab-paclitaxel Plus Gemcitabine in Patients With Previously Untreated, Metastatic Pancreatic Adenocarcinoma","Not yet recruiting","No Results Available","Pancreatic Cancer Non-resectable|Pancreatic Cancer Metastatic","Drug: Irinotecan Liposome Injection|Drug: Fluorouracil|Drug: Leucovorin|Drug: Oxaliplatin|Drug: Nab paclitaxel|Drug: Gemcitabine",,"https://ClinicalTrials.gov/show/NCT05047991"
275,"Efficacy and Safety of BC-819 and Gemcitabine in Patients With Locally Advanced Pancreatic Adenocarcinoma","Terminated","Has Results","Pancreas, Adenocarcinoma","Biological: Biological/Vaccine: BC-819","Winthrop University Hospital, Mineola, New York, United States|Thomas Jefferson University, Philadelphia, Pennsylvania, United States|Joe Arrington Cancer Research & Treatment Center, Lubbock, Texas, United States|Carmel Medical Center, Haifa, Israel|Rambam Medical Center, Haifa, Israel|Hadassah Medical Organization, Jerusalem, Israel|Meir Medical Center, Kfar Saba, Israel|Galil Maaravi, Nahariya, Israel|Tel Aviv Medical Center, Tel Aviv, Israel","https://ClinicalTrials.gov/show/NCT01413087"
276,"FOLFIRINOX in Patients With Inoperable Pancreatic Cancer","Terminated","Has Results","Adenocarcinoma of Pancreas","Drug: Irinotecan, Oxaliplatin, Leucovorin, 5-FU","University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma, United States","https://ClinicalTrials.gov/show/NCT01359007"
277,"FOLFIRINOX Plus PF-04136309 in Patients With Borderline Resectable and Locally Advanced Pancreatic Adenocarcinoma","Completed","No Results Available","Pancreatic Neoplasms","Drug: Oxaliplatin|Drug: Irinotecan|Drug: Leucovorin|Drug: Fluorouracil|Other: laboratory biomarker analysis|Other: flow cytometry|Other: immunohistochemistry staining method|Other: pharmacological study|Drug: PF-04136309","Washington University School of Medicine, Saint Louis, Missouri, United States","https://ClinicalTrials.gov/show/NCT01413022"
278,"Phase I/II Trial of Radiation, Avastin and Tarceva for Pancreatic Adenocarcinoma","Completed","Has Results","Pancreatic Cancer","Drug: Avastin|Drug: Tarceva|Radiation: Radiation Therapy","Duke University Medical Center, Durham, North Carolina, United States","https://ClinicalTrials.gov/show/NCT00735306"
279,"Gemcitabine With Abraxane and Other Investigational Therapies in Neoadjuvant Treatment of Pancreatic Adenocarcinoma","Completed","Has Results","Pancreatic Cancer","Drug: Chemotherapy|Drug: Chemotherapy + ChemoRadiotherapy","University of Florida Shands Cancer Center, Gainesville, Florida, United States","https://ClinicalTrials.gov/show/NCT01470417"
280,"Capecitabine and Oxaliplatin in Patients With Advanced or Metastatic Pancreatic Adenocarcinoma","Completed","Has Results","Pancreatic Cancer","Drug: Capecitabine|Drug: Oxaliplatin","Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT00585078"
281,"Secretin (ChiRhoStim) Pancreas Perfusion for Pancreatic Adenocarcinoma","Terminated","Has Results","Pancreatic Cancer","Drug: Synthetic Human Secretin","Mayo Clinic, Rochester, Minnesota, United States","https://ClinicalTrials.gov/show/NCT00587132"
282,"Etanercept and Gemcitabine in Patients With Advanced, Chemotherapy Naive Pancreatic Adenocarcinoma","Completed","Has Results","Pancreatic Neoplasms|Adenocarcinoma","Drug: Gemcitabine|Drug: Etanercept","Ohio State University Medical Center, Columbus, Ohio, United States","https://ClinicalTrials.gov/show/NCT00201838"
283,"Study of Nanoliposomal Irinotecan (Nal-IRI)-Containing Regimens Versus Nab-paclitaxel Plus Gemcitabine in Patients With Previously Untreated, Metastatic Pancreatic Adenocarcinoma","Completed","No Results Available","Pancreatic Cancer","Drug: nal-IRI|Drug: 5 fluorouracil|Drug: Leucovorin|Drug: Oxaliplatin","University of South Alabama, Mobile, Alabama, United States|University of South Alabama - Mobile, Mobile, Alabama, United States|Arizona Center for Cancer Care, Avondale, Arizona, United States|Mayo Clinic Cancer Center, Scottsdale, Arizona, United States|University of California Irvine Medical Center (UCIMC) - Chao Family Comprehensive Cancer Center, Orange, California, United States|University of California, Los Angeles (UCLA) Medical Center - Santa Monica Cancer Center, Santa Monica, California, United States|University of Colorado (CU) Cancer Center - Anschutz Cancer Pavilion, Aurora, Colorado, United States|Mayo Clinic Cancer Center - Jacksonville, Jacksonville, Florida, United States|University of Miami, Miami, Florida, United States|Mayo Clinic Cancer Center - Rochester, Rochester, Minnesota, United States|US Oncology - Comprehensive Cancer Centers of Nevada (CCCN), Las Vegas, Nevada, United States|Holy Name Medical Center - Teaneck, Teaneck, New Jersey, United States|Roswell Park Cancer Institute, Buffalo, New York, United States|Levine Cancer Institute, Carolinas Healthcare System - Oncology, Charlotte, North Carolina, United States|Wake Forest University Baptist Medical Center (WFUBMC), Winston-Salem, North Carolina, United States|University of Oklahoma Health Sciences Center (OUHSC) Stephenson Cancer Center, Oklahoma City, Oklahoma, United States|Gettysburg Cancer Center, Gettysburg, Pennsylvania, United States|Medical Group of the Carolinas - Spartanburg Regional Health Services, Spartanburg, South Carolina, United States|Houston Methodist Cancer Center and Institute of Academic Medicine, Houston, Texas, United States|Oncology Consultants - Houston, Houston, Texas, United States|Joe Arrington Cancer Research and Treatment Center - Lubbock, Lubbock, Texas, United States|St. John of God Health Care - Subiaco, Subiaco, Western Australia, Australia|Hospital General Universitario de Elche - Elche, Elche, Alicante, Spain|Hospital Universitario de Fuenlabrada - Fuenlabrada, Fuenlabrada, Madrid, Spain|Hospital Universitario Vall d'Hebron, Barcelona, Spain|Hospital Universitario Ramon y Cajal, Madrid, Spain|Hospital Universitario Madrid Sanchinarro Centro Integral Oncologico Clara Campal (CIOCC), Madrid, Spain","https://ClinicalTrials.gov/show/NCT02551991"
284,"Pancreatic Intraepithelial Neoplasia (PanIN) and the Association With Recurrence of Pancreatic Adenocarcinoma","Completed","No Results Available","Pancreatic Cancer",,"Columbia University Irving Medical Center, New York, New York, United States","https://ClinicalTrials.gov/show/NCT01219829"
285,"Phase II Gemcitabine + Fractionated Stereotactic Radiotherapy for Unresectable Pancreatic Adenocarcinoma","Completed","Has Results","Pancreatic Cancer","Device: CyberKnife based stereotactic radiotherapy|Drug: Gemcitabine|Drug: Fludeoxyglucose (18F) (FDG)","Stanford University School of Medicine, Stanford, California, United States|Johns Hopkins Hospital, Baltimore, Maryland, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States","https://ClinicalTrials.gov/show/NCT01146054"
286,"A Study to Evaluate the Efficacy and Safety of Simtuzumab Combined With Gemcitabine for Metastatic Pancreatic Adenocarcinoma","Completed","No Results Available","Pancreatic Cancer","Drug: Simtuzumab|Drug: Gemcitabine|Drug: Placebo to match simtuzumab","Birmingham Hematology and Oncology Associates, LLC, Birmingham, Alabama, United States|University of South Alabama Mitchell Cancer Institute, Mobile, Alabama, United States|Central Hematology Oncology Medical Group, Inc., Alhambra, California, United States|Comprehensive Blood and Cancer Center, Bakersfield, California, United States|California Cancer Associates for Research and Excellence (CCARE), Fresno, California, United States|Pacific Shores Medical Group, Long Beach, California, United States|UCLA Community Oncology Practice, Los Angeles, California, United States|Stanford University Medical Center, Palo Alto, California, United States|Wilshire Oncology Medical Group, Inc., Rancho Cucamonga, California, United States|Sharp Health Care, San Diego, California, United States|San Jose Medical Group, San Jose, California, United States|Saint Mary's Regional Cancer Center, Grand Junction, Colorado, United States|Hematology Oncology Associates, PC, Stamford, Connecticut, United States|Florida Cancer Specialists, Tampa, Florida, United States|Georgia Cancer Specialists, P.C., Atlanta, Georgia, United States|Northwestern University, Chicago, Illinois, United States|Oncology Hematology Care, Inc., Crestview Hills, Kentucky, United States|Anne Arundel Medical Center, Annapolis Oncology Center, Annapolis, Maryland, United States|West Michigan Cancer Center, Kalamazoo, Michigan, United States|Providence Cancer Center Oncology and Hematology Care Clinic-Eastside Portland, Southfield, Michigan, United States|Hematology and Oncology Associates at BridgePoint, Tupelo, Mississippi, United States|Saint Joseph Oncology, Inc., Saint Joseph, Missouri, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Montana Cancer Institute Foundation c/o Montana Cancer Specialists, Missoula, Montana, United States|Comprehensive Cancer Centers of Nevada, Henderson, Nevada, United States|Saint Luke's-Roosevelt Hospital Center, New York, New York, United States|Beth Israel Comprehensive Cancer Center, New York, New York, United States|Duke University Medical Center, Comprehensive Cancer Center, Durham, North Carolina, United States|Emerywood Hematology and Oncology, High Point, North Carolina, United States|Oncology Hematology Care, Inc., Blue Ash, Ohio, United States|PinnacleHealth, Harrisburg, Pennsylvania, United States|Abington Hematology Oncology Associates, Inc., Willow Grove, Pennsylvania, United States|Charleston Hematology Oncology Associates, PA, Charleston, South Carolina, United States|South Carolina Oncology Associates, Columbia, South Carolina, United States|Tennessee Cancer Specialists, Knoxville, Tennessee, United States|Tennessee Oncology, PLLC, Nashville, Tennessee, United States|Coastal Bend Cancer Center, Corpus Christi, Texas, United States|University of Texas Southwestern Medical Center at Dallas, Dallas, Texas, United States|San Antonio Military Medical Center, Fort Sam Houston, Texas, United States|Center for Cancer and Blood Disorders, PC, Fort Worth, Texas, United States|Joe Arrington Cancer Research and Treatment Center, Lubbock, Texas, United States|Utah Cancer Specialists, Salt Lake City, Utah, United States|Virginia Cancer Specialists, PC, Fairfax, Virginia, United States|Virginia Cancer Institute, Richmond, Virginia, United States|Republic Clinical Oncology Dispensary of the Ministry of Healthcare of Republic of Bashkortostan, Ufa, Bashkortostan, Russian Federation|Medical Radiological Research Center of Russian Academy of Medical Sciences, Obninsk, Obninsk, Kaluga, Russian Federation|State Institution of Healthcare ""Arkhangelsk Regional Clinical Oncology Dispensary"", Arkhangelsk, Primorskiy, Russian Federation|Republican Clinical Oncologic Dispensary of Ministry of health of Republic Tatarstan, Kazan, Tatarstan, Russian Federation|Regional Oncology Dispensary, Ivanovo, Russian Federation|Kursk Regional Oncologic Dispensary, Kursk, Russian Federation|Blokhin Cancer Research Center of Russia, Dept. of clinical pharmacology, Moscow, Russian Federation|State Institution ""Blokhin Cancer Research Centre RAMS"", Moscow, Russian Federation|Non-State Institution of healthcare ""Central Clinical Hospital #1 OAO RZD, Moscow, Russian Federation|Non-state Healthcare Institution ""N.A. Semashko Central Clinical Hospital #2 of JSC ""Russian Railway, Moscow, Russian Federation|State Budgetary Healthcare Institution ""Nizhny Novgorod Regional Oncological Dispensary"", Nizhny Novgorod, Russian Federation|Budgetary Healthcare Institution of Omsk Region ""Clinical Oncologic Dispensary"", Omsk, Russian Federation|Petrov Research Oncology Institute, Saint Petersburg, Russian Federation","https://ClinicalTrials.gov/show/NCT01472198"
287,"Mesothelin-Targeted Immunotoxin LMB-100 in Combination With Tofacitinib in Persons With Previously Treated Pancreatic Adenocarcinoma, Cholangiocarcinoma and Other Mesothelin Expressing Solid Tumors","Active, not recruiting","Has Results","Neoplasms With Mesothelin Expression|Epithelioid Mesothelioma|Cholangiocarcinoma, Extrahepatic|Adenocarcinoma, Pancreatic","Drug: LMB-100|Drug: Tofacitinib|Device: Mesothelin Expression","National Institutes of Health Clinical Center, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT04034238"
288,"Bortezomib With or Without Gemcitabine in Treating Patients With Metastatic Pancreatic Cancer","Completed","No Results Available","Duct Cell Adenocarcinoma of the Pancreas|Stage IV Pancreatic Cancer","Drug: bortezomib|Drug: gemcitabine hydrochloride","North Central Cancer Treatment Group, Rochester, Minnesota, United States","https://ClinicalTrials.gov/show/NCT00052689"
289,"1911GCCC: Galeterone or Galeterone With Gemcitabine for Patients With Metastatic Pancreatic Adenocarcinoma","Recruiting","No Results Available","Advanced Pancreatic Cancer","Drug: galeterone|Drug: Gemcitabine","University of Maryland Medical Center, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT04098081"
290,"A Multi-Cancer, Multi-State, Platform Study of Durvalumab (MEDI4736) and Oleclumab (MEDI9447) in Pancreatic Adenocarcinoma, Non-Small Cell Lung Cancer and Squamous Cell Carcinoma of the Head and Neck to Correlate Clinical, Molecular and Immunologic Parameters With DNA Methylation","Withdrawn","No Results Available","Pancreatic Ductal Adenocarcinoma|Non-small Cell Lung Cancer|Squamous Cell Carcinoma of Head and Neck","Biological: Durvalumab|Biological: Oleclumab","Princess Margaret Cancer Centre, Toronto, Ontario, Canada","https://ClinicalTrials.gov/show/NCT04262388"
291,"A Randomized Phase 2 Study of ARQ 197 Versus Gemcitabine in Treatment-Naïve Patients With Unresectable Locally Advanced or Metastatic Pancreatic Adenocarcinoma","Completed","No Results Available","Pancreatic Neoplasms","Drug: ARQ 197|Drug: gemcitabine","Oddzial Kliniczny Kliniki Onkologii Szpital Uniwersytecki w Krakowie, Krakow, Poland|Oddzial Chemioterapii, Wojewodzki Szpital Specjalistyczny, Krakow, Poland|Oddział Onkologii Klinicznej, Regionalny Szpital Specjalistyczny ""Latawiec"", Swidnica, Poland|Oddział Onkologii Klinicznej SP ZOZ Wojewódzki Szpital Zespolony im. L. Rydygiera, Torun, Poland|Klinika Onkologii WIM Warszawa, Warszawa, Poland|Oddział Chemioterapii Dolnośląskie Centrum Onkologii, Wroclaw, Poland","https://ClinicalTrials.gov/show/NCT00558207"
292,"Study Combining Suicide Gene Therapy With Chemoradiotherapy in the Treatment of Non-Metastatic Pancreatic Adenocarcinoma","Terminated","No Results Available","Pancreatic Cancer","Genetic: Ad5-yCD/mutTKSR39rep-ADP","Henry Ford Health System, Detroit, Michigan, United States","https://ClinicalTrials.gov/show/NCT00415454"
293,"Phase 2 Evaluation of Multi-modality Algorithm for Non-metastatic Adenocarcinoma of Pancreas or Ampulla","Terminated","Has Results","Ductal Adenocarcinoma of Pancreas|Adenocarcinoma of Ampulla","Drug: Gemcitabine and nanoparticle albumin bound paclitaxel|Drug: 5-fluorouracil and irinotecan|Radiation: Preoperative chemoradiation|Procedure: Definitive resection","Essentia Health Cancer Center, Duluth, Minnesota, United States","https://ClinicalTrials.gov/show/NCT02626520"
294,"A Feasibility and Safety Study of Vaccination With Poly-ICLC and Peptide-pulsed Dendritic Cells in Patients With Metastatic, Locally Advanced, Unresectable, or Recurrent Pancreatic Adenocarcinoma","Completed","No Results Available","Metastatic Pancreatic Cancer","Drug: vacc. w/ Poly-ICLC & peptide-pulsed dendritic cells","Medical University of South Carolina, Charleston, South Carolina, United States","https://ClinicalTrials.gov/show/NCT01410968"
295,"Perioperative Cancer Cell Dissemination and Systemic Immune Suppression in Resectable Ductal Pancreatic Adenocarcinoma","Completed","No Results Available","Pancreatic Neoplasms|Adenocarcinoma|Neoplasm Circulating Cells|Tumor Markers, Biological|Monitoring, Immunologic","Procedure: Pancreatic resection (PD)","Department of Abdominal Surgery, Catholic University Leuven, Leuven, Vlaams-Brabant, Belgium","https://ClinicalTrials.gov/show/NCT00495924"
296,"PTK787 in Patients With Advanced Metastatic Pancreatic Adenocarcinoma","Completed","No Results Available","Neoplasm","Drug: PTK787/ZK222584","Scottsdale Healthcare, Scottsdale, Arizona, United States|University of Arizona/Arizona Cancer Center, Tucson, Arizona, United States|Tower Hematology Oncology Medical Group, Beverly Hills, California, United States|Sidney Kimmel Comprehensive Cancer Center/Johns Hopkins, Baltimore, Maryland, United States|Virginia Piper Cancer Institute/Abbott Northwestern Hospital, Minneapolis, Minnesota, United States|Sarah Cannon Research Institute, Nashville, Tennessee, United States|South Texas Oncology and Hematology, San Antonio, Texas, United States","https://ClinicalTrials.gov/show/NCT00226005"
297,"Respiratory-gated Stereotactic Body Radiation Therapy for Adenocarcinoma of the Pancreas or Periampullary Region","Completed","No Results Available","Pancreatic Neoplasms","Radiation: Stereotactic Body Radiation","Indiana University Health Hospital, Indianapolis, Indiana, United States|Indiana University Health Melvin and Bren Simon Cancer Center, Indianapolis, Indiana, United States","https://ClinicalTrials.gov/show/NCT02780648"
298,"Stereotactic Radiosurgery and Metformin in Patients With Borderline-Resectable or Locally-Advanced Pancreatic Cancer","Completed","No Results Available","Acinar Cell Adenocarcinoma of the Pancreas|Duct Cell Adenocarcinoma of the Pancreas|Recurrent Pancreatic Cancer|Stage I-III Pancreatic Cancer","Drug: metformin hydrochloride|Radiation: stereotactic radiosurgery","University Hospitals Cleveland Medical Center, Seidman Cancer Center, Case Comprehensive Cancer Center, Cleveland, Ohio, United States","https://ClinicalTrials.gov/show/NCT02153450"
299,"Trial to Evaluate the Efficacy and Safety of Tarceva and Capecitabine in Advanced Pancreatic Cancer Patients","Completed","No Results Available","Metastatic Adenocarcinoma of the Pancreas","Drug: capecitabine + erlotinib","Hospital Arquitecto Marcide, Ferrol, La Coruña, Spain|Complejo Hospitalario Universitario de La Coruña, La Coruña, Spain|Centro Oncológico de Galicia, La Coruña, Spain|Complejo Hospitalario Xeral Calde, Lugo, Spain|Complejo Hospitalario de Orense, Orense, Spain|Hospital do Meixoeiro, Vigo, Spain|Complejo Hospitalario Xeral Cies, Vigo, Spain|Hospital POVISA, Vigo, Spain","https://ClinicalTrials.gov/show/NCT00873353"
300,"Sequential Use of AG and mFOLFIRINOX as Neoadjuvant Chemotherapy for Resectable Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Adenocarcinoma Resectable|Neoadjuvant Chemotherapy","Drug: AG regimen|Drug: mFolfirinox","The second affiliated hospital of Zhejiang University, Hangzhou, Zhejiang, China","https://ClinicalTrials.gov/show/NCT03750669"
301,"MK-0646 and Gemcitabine +/- Erlotinib for Patients With Advanced Pancreatic Cancer","Completed","Has Results","Pancreatic Cancer|Pancreatic Adenocarcinoma","Drug: MK-0646|Drug: Gemcitabine|Drug: Erlotinib","University of Texas MD Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00769483"
302,"Feasibility of Radiotherapy and Concomitant Gemcitabine and Oxaliplatin in Locally Advanced Pancreatic Cancer and Distal Cholangiocarcinoma","Suspended","No Results Available","Locally Advanced and Unresectable, But Non-Metastatic Pancreatic Adenocarcinoma or Cholangiocarcinoma","Drug: Association of gemcitabine, oxaliplatin and radiotherapy","Erasme University Hospital, Brussels, Belgium|Jules Bordet Institute, Brussels, Belgium|University Hospital Ghent, Ghent, Belgium|CHU Sart-Tilman, Luik, Belgium","https://ClinicalTrials.gov/show/NCT00286013"
