"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau","fda_approved","clinical_trial_LUAD"
"126","BRD-A19928752","2977752","A549","trt_cp","down",-0.468327175923348,2.315182606329e-05,0.000151137697748057,-1.36441536298623,0.888834927406207,16,92,NA,-96.6723784763255,FALSE,FALSE
"127","hydrocortisone-phosphate","441407","A549","trt_cp","down",-0.466636139893288,2.31953445333338e-05,0.000151137697748057,-1.35948873122665,0.0191052256036286,16,92,NA,-97.5321043094619,FALSE,FALSE
"128","BRD-U00779237",NA,"A549","trt_cp","down",-0.466573936033107,2.31953445333338e-05,0.000151137697748057,-1.35930750769996,-1.12701136715355,16,92,NA,-93.9326794296069,FALSE,FALSE
"129","BRD-A52771319","1913","A549","trt_cp","down",-0.466315906181211,2.32388630033776e-05,0.000151137697748057,-1.35855576850536,-0.865333750798043,16,92,NA,-96.6260931221933,FALSE,FALSE
"130","BRD-K78388870","715698","A549","trt_cp","down",-0.466217498910185,2.32388630033776e-05,0.000151137697748057,-1.35826907065967,-0.0135826907065967,16,92,NA,-96.7797211061215,FALSE,FALSE
"131","ST-4029573","5286565","A549","trt_cp","down",-0.466059462828547,2.32388630033776e-05,0.000151137697748057,-1.35780865138703,-0.958136332609163,16,92,NA,-95.783108800126,FALSE,FALSE
"132","BRD-A12083771","16190867","A549","trt_cp","down",-0.465916754935049,2.32388630033776e-05,0.000151137697748057,-1.35739288896213,0.547261638576144,16,92,NA,-97.0101630820137,FALSE,FALSE
"133","BRD-K37932103","6401201","A549","trt_cp","down",-0.46565242256981,2.32388630033776e-05,0.000151137697748057,-1.3566227881467,0,16,92,NA,-96.1533916331836,FALSE,FALSE
"134","BRD-K31706415","23748696","A549","trt_cp","down",-0.464822530584705,2.32823814734214e-05,0.000151137697748057,-1.35420499684116,-1.11145775725641,16,92,NA,-92.6307807452927,FALSE,FALSE
"135","lobaric-acid","73157","A549","trt_cp","down",-0.464711609764495,2.32823814734214e-05,0.000151137697748057,-1.35388184226259,-0.712104552035585,16,92,"PTPN1",-96.7452532892145,FALSE,FALSE
"136","BRD-K30697463",NA,"A549","trt_cp","down",-0.464629815931205,2.32823814734214e-05,0.000151137697748057,-1.35364354568602,-0.730348133419198,16,92,NA,-95.0100449066415,FALSE,FALSE
"137","ropivacaine","175804","A549","trt_cp","down",-0.464494799888192,2.33258999434652e-05,0.000151137697748057,-1.35325019254999,-1.18015596778965,16,92,"SCN10A; SCN9A",-95.3596470495549,TRUE,FALSE
"138","BRD-K16410418","54646219","A549","trt_cp","down",-0.46434380852726,2.33258999434652e-05,0.000151137697748057,-1.35281029723081,0,16,92,NA,-97.3735523516899,FALSE,FALSE
"139","BRD-K73460574",NA,"A549","trt_cp","down",-0.463755184524446,2.33258999434652e-05,0.000151137697748057,-1.3510954114122,-1.11173091924126,16,92,NA,-95.4965335224139,FALSE,FALSE
"140","BRD-K28293491","23930394","A549","trt_cp","down",-0.463591032365925,2.33258999434652e-05,0.000151137697748057,-1.35061717367912,0.573048351646335,16,92,NA,-96.3562593555503,FALSE,FALSE
"141","BRD-K23282736","44506420","A549","trt_cp","down",-0.463559083332295,2.33258999434652e-05,0.000151137697748057,-1.35052409398065,-0.0135052409398065,16,92,NA,-95.7673520838257,FALSE,FALSE
"142","primidone","4909","A549","trt_cp","down",-0.463315788938981,2.33694184135089e-05,0.000151137697748057,-1.34981528478693,-0.0364912890868461,16,92,"CHRNA4; CHRNA7; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; GRIK2",-94.390608997085,TRUE,FALSE
"143","BRD-K08174547","4050965","A549","trt_cp","down",-0.462848142742215,2.33694184135089e-05,0.000151137697748057,-1.34845285337548,0.872543828012882,16,92,NA,-96.5670054360671,FALSE,FALSE
"144","BRD-K35638681","44506808","A549","trt_cp","down",-0.462795019479424,2.33694184135089e-05,0.000151137697748057,-1.34829808508611,-0.644441258324464,16,92,NA,-96.1031670999764,FALSE,FALSE
"145","BRD-K95033227","54654148","A549","trt_cp","down",-0.462624887765684,2.33694184135089e-05,0.000151137697748057,-1.34780242663217,-0.622065571080717,16,92,NA,-96.4271645789018,FALSE,FALSE
"146","itraconazole","3793","A549","trt_cp","down",-0.462081679209924,2.34129368835527e-05,0.000151137697748057,-1.3462198533012,0,16,92,"ABCB1; CYP3A5; CYP3A7; CYP51A1; KDR",-96.5886709209801,TRUE,FALSE
"147","ALX-5407","6604909","A549","trt_cp","down",-0.461899914437954,2.34129368835527e-05,0.000151137697748057,-1.34569030331974,0,16,92,"SLC6A9",-98.1525250137871,FALSE,FALSE
"148","BRD-K44573794",NA,"A549","trt_cp","down",-0.461806530003104,2.34129368835527e-05,0.000151137697748057,-1.3454182389081,-0.031042302298139,16,92,NA,-91.7799180650752,FALSE,FALSE
"149","BRD-K61106942","56643199","A549","trt_cp","down",-0.461064094825502,2.34564553535965e-05,0.000151137697748057,-1.343255242579,-0.01343255242579,16,92,NA,-96.7265421886079,FALSE,FALSE
"150","BRD-K37303684","54638394","A549","trt_cp","down",-0.460922838417765,2.34564553535965e-05,0.000151137697748057,-1.34284370888472,-1.15493719565757,16,92,NA,-96.6635153234066,FALSE,FALSE
"151","BRD-K02986291","2547325","A549","trt_cp","down",-0.46043787310913,2.34999738236403e-05,0.000151137697748057,-1.34143082030675,0.908891436211229,16,92,NA,-97.3607500196959,FALSE,FALSE
"152","BRD-K31112909","54632197","A549","trt_cp","down",-0.459306004288365,2.3543492293684e-05,0.000151137697748057,-1.3381332555116,0.658567747229507,16,92,NA,-90.2347750728748,FALSE,FALSE
"153","BRD-K72568261",NA,"A549","trt_cp","down",-0.458871495635355,2.3543492293684e-05,0.000151137697748057,-1.33686736638111,0,16,92,NA,-93.9444969668321,FALSE,FALSE
"154","BRD-K40963620","60191400","A549","trt_cp","down",-0.458680418139972,2.3543492293684e-05,0.000151137697748057,-1.33631068489085,0.801376119472905,16,92,NA,-92.9222799968487,FALSE,FALSE
"155","BRD-K88569143","23975571","A549","trt_cp","down",-0.458214352170827,2.35870107637278e-05,0.000151137697748057,-1.33495285728408,-0.97970127654882,16,92,NA,-93.7583707555345,FALSE,FALSE
"156","diflorasone","52897293","A549","trt_cp","down",-0.457957682120753,2.35870107637278e-05,0.000151137697748057,-1.33420507970989,-0.977636722028397,16,92,"NR3C1; PLA2G1B",-96.254825494367,TRUE,FALSE
"157","rizatriptan","5078","A549","trt_cp","down",-0.457456561313308,2.36305292337716e-05,0.000151137697748057,-1.33274512401323,-0.792193356464637,16,92,"HTR1B; HTR1D; HTR1E; HTR1F",-98.3061529977153,TRUE,FALSE
"158","BRD-K15695045",NA,"A549","trt_cp","down",-0.457367376583001,2.36305292337716e-05,0.000151137697748057,-1.33248529493982,0.711139514729221,16,92,NA,-96.0332466713937,FALSE,FALSE
"159","BRD-K88668992","44820670","A549","trt_cp","down",-0.456838013663209,2.36305292337716e-05,0.000151137697748057,-1.33094305921767,-0.0133094305921767,16,92,NA,-94.1404711258174,FALSE,FALSE
"160","BRD-K00486725","24058689","A549","trt_cp","down",-0.456246677135742,2.36740477038154e-05,0.000151137697748057,-1.32922027078205,0,16,92,NA,-96.4153470416765,FALSE,FALSE
"161","dipivefrine","3105","A549","trt_cp","down",-0.456239668649879,2.36740477038154e-05,0.000151137697748057,-1.32919985239449,-0.938752544304066,16,92,"ACHE; ADRA1A; ADRB2; BCHE",-96.7127550618451,FALSE,FALSE
"162","SA-3676","2853908","A549","trt_cp","down",-0.456189906859834,2.36740477038154e-05,0.000151137697748057,-1.32905487735499,-0.580310531048577,16,92,NA,-93.8046561096668,FALSE,FALSE
"163","BRD-K94287906","25105719","A549","trt_cp","down",-0.456159195428478,2.36740477038154e-05,0.000151137697748057,-1.32896540326313,-0.0265793080652625,16,92,NA,-95.8973449933034,FALSE,FALSE
"164","BRD-K08799912","1088439","A549","trt_cp","down",-0.455780863759887,2.36740477038154e-05,0.000151137697748057,-1.3278631790757,-0.0132786317907571,16,92,NA,-94.0784290553849,FALSE,FALSE
"165","BRD-K87919739",NA,"A549","trt_cp","down",-0.455526088717237,2.36740477038154e-05,0.000151137697748057,-1.3271209223796,-0.849997911328357,16,92,NA,-94.1109272827543,FALSE,FALSE
"166","phenelzine","61100","A549","trt_cp","down",-0.455249029823594,2.37175661738592e-05,0.000151137697748057,-1.32631374434174,0,16,92,"ABAT; AOC3; GAD2; GPT; GPT2; MAOA; MAOB; SLC6A2; SLC6A3; SLC6A4",-95.9396911683605,TRUE,FALSE
"167","triptolide","16220015","A549","trt_cp","down",-0.454279451432323,2.37610846439029e-05,0.000151137697748057,-1.32348899335422,-1.08030384257408,16,92,"RELA",-91.5002363507445,FALSE,FALSE
"168","RJC-00245SC","2728620","A549","trt_cp","down",-0.452989416012131,2.38046031139467e-05,0.000151137697748057,-1.31973062903843,-1.21962537927662,16,92,NA,-92.3944300007878,FALSE,FALSE
"169","SA-1921617","54666572","A549","trt_cp","down",-0.452874818352653,2.38046031139467e-05,0.000151137697748057,-1.31939676242724,0.530014402568862,16,92,NA,-93.7514771921532,FALSE,FALSE
"170","ergometrine","3250","A549","trt_cp","down",-0.452593242504387,2.38046031139467e-05,0.000151137697748057,-1.31857642478089,-0.0379935737468567,16,92,"ADRA1A; HTR1E",-93.8735917434807,FALSE,FALSE
"171","bretazenil",NA,"A549","trt_cp","down",-0.451999915810843,2.38481215839905e-05,0.000151137697748057,-1.31684783823379,-0.906703809725443,16,92,"GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRP; GABRR1; GABRR2",-96.8466871503979,FALSE,FALSE
"172","SB-939",NA,"A549","trt_cp","down",-0.451976119184904,2.38481215839905e-05,0.000151137697748057,-1.31677850960268,-1.18227546139943,16,92,NA,-94.7717245725991,FALSE,FALSE
"173","indobufen",NA,"A549","trt_cp","down",-0.451871371358513,2.38481215839905e-05,0.000151137697748057,-1.31647333930526,-0.381446909305288,16,92,"PF4; PPBP",-91.2008587410384,FALSE,FALSE
"174","hydrocortisone","3640","A549","trt_cp","down",-0.451809344895313,2.38481215839905e-05,0.000151137697748057,-1.31629263260351,-0.805601825563577,16,92,"ANXA1; HSD11B2; HSD3B1; NOS2; NR3C1; NR3C2",-93.563381391318,TRUE,FALSE
"175","RS-79948","9908992","A549","trt_cp","down",-0.451443262771324,2.38916400540343e-05,0.000151137697748057,-1.3152260960031,-0.0140690406388046,16,92,NA,-95.6659182226424,FALSE,FALSE
"176","aminoindazole","81423","A549","trt_cp","down",-0.451423615910988,2.38916400540343e-05,0.000151137697748057,-1.31516885721908,-0.0131516885721908,16,92,NA,-96.1277869691956,FALSE,FALSE
"177","BRD-K49998237",NA,"A549","trt_cp","down",-0.451366002882506,2.38916400540343e-05,0.000151137697748057,-1.31500100853292,-0.651347084615804,16,92,NA,-94.3315213109588,FALSE,FALSE
"178","fatostatin","2850562","A549","trt_cp","down",-0.450854305646943,2.38916400540343e-05,0.000151137697748057,-1.31351023967454,0.894664888589609,16,92,"SREBF1; SREBF2",-95.4975183171827,FALSE,FALSE
"179","ramipril","5362129","A549","trt_cp","down",-0.450691809093035,2.38916400540343e-05,0.000151137697748057,-1.31303682534801,0,16,92,"ACE; BDKRB1",-93.2640037816119,TRUE,FALSE
"180","BRD-A32241587","2728652","A549","trt_cp","down",-0.450566338320441,2.38916400540343e-05,0.000151137697748057,-1.31267128121875,-0.56892896488796,16,92,NA,-96.1671787599464,FALSE,FALSE
"181","pheniramine","4761","A549","trt_cp","down",-0.450092566314593,2.39351585240781e-05,0.000151137697748057,-1.31129100299326,0.965774937339714,16,92,"HRH1; NR1I3",-91.7779484755377,TRUE,FALSE
"182","cefotiam","43708","A549","trt_cp","down",-0.450082220308177,2.39351585240781e-05,0.000151137697748057,-1.31126086113768,0.0309012469008633,16,92,NA,-96.5738989994485,FALSE,FALSE
"183","clobetasol","5311051","A549","trt_cp","down",-0.449901037283068,2.39351585240781e-05,0.000151137697748057,-1.31073300600631,-0.737899533317272,16,92,"NR3C1; PLA2G1B",-92.2348932482471,TRUE,FALSE
"184","dexchlorpheniramine","5281070","A549","trt_cp","down",-0.449510828938606,2.39351585240781e-05,0.000151137697748057,-1.30959618054044,-1.15612580107867,16,92,NA,-94.2862207515954,TRUE,FALSE
"185","varenicline","5310966","A549","trt_cp","down",-0.449490666823441,2.39786769941218e-05,0.000151137697748057,-1.30953744062293,0,16,92,"CHRNA3; CHRNA4; CHRNA6; CHRNA7; CHRNB2",-94.5954463089892,TRUE,FALSE
"186","BIIB-021","16736529","A549","trt_cp","down",-0.44924674768988,2.39786769941218e-05,0.000151137697748057,-1.30882681132302,-0.874274364402056,16,92,NA,-96.4507996533522,FALSE,FALSE
"187","PCI-24781","11749858","A549","trt_cp","down",-0.449163679404331,2.39786769941218e-05,0.000151137697748057,-1.30858480178181,-1.27591957385087,16,92,NA,-92.9478846608367,FALSE,FALSE
"188","L-732138","3563638","A549","trt_cp","down",-0.448619544687557,2.39786769941218e-05,0.000151137697748057,-1.30699953019121,-0.0217048622114721,16,92,"TACR1; TACR2",-93.5190656267234,FALSE,FALSE
"189","medroxyprogesterone-acetate",NA,"A549","trt_cp","down",-0.448253689911901,2.40221954641656e-05,0.000151137697748057,-1.30593365594305,-0.776223394231634,16,92,NA,-97.3981722209092,FALSE,FALSE
"190","BRD-K32782699","54646177","A549","trt_cp","down",-0.448228896471317,2.40221954641656e-05,0.000151137697748057,-1.30586142321138,-0.93983776020204,16,92,NA,-93.4442212242969,FALSE,FALSE
"191","BRD-K30958640","23958168","A549","trt_cp","down",-0.447968206758182,2.40221954641656e-05,0.000151137697748057,-1.30510193482834,-1.06350606593592,16,92,NA,-95.8254549751832,FALSE,FALSE
"192","BRD-A01295252",NA,"A549","trt_cp","down",-0.446938060030934,2.40657139342094e-05,0.000151137697748057,-1.30210072521881,-0.67971896934826,16,92,NA,-90.0575120144962,FALSE,FALSE
"193","BRD-K00007652","44507092","A549","trt_cp","down",-0.446291893824521,2.41092324042532e-05,0.000151137697748057,-1.30021819705389,-1.30053114822582,16,92,NA,-94.8189947215,FALSE,FALSE
"194","BRD-K10114046","44224143","A549","trt_cp","down",-0.446233519104724,2.41092324042532e-05,0.000151137697748057,-1.30004812927095,-0.0130004812927095,16,92,NA,-93.0503033167888,FALSE,FALSE
"195","loteprednol","444025","A549","trt_cp","down",-0.446134310173595,2.41092324042532e-05,0.000151137697748057,-1.29975909588417,-0.0129975909588417,16,92,"NR3C1",-95.8284093594895,TRUE,FALSE
"196","BRD-K23673040","690299","A549","trt_cp","down",-0.445966289026278,2.41092324042532e-05,0.000151137697748057,-1.29926958631374,-0.0225062862825322,16,92,NA,-92.367840542031,FALSE,FALSE
"197","BRD-K41888384",NA,"A549","trt_cp","down",-0.445397476154282,2.41527508742969e-05,0.000151137697748057,-1.29761241786161,0,16,92,NA,-95.2641219569842,FALSE,FALSE
"198","WAY-161503","3906894","A549","trt_cp","down",-0.445056465868081,2.41527508742969e-05,0.000151137697748057,-1.29661892506993,-0.715191419781692,16,92,NA,-95.6058457417474,FALSE,FALSE
"199","quinethazone","6307","A549","trt_cp","down",-0.444629957238631,2.41527508742969e-05,0.000151137697748057,-1.29537634305379,-0.0180087260184076,16,92,"CA1; SLC12A1; SLC12A2; SLC12A3",-94.1069881036792,FALSE,FALSE
"200","leoidin","3310692","A549","trt_cp","down",-0.444191057661243,2.41962693443407e-05,0.000151137697748057,-1.29409766148889,0,16,92,NA,-90.2387142519499,FALSE,FALSE
"201","phenylbutyrate","4775","A549","trt_cp","down",-0.444046498663433,2.41962693443407e-05,0.000151137697748057,-1.29367650609239,0,16,92,"CYP3A5; HDAC1",-93.816473646892,TRUE,FALSE
"202","BRD-K05542495","946273","A549","trt_cp","down",-0.443689895765861,2.41962693443407e-05,0.000151137697748057,-1.29263758608743,0,16,92,NA,-95.7289450878437,FALSE,FALSE
"203","selamectin","9578507","A549","trt_cp","down",-0.443571480246157,2.41962693443407e-05,0.000151137697748057,-1.29229259659588,-0.534837307235839,16,92,NA,-91.9256676908532,FALSE,FALSE
"204","BRD-K94580036","56643202","A549","trt_cp","down",-0.443546446465368,2.41962693443407e-05,0.000151137697748057,-1.29221966366169,-0.681920444128228,16,92,NA,-94.232057039313,FALSE,FALSE
"205","BU-224","2457","A549","trt_cp","down",-0.443499778750035,2.42397878143845e-05,0.000151137697748057,-1.29208370283979,0.618018229954318,16,92,"MAOA; MAOB",-95.6984164500118,FALSE,FALSE
"206","vardenafil","23581791","A549","trt_cp","down",-0.443020900238776,2.42397878143845e-05,0.000151137697748057,-1.29068854741991,0,16,92,"CYP2C8; CYP3A5; PDE5A; PDE6G; PDE6H",-94.6752146852596,TRUE,FALSE
"207","coumarin","323","A549","trt_cp","down",-0.442774465021127,2.42397878143845e-05,0.000151137697748057,-1.28997058780914,0,16,92,"CA1; CA12; CA14; CA4; CA6; CA9; CYP2A6",-95.2572283936028,FALSE,FALSE
"208","BRD-A85234536",NA,"A549","trt_cp","down",-0.442019965840822,2.42833062844283e-05,0.000151137697748057,-1.2877724444472,0.765353537406498,16,92,NA,-95.903253761916,FALSE,FALSE
"209","BRD-K17693482","134230","A549","trt_cp","down",-0.441625265786225,2.42833062844283e-05,0.000151137697748057,-1.28662253291964,-0.941216948100509,16,92,NA,-93.5712597494682,FALSE,FALSE
"210","BRD-K18724229","53338856","A549","trt_cp","down",-0.441583925900363,2.42833062844283e-05,0.000151137697748057,-1.28650209409338,-0.923827959323657,16,92,NA,-88.1647364689199,FALSE,FALSE
"211","BRD-K88511582","44142085","A549","trt_cp","down",-0.441544184430669,2.42833062844283e-05,0.000151137697748057,-1.28638631206196,-0.959497261672108,16,92,NA,-95.8943906089971,FALSE,FALSE
"212","anisodamine",NA,"A549","trt_cp","down",-0.441502052162226,2.42833062844283e-05,0.000151137697748057,-1.28626356472357,-0.82842289580552,16,92,NA,-92.0428582683369,FALSE,FALSE
"213","candesartan-cilextil","2540","A549","trt_cp","down",-0.44143042936663,2.43268247544721e-05,0.000151137697748057,-1.28605490025208,-0.997642221282398,16,92,NA,-92.3215551878988,FALSE,FALSE
"214","BRD-K68202742",NA,"A549","trt_cp","down",-0.441358114062412,2.43268247544721e-05,0.000151137697748057,-1.28584421823932,-1.24273195749151,16,92,NA,-95.3852517135429,FALSE,FALSE
"215","molindone","23897","A549","trt_cp","down",-0.44118801139525,2.43268247544721e-05,0.000151137697748057,-1.28534864440911,0,16,92,"CHRM1; HRH1",-94.3827306389348,TRUE,FALSE
"216","BRD-K74606027","590707","A549","trt_cp","down",-0.440942316554523,2.43268247544721e-05,0.000151137697748057,-1.28463284179818,-0.451624449065293,16,92,NA,-94.4487118884424,FALSE,FALSE
"217","BRD-K57930080","12790923","A549","trt_cp","down",-0.440863361627879,2.43268247544721e-05,0.000151137697748057,-1.28440281603749,-0.0256880563207498,16,92,NA,-94.8465689750256,FALSE,FALSE
"218","ampalex",NA,"A549","trt_cp","down",-0.440793395472467,2.43268247544721e-05,0.000151137697748057,-1.28419897798956,-0.670587542444602,16,92,NA,-92.3314031355865,FALSE,FALSE
"219","pseudoephedrine","7028","A549","trt_cp","down",-0.440682412905991,2.43268247544721e-05,0.000151137697748057,-1.2838756435206,-1.21348450840221,16,92,"ADRA1A; ADRB1; ADRB2; ATF1; ATF2; ATF3; ATF4; ATF5; ATF6; ATF7; CXCL8; FOS; HRH1; IL2; JDP2; JUN; NFATC1; SLC6A2; SLC6A3; SLC6A4; TNF",-94.561963286851,TRUE,FALSE
"220","ebelactone-b","73707410","A549","trt_cp","down",-0.440618262011188,2.43268247544721e-05,0.000151137697748057,-1.28368874754079,-0.585633860260321,16,92,"PNLIP",-94.0163869849523,FALSE,FALSE
"221","BRD-K38246370",NA,"A549","trt_cp","down",-0.440570663374601,2.43268247544721e-05,0.000151137697748057,-1.28355007459086,0,16,92,NA,-95.2601827779091,FALSE,FALSE
"222","BRD-K63175663","669117","A549","trt_cp","down",-0.440345123681994,2.43703432245158e-05,0.000151137697748057,-1.28289299159979,-0.475883898922528,16,92,NA,-93.6589064838888,FALSE,FALSE
"223","RAN-02","22693263","A549","trt_cp","down",-0.439601904391679,2.43703432245158e-05,0.000151137697748057,-1.28072771085183,-0.38929235894531,16,92,NA,-95.6245568423541,FALSE,FALSE
"224","BRD-K43231198",NA,"A549","trt_cp","down",-0.439370116663027,2.44138616945596e-05,0.000151137697748057,-1.28005242495303,-0.566746031530606,16,92,NA,-92.4781375561333,FALSE,FALSE
"225","BRD-K09295900","23680518","A549","trt_cp","down",-0.439338653423774,2.44138616945596e-05,0.000151137697748057,-1.27996076055853,-0.0127996076055854,16,92,NA,-92.7203970692508,FALSE,FALSE
"226","BRD-K60174629",NA,"A549","trt_cp","down",-0.439082637499016,2.44138616945596e-05,0.000151137697748057,-1.27921488870043,0.0225185521130618,16,92,NA,-94.2734184196014,FALSE,FALSE
"227","BRD-A37735495","4380267","A549","trt_cp","down",-0.439078474057179,2.44138616945596e-05,0.000151137697748057,-1.27920275900927,-1.20538431244821,16,92,NA,-88.8304577326085,FALSE,FALSE
"228","BRD-A43126523","44142346","A549","trt_cp","down",-0.43901993484124,2.44138616945596e-05,0.000151137697748057,-1.27903221198644,-0.910679634214381,16,92,NA,-88.2681399196407,FALSE,FALSE
"229","SKF-83566","1243","A549","trt_cp","down",-0.438650441240961,2.44138616945596e-05,0.000151137697748057,-1.2779557364568,-0.932128942617911,16,92,"DRD1",-95.3232096431104,FALSE,FALSE
"230","latrunculin-b","6436219","A549","trt_cp","down",-0.438476217421198,2.44573801646034e-05,0.000151137697748057,-1.27744815614008,-1.17478100039153,16,92,"ACTA1; MKL1; SPIRE2",-89.5729929882612,FALSE,FALSE
"231","BRD-K44649335",NA,"A549","trt_cp","down",-0.438139393829985,2.44573801646034e-05,0.000151137697748057,-1.27646686078484,-0.509928727129808,16,92,NA,-91.0777593949421,FALSE,FALSE
"232","NSC-3852","19103","A549","trt_cp","down",-0.437988036417101,2.44573801646034e-05,0.000151137697748057,-1.27602589901696,0,16,92,"HDAC1",-90.2121247931931,FALSE,FALSE
"233","ifosfamide","3690","A549","trt_cp","down",-0.43775952708652,2.44573801646034e-05,0.000151137697748057,-1.27536016433988,-0.929343522459588,16,92,"AFP; CYP2B6; CYP2C9; NR1I2",-93.9720712203577,TRUE,FALSE
"234","physostigmine","16212981","A549","trt_cp","down",-0.437740112826794,2.44573801646034e-05,0.000151137697748057,-1.27530360320999,0,16,92,"ACHE; BCHE; CHRNA4; CHRNB2",-92.805089419365,FALSE,FALSE
"235","ASN-05257430","650361","A549","trt_cp","down",-0.437484711935402,2.45008986346472e-05,0.000151137697748057,-1.27455952317823,-0.557918231883178,16,92,NA,-93.743598834003,FALSE,FALSE
"236","BRD-A05565054","46937236","A549","trt_cp","down",-0.437350767540585,2.45008986346472e-05,0.000151137697748057,-1.27416929216139,1.09923730497664,16,92,NA,-91.4834948396754,FALSE,FALSE
"237","BRD-K28452084","5236771","A549","trt_cp","down",-0.437347160218617,2.45008986346472e-05,0.000151137697748057,-1.27415878265913,-0.947544341550669,16,92,NA,-88.2149610021272,FALSE,FALSE
"238","papaverine","6084","A549","trt_cp","down",-0.437345595944797,2.45008986346472e-05,0.000151137697748057,-1.27415422533395,0,16,92,"PDE10A; PDE4B; PDE5A",-91.1860868195068,FALSE,FALSE
"239","BRD-K75178679",NA,"A549","trt_cp","down",-0.437258325473315,2.45008986346472e-05,0.000151137697748057,-1.27389997322528,-0.712318113264316,16,92,NA,-92.2772394233042,FALSE,FALSE
"240","BRD-K76457661",NA,"A549","trt_cp","down",-0.437151026534825,2.45008986346472e-05,0.000151137697748057,-1.27358737056707,-0.028365715962962,16,92,NA,-94.2773575986764,FALSE,FALSE
"241","BRD-K14328427","44498818","A549","trt_cp","down",-0.436946190076185,2.45008986346472e-05,0.000151137697748057,-1.27299060397859,-1.0349849149191,16,92,NA,-91.7730245016938,FALSE,FALSE
"242","AMN-082","1894361","A549","trt_cp","down",-0.436625892492808,2.45008986346472e-05,0.000151137697748057,-1.27205745517588,-0.0314061121095702,16,92,"GRM7",-94.1178208461357,FALSE,FALSE
"243","niclosamide","4477","A549","trt_cp","down",-0.436236959249036,2.45444171046909e-05,0.000151137697748057,-1.27092434456377,-0.934006141980317,16,92,"STAT3",-91.5455369101079,FALSE,FALSE
"244","BRD-K49669601","44618774","A549","trt_cp","down",-0.436232654581819,2.45444171046909e-05,0.000151137697748057,-1.27091180342931,-1.00901834621151,16,92,NA,-86.9061687544316,FALSE,FALSE
"245","BRD-K41430135",NA,"A549","trt_cp","down",-0.436209763305576,2.45444171046909e-05,0.000151137697748057,-1.27084511242655,-0.95938839595937,16,92,NA,-93.0453793429449,FALSE,FALSE
"246","CCMQ","3337816","A549","trt_cp","down",-0.435878836074378,2.45444171046909e-05,0.000151137697748057,-1.26988099541286,-0.95740857300061,16,92,NA,-92.5854801859292,FALSE,FALSE
"247","BRD-K95367721","54649528","A549","trt_cp","down",-0.435840455913887,2.45444171046909e-05,0.000151137697748057,-1.26976917939343,0,16,92,NA,-94.7530134719924,FALSE,FALSE
"248","BRD-K69795440","44246520","A549","trt_cp","down",-0.435811661377534,2.45444171046909e-05,0.000151137697748057,-1.2696852899465,-0.970899615772858,16,92,NA,-93.4146773812337,FALSE,FALSE
"249","thioctic-acid",NA,"A549","trt_cp","down",-0.435808861196713,2.45444171046909e-05,0.000151137697748057,-1.26967713195369,-1.01211724078959,16,92,NA,-93.7573859607658,FALSE,FALSE
"250","ST-014366","3156173","A549","trt_cp","down",-0.435577993597598,2.45444171046909e-05,0.000151137697748057,-1.26900452674254,-1.27073001195913,16,92,NA,-92.4288978176948,FALSE,FALSE
"251","BRD-K92932331","44142049","A549","trt_cp","down",-0.435446432496738,2.45879355747347e-05,0.000151137697748057,-1.26862123916836,-0.0126862123916836,16,92,NA,-92.0832348538565,FALSE,FALSE
"252","methylprednisolone","6741","A549","trt_cp","down",-0.435162058504504,2.45879355747347e-05,0.000151137697748057,-1.26779274946333,-1.15045290462715,16,92,"CRP; IL10; IL6; IL8; NR3C1; TAT",-96.1396045064209,TRUE,FALSE
"253","dihydrexidine","5311070","A549","trt_cp","down",-0.434958561827216,2.45879355747347e-05,0.000151137697748057,-1.267199886168,-0.876642682281568,16,92,"DRD1; DRD3; DRD4",-94.4526510675175,FALSE,FALSE
"254","sertaconazole","65863","A549","trt_cp","down",-0.434943852091139,2.45879355747347e-05,0.000151137697748057,-1.26715703110658,0.84040068266166,16,92,"CYP51A1",-92.3904908217128,TRUE,FALSE
"255","BRD-K86899078","44506648","A549","trt_cp","down",-0.434940534214781,2.45879355747347e-05,0.000151137697748057,-1.26714736486958,-1.26870995273562,16,92,NA,-89.805404553691,FALSE,FALSE
"256","olanzapine","4585","A549","trt_cp","down",-0.434671085784277,2.45879355747347e-05,0.000151137697748057,-1.26636235900827,0.373498035567355,16,92,"ADRA1A; ADRA1B; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3; CHRM1; CHRM4; CHRM5; CYP2C8; DRD1; DRD3; DRD4; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; HRH1; HRH2; HRH4; HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR3A; HTR5A; HTR6; HTR7",-88.8570471913653,TRUE,FALSE
