"","...1","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau"
"382",18768,"naphazoline","11079","YAPC","trt_cp","up",0.3266888,5.600827e-05,0.0003056376,1.051555,0.04634854,24,97,"ADRA1A",70.1932167336327
"383",18813,"bropirimine",NA,"YAPC","trt_cp","down",-0.3295272,4.802263e-05,0.0002734947,-1.051132,-0.02033339,24,97,NA,-68.9228314819192
"384",18888,"PCI-24781","11749858","YAPC","trt_cp","down",-0.3291999,5.026383e-05,0.0002825191,-1.050088,-0.964453,24,97,NA,-84.7888600015757
"385",18949,"clozapine","135398737","YAPC","trt_cp","up",0.3259904,5.940271e-05,0.0003197958,1.049307,0,24,97,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; CALY; CHRM1; CHRM4; CHRM5; DRD1; DRD3; DRD4; FOS; HRH1; HRH4; HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR3A; HTR5A; HTR6; HTR7; TH",76.0291105333649
"386",19087,"ZM-447439","9914412","YAPC","trt_cp","down",-0.3284485,5.313605e-05,0.0002943455,-1.047691,0,24,97,"AURKA; AURKB",-70.0484519026235
"387",19118,"nefazodone","54911","YAPC","trt_cp","up",0.3254001,6.288419e-05,0.0003337608,1.047407,-0.6210261,24,97,"ADRA1A; ADRA1B; CYP3A4; CYP3A5; CYP3A7; KCNH2; SLC6A2; SLC6A3; SLC6A4",74.9133380603482
"388",19224,"basimglurant",NA,"YAPC","trt_cp","up",0.3250605,6.288419e-05,0.0003337608,1.046314,0.8327204,24,97,NA,79.8954147955566
"389",19241,"GNF-2","5311510","YAPC","trt_cp","down",-0.3279581,5.313605e-05,0.0002943455,-1.046127,0,24,97,NA,-75.8173796580792
"390",19309,"umeclidinium",NA,"YAPC","trt_cp","down",-0.3277441,5.313605e-05,0.0002943455,-1.045444,-0.8730416,24,97,"CHRM4; CHRM5",-74.0792168911999
"391",19318,"BRD-K26619122",NA,"YAPC","trt_cp","down",-0.3277115,5.313605e-05,0.0002943455,-1.04534,0,24,97,NA,-64.5040573544473
"392",19336,"GDC-0879","11717001","YAPC","trt_cp","down",-0.3276471,5.313605e-05,0.0002943455,-1.045135,0,24,97,"BRAF; RAF1",-65.9113290790199
"393",19362,"molindone","23897","YAPC","trt_cp","down",-0.3275862,5.313605e-05,0.0002943455,-1.044941,-0.9590094,24,97,"CHRM1; HRH1",-66.6381076183723
"394",19495,"penfluridol","33630","YAPC","trt_cp","up",0.3241772,6.710548e-05,0.0003507391,1.04347,0.7198159,24,97,"CACNA1G; DRD1",81.1421649728197
"395",19545,"MK-0752",NA,"YAPC","trt_cp","up",0.3240165,6.710548e-05,0.0003507391,1.042953,0.5003898,24,97,NA,68.3821791538643
"396",19576,"AZD-7687",NA,"YAPC","trt_cp","up",0.3238899,6.710548e-05,0.0003507391,1.042546,0,24,97,NA,73.6311352714094
"397",19625,"proglumide","23677833","YAPC","trt_cp","up",0.3237034,6.710548e-05,0.0003507391,1.041945,0,24,97,"PPY",81.5154021901836
"398",19657,"rabeprazole","5029","YAPC","trt_cp","up",0.3235866,6.710548e-05,0.0003507391,1.041569,0.9739491,24,97,"ATP4A; ATP4B; CTDSP1",74.8444024265343
"399",19662,"lacitol",NA,"YAPC","trt_cp","up",0.323572,6.710548e-05,0.0003507391,1.041522,0.03003099,24,97,NA,74.0713385330497
"400",19700,"doxepin","3158","YAPC","trt_cp","down",-0.3263237,5.940271e-05,0.0003197958,-1.040913,0.757743,24,97,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; CHRM1; CHRM4; CHRM5; HRH1; HRH2; HRH4; HTR2B; HTR6; KCNH2; SLC6A2; SLC6A3; SLC6A4",-69.304931852202
"401",19719,"irbesartan","3749","YAPC","trt_cp","up",0.3233316,7.195779e-05,0.0003708889,1.040749,0,24,97,"AGTR1; CCL2; CYBA; CYP2C9; JUN; SLC10A1",73.4282675490428
"402",19761,"fenobam","162834","YAPC","trt_cp","up",0.3231893,7.195779e-05,0.0003708889,1.04029,0,24,97,"GRM5",72.8078468447176
"403",19856,"CI-976",NA,"YAPC","trt_cp","down",-0.3257628,5.940271e-05,0.0003197958,-1.039124,0.8089558,24,97,NA,-68.7504923973844
"404",19865,"phenprocoumon",NA,"YAPC","trt_cp","down",-0.325736,5.940271e-05,0.0003197958,-1.039039,-0.0159404,24,97,"CYP2C9; RP11-196G11.1; VKORC1",-73.7010556999921
"405",19867,"cefoperazone",NA,"YAPC","trt_cp","up",0.3227952,7.195779e-05,0.0003708889,1.039022,0,24,97,NA,64.1662727487592
"406",19879,"cyanocobalamin","73707516","YAPC","trt_cp","down",-0.325686,5.940271e-05,0.0003197958,-1.038879,0,24,97,"MMAA; MMACHC; MTHFR; MTR; MTRR; MUT",-67.7381233750886
"407",19911,"flutrimazole",NA,"YAPC","trt_cp","down",-0.3255107,5.940271e-05,0.0003197958,-1.03832,0,24,97,NA,-72.3981722209092
"408",19924,"volasertib",NA,"YAPC","trt_cp","down",-0.3254825,6.288419e-05,0.0003337608,-1.03823,0,24,97,"PLK1",-82.9571417316631
"409",20057,"sulpiride","4018928","YAPC","trt_cp","down",-0.3250124,6.288419e-05,0.0003337608,-1.036731,-1.035005,24,97,"CA1; CA12; CA3; CA6; CA7; DRD3",-68.2443078862365
"410",20073,"CGP-60474","644215","YAPC","trt_cp","down",-0.3249592,6.288419e-05,0.0003337608,-1.036561,-1.064544,24,97,"CDK1; CDK2",-64.1052154730954
"411",20161,"reboxetine","3022645","YAPC","trt_cp","down",-0.3246137,6.288419e-05,0.0003337608,-1.035459,-0.7392656,24,97,"SLC6A2",-68.4067990230836
"412",20214,"BRD-A47364545",NA,"YAPC","trt_cp","down",-0.3243915,6.710548e-05,0.0003507391,-1.03475,0,24,97,NA,-71.2991412589616
"413",20255,"trametinib","11707110","YAPC","trt_cp","up",0.3213398,8.285917e-05,0.000415622,1.034337,0,24,97,"MAP2K1; MAP2K2",76.0566847868904
"414",20288,"rolipram","5092","YAPC","trt_cp","down",-0.3241028,6.710548e-05,0.0003507391,-1.033829,0,24,97,"PDE4A; PDE4B; PDE4C; PDE4D; PDE5A",-83.4111321200662
"415",20293,"AS-605240","10377751","YAPC","trt_cp","up",0.3211703,8.285917e-05,0.000415622,1.033791,0,24,97,"MAOB; PIK3CA; PIK3CB; PIK3CD; PIK3CG",63.3144252737729
"416",20360,"BRD-A39415247",NA,"YAPC","trt_cp","down",-0.3238287,6.710548e-05,0.0003507391,-1.032955,-0.5610462,24,97,NA,-71.1327109430395
"417",20407,"ecabet",NA,"YAPC","trt_cp","up",0.3207657,8.285917e-05,0.000415622,1.032489,0.9995874,24,97,"NOXO1",74.5725990703537
"418",20417,"moracizine","34633","YAPC","trt_cp","down",-0.3236366,6.710548e-05,0.0003507391,-1.032342,-1.028967,24,97,"SCN5A",-68.3083195462066
"419",20441,"lomeguatrib",NA,"YAPC","trt_cp","up",0.320654,8.285917e-05,0.000415622,1.03213,0,24,97,"MGMT",72.9447333175766
"420",20474,"diclofenac","3033","YAPC","trt_cp","up",0.3205157,8.285917e-05,0.000415622,1.031685,0,24,97,"AKR1C3; ALOX5; ASIC1; ASIC3; CYP2C8; CYP2C9; KCNQ2; KCNQ3; LTF; PLA2G2A; PPARG; SCN4A; TF; TNF; ZADH2",73.6498463720161
"421",20486,"naproxen","1302","YAPC","trt_cp","up",0.3204918,8.91911e-05,0.0004412796,1.031608,0,24,97,"AKR1C2; AKR1C3; CYP2C9; LTF; PNLIP; TF",69.3896242023162
"422",20557,"SN-38","4014291","YAPC","trt_cp","down",-0.3232042,7.195779e-05,0.0003708889,-1.030963,-1.090447,24,97,"TOP1",-77.1695028756007
"423",20588,"gemifloxacin",NA,"YAPC","trt_cp","up",0.3201561,8.91911e-05,0.0004412796,1.030527,0.03842637,24,97,"TOP2A",71.721618214764
"424",20615,"darunavir",NA,"YAPC","trt_cp","up",0.3200577,8.91911e-05,0.0004412796,1.03021,0.9424349,24,97,NA,74.172772394233
"425",20644,"DMP-777",NA,"YAPC","trt_cp","up",0.3199708,8.91911e-05,0.0004412796,1.029931,0,24,97,NA,75.8715433703616
"426",20657,"carbamazepine","2554","YAPC","trt_cp","down",-0.322852,7.195779e-05,0.0003708889,-1.029839,0,24,97,"ABCB1; CHRNA4; CHRNB2; CYP1A2; CYP2B6; CYP3A4; EPHX1; HDAC3; IMPA1; NR1I2; SCN10A; SCN11A; SCN1A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A; SHBG",-62.3168281730087
"427",20672,"etofylline-clofibrate",NA,"YAPC","trt_cp","down",-0.3227883,7.195779e-05,0.0003708889,-1.029636,0,24,97,NA,-73.2332781848263
"428",20699,"PS-178990",NA,"YAPC","trt_cp","down",-0.3226925,7.195779e-05,0.0003708889,-1.02933,0.8849898,24,97,NA,-71.3011108484992
"429",20701,"SR-2640",NA,"YAPC","trt_cp","down",-0.3226749,7.195779e-05,0.0003708889,-1.029274,0.9062112,24,97,NA,-68.7199637595525
"430",20760,"riociguat",NA,"YAPC","trt_cp","down",-0.3224545,7.741936e-05,0.0003937232,-1.028571,-1.077995,24,97,"GUCY1A2",-69.2054675805562
"431",20823,"daunorubicin","2958","YAPC","trt_cp","down",-0.3221949,7.741936e-05,0.0003937232,-1.027743,-1.044759,24,97,"ABCB1; ABCG2; DCXR; TOP2A; TOP2B",-64.3780036240447
"432",20829,"darifenacin","444031","YAPC","trt_cp","up",0.3192697,9.604526e-05,0.0004696307,1.027674,0.9659659,24,97,"CHRM4; CHRM5",73.0481367682975
"433",20833,"pralatrexate",NA,"YAPC","trt_cp","up",0.3192428,9.604526e-05,0.0004696307,1.027587,0,24,97,"DHFR; PDF; TYMS",75.3761916016702
"434",20877,"BMS-777607","24794418","YAPC","trt_cp","down",-0.3219973,7.741936e-05,0.0003937232,-1.027113,0.8419264,24,97,NA,-65.1156149058536
"435",20904,"ranolazine","56959","YAPC","trt_cp","up",0.3189497,9.604526e-05,0.0004696307,1.026644,0.7378982,24,97,"SCN10A; SCN5A; SCN9A; SLC22A2",74.9113684708107
"436",20959,"nefiracetam",NA,"YAPC","trt_cp","up",0.318751,9.604526e-05,0.0004696307,1.026004,0,24,97,NA,67.0871740329315
"437",20991,"KW-2449",NA,"YAPC","trt_cp","down",-0.3215652,7.741936e-05,0.0003937232,-1.025734,0,24,97,"AAK1; ANKK1; AURKC; BMP2K; CLK1; CLK2; CLK4; DCLK3; GRK4; IRAK1; MAP3K12; MAP3K19; MAP3K2; MAP3K7; MAP4K1; MAP4K2; MAP4K4; MAPK10; MINK1; MYLK2; MYLK3; NUAK2; PIP5K1A; PLK4; RIOK1; RIOK3; RIPK1; SLK; SRPK1; SRPK2; STK10; STK16; STK17A; STK17B; TNIK; ULK1; YES1",-64.5759473725676
"438",21024,"ilomastat","132519","YAPC","trt_cp","down",-0.3214441,8.285917e-05,0.000415622,-1.025348,0,24,97,"ACAN; ADAM28; MMP1; MMP12; MMP13; MMP14; MMP2; MMP3; MMP8; MMP9",-68.1753722524226
"439",21208,"mocetinostat","9865515","YAPC","trt_cp","down",-0.3208086,8.285917e-05,0.000415622,-1.023321,0,24,97,"HDAC1; HDAC11; HDAC2; HDAC3",-79.8885212321752
"440",21283,"risperidone","5073","YAPC","trt_cp","down",-0.3205645,8.285917e-05,0.000415622,-1.022542,-1.015587,24,97,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; CYP3A5; DRD1; DRD3; DRD4; HRH1; HTR1B; HTR1D; HTR1E; HTR1F; HTR6; HTR7",-64.1515008272276
"441",21285,"econazole","3198","YAPC","trt_cp","up",0.3176713,0.0001032693,0.0004979052,1.022529,0,24,97,"CYP51A1; NPY1R; NPY2R; NR1I2; TRPM2; TRPV5",77.3221460647601
"442",21436,"CYT-387",NA,"YAPC","trt_cp","down",-0.3200024,8.91911e-05,0.0004412796,-1.020749,-0.3258009,24,97,NA,-77.4718348696132
"443",21437,"amitifadine",NA,"YAPC","trt_cp","up",0.3171171,0.0001118425,0.0005323395,1.020745,0.03130054,24,97,"SLC6A2; SLC6A4",69.9371700937525
"444",21482,"zofenopril-calcium",NA,"YAPC","trt_cp","down",-0.3198477,8.91911e-05,0.0004412796,-1.020256,-0.8964484,24,97,NA,-72.2691641062003
"445",21573,"ginkgolide-b",NA,"YAPC","trt_cp","up",0.3166433,0.0001118425,0.0005323395,1.01922,0.6047598,24,97,NA,67.719412274482
"446",21626,"exalamide",NA,"YAPC","trt_cp","up",0.3165045,0.0001118425,0.0005323395,1.018773,0.6665693,24,97,NA,69.5678720554636
"447",21662,"oncrasin-1",NA,"YAPC","trt_cp","up",0.3163958,0.0001218082,0.0005723159,1.018423,0,24,97,NA,65.2190183565745
"448",21664,"propafenone","4932","YAPC","trt_cp","up",0.3163947,0.0001218082,0.0005723159,1.01842,0.2849637,24,97,"ADRB1; ADRB2; KCNA5; KCNH2; KCNK2; KCNK3; SCN10A; SCN11A; SCN1A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A",66.8951390530214
"449",21667,"JWE-035","57340671","YAPC","trt_cp","down",-0.3192669,9.604526e-05,0.0004696307,-1.018403,-0.635413,24,97,"AURKA",-67.0970219806192
"450",21669,"chlortalidone",NA,"YAPC","trt_cp","up",0.3163821,0.0001218082,0.0005723159,1.018379,0.04119438,24,97,"CA1; CA12; CA14; CA4; CA7; SLC12A1",64.9905459702198
"451",21825,"mepacrine","237","YAPC","trt_cp","down",-0.318744,9.604526e-05,0.0004696307,-1.016735,-0.04016999,24,97,"AKT1; MTOR; NFKB1; PLA2G1B; PLA2G2A; PLA2G2D; PLA2G4A; PLA2G6; PLCL1; TP53",-70.05928464508
"452",21866,"bretazenil",NA,"YAPC","trt_cp","down",-0.3186349,9.604526e-05,0.0004696307,-1.016387,1.020117,24,97,"GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRP; GABRR1; GABRR2",-72.343023713858
"453",21921,"C-646",NA,"YAPC","trt_cp","up",0.3155624,0.0001218082,0.0005723159,1.015741,0,24,97,NA,69.4280311982983
"454",22032,"aclidinium",NA,"YAPC","trt_cp","down",-0.3180776,0.0001032693,0.0004979052,-1.01461,-0.5342399,24,97,"CHRM4; CHRM5",-65.8236823445994
"455",22103,"carbachol","5831","YAPC","trt_cp","up",0.3149946,0.0001317086,0.0006112254,1.013913,-0.03506176,24,97,"ADCY10; CALM1; PLCB1; PPP1CB; SEC23IP; TH",68.2994563932876
"456",22178,"PF-04136309",NA,"YAPC","trt_cp","up",0.3147124,0.0001317086,0.0006112254,1.013005,-0.8345176,24,97,NA,63.1381470101631
"457",22179,"tadalafil","110635","YAPC","trt_cp","up",0.3147106,0.0001317086,0.0006112254,1.012999,0.861865,24,97,"PDE11A; PDE5A",72.364689198771
"458",22180,"altretamine","2123","YAPC","trt_cp","up",0.3147009,0.0001317086,0.0006112254,1.012968,0,24,97,NA,69.7914204679745
"459",22301,"troglitazone","5591","YAPC","trt_cp","down",-0.3171701,0.0001118425,0.0005323395,-1.011715,0.8009573,24,97,"ABCB11; ACSL4; AKR1B1; CCL2; CCND1; CD36; CYP3A4; ESRRA; ESRRG; FABP4; IL8; INS; IRS1; JUN; LEP; LPL; MAPK3; PPARA; PPARD; PPARG; PPARGC1A; SERPINE1; SLC29A1; SLC2A1; SLC2A4; TNF; TRPM3; UCP2",-74.7006223902939
"460",22308,"nizofenone",NA,"YAPC","trt_cp","down",-0.3171565,0.0001118425,0.0005323395,-1.011672,0,24,97,NA,-60.8849365792169
"461",22505,"nocodazole","4122","YAPC","trt_cp","up",0.3136632,0.0001429147,0.0006550271,1.009627,0,24,97,"HPGDS",77.7731820688569
"462",22768,"benzbromarone","2333","YAPC","trt_cp","down",-0.3157221,0.0001218082,0.0005723159,-1.007096,0,24,97,"ABCC1; CYP2C9; SLC22A12",-68.8863940754747
"463",22769,"pinaverium",NA,"YAPC","trt_cp","down",-0.3157217,0.0001218082,0.0005723159,-1.007095,0,24,97,"CACNA1S",-58.1088001260537
"464",22907,"metixene","4167","YAPC","trt_cp","up",0.3123948,0.0001678072,0.0007504213,1.005545,0.5895609,24,97,"CHRM1; CHRM4; CHRM5",72.80587725518
"465",23006,"AZD-8931",NA,"YAPC","trt_cp","up",0.3120447,0.0001678072,0.0007504213,1.004418,0.03146776,24,97,NA,69.4536358622863
"466",23064,"DMP-543","9887884","YAPC","trt_cp","up",0.3118526,0.0001678072,0.0007504213,1.003799,0,24,97,NA,70.0110297014102
"467",23139,"metoclopramide","4168","YAPC","trt_cp","up",0.3115988,0.0001678072,0.0007504213,1.002983,0.7112282,24,97,"ACHE; CHRM1; HTR3A; HTR3B; HTR4",59.1920743717009
"468",23169,"levocabastine","54385","YAPC","trt_cp","up",0.3115014,0.0001678072,0.0007504213,1.002669,0.03846454,24,97,"HRH1; NTSR2",71.0273379027811
"469",23170,"ercalcitriol",NA,"YAPC","trt_cp","up",0.3114951,0.0001828646,0.0008070235,1.002649,0.9958381,24,97,NA,68.1074214133775
"470",23195,"ALX-5407","6604909","YAPC","trt_cp","up",0.311382,0.0001828646,0.0008070235,1.002285,0,24,97,"SLC6A9",62.80430158355
"471",23355,"RG-7388",NA,"YAPC","trt_cp","down",-0.3136652,0.0001429147,0.0006550271,-1.000535,0.02555697,24,97,NA,-67.1098243126133
"472",23421,"XBD-173",NA,"YAPC","trt_cp","down",-0.3134938,0.000155448,0.0007037365,-0.9999881,0,24,97,NA,-57.8921452769243
"473",23443,"armodafinil",NA,"YAPC","trt_cp","up",0.3106121,0.0001828646,0.0008070235,0.9998066,1.164537,24,97,"SLC6A3",64.6626093122193
"474",23476,"avagacestat",NA,"YAPC","trt_cp","down",-0.3133462,0.000155448,0.0007037365,-0.9995175,0.9538574,24,97,NA,-59.1625305286378
"475",23493,"AGI-5198",NA,"YAPC","trt_cp","up",0.3104616,0.0002002067,0.0008727854,0.9993222,0.6514209,24,97,NA,69.3374300795714
"476",23522,"colforsin-daproate",NA,"YAPC","trt_cp","up",0.3103389,0.0002002067,0.0008727854,0.9989271,0.02662477,24,97,NA,76.2585677144883
"477",23528,"avanafil",NA,"YAPC","trt_cp","up",0.3103256,0.0002002067,0.0008727854,0.9988844,0.6163313,24,97,"PDE5A",66.4490270227685
"478",23605,"oglemilast",NA,"YAPC","trt_cp","up",0.3100352,0.0002002067,0.0008727854,0.9979498,0.9466921,24,97,NA,62.6004490664146
"479",23653,"felodipine","3333","YAPC","trt_cp","up",0.3098489,0.0002002067,0.0008727854,0.99735,0.6098187,24,97,"CACNA1C; CACNA1D; CACNA1H; CACNA1S; CACNA2D1; CACNA2D2; CACNB2; CALM1; CALM2; CALM3; CFTR; NR3C2; PDE1A; PDE1B; TNNC1; TNNC2",68.7957929567478
"480",23755,"urapidil","5639","YAPC","trt_cp","down",-0.3123106,0.0001678072,0.0007504213,-0.9962139,-0.3337459,24,97,"TNF",-58.3697707397778
"481",23857,"ataluren","11219835","YAPC","trt_cp","down",-0.3119834,0.0001678072,0.0007504213,-0.9951704,0.2839362,24,97,"CFTR; DMD; F8; F9",-57.9325218624439
"482",23909,"doxapram","3156","YAPC","trt_cp","down",-0.3118126,0.0001678072,0.0007504213,-0.9946255,0,24,97,"KCNK3; KCNK9",-65.5863468053258
"483",23937,"cefepime","73707457","YAPC","trt_cp","down",-0.3117109,0.0001678072,0.0007504213,-0.9943012,0,24,97,NA,-60.7441109272828
"484",23959,"furosemide","3440","YAPC","trt_cp","up",0.3088333,0.0002197465,0.0009459067,0.9940809,0,24,97,"ATP1A1; BSND; SERPINA7; SERPINE1; SLC12A1; SLC12A2; SLC12A4",66.8724887733396
"485",23979,"levamisole",NA,"YAPC","trt_cp","up",0.3087833,0.0002197465,0.0009459067,0.99392,0,24,97,"ALPG; ALPL; ALPPL2; CHRNA3",63.5517608130466
"486",24017,"LY-2874455",NA,"YAPC","trt_cp","down",-0.3114199,0.0001828646,0.0008070235,-0.9933729,-0.8930666,24,97,NA,-76.9774678956905
"487",24026,"linopirdine","3932","YAPC","trt_cp","up",0.3085659,0.0002197465,0.0009459067,0.9932202,0.6809954,24,97,"KCNQ2; KCNQ3; KCNQ4; KCNQ5",66.9483179705349
"488",24135,"fexofenadine","3348","YAPC","trt_cp","up",0.308209,0.000240222,0.0010223,0.9920714,0,24,97,"ABCB1; ABCG2; HRH1; SLCO1A2",69.1453950996612
"489",24222,"LGX-818",NA,"YAPC","trt_cp","up",0.3078943,0.000240222,0.0010223,0.9910586,0.03022566,24,97,NA,78.9421334593871
"490",24408,"anisodamine",NA,"YAPC","trt_cp","down",-0.3101141,0.0002002067,0.0008727854,-0.9892077,-0.7926702,24,97,NA,-64.8349483967541
"491",24443,"disopyramide","3114","YAPC","trt_cp","up",0.3072118,0.0002625904,0.001104302,0.9888616,0.9894815,24,97,"CHRM1; KCND2; KCND3; KCNH2; ORM2; SCN5A",70.5369101079335
"492",24515,"gimeracil",NA,"YAPC","trt_cp","up",0.3070135,0.0002625904,0.001104302,0.9882234,0.823451,24,97,"DPYD",66.0314740408099
"493",24569,"GSK-1070916","46885626","YAPC","trt_cp","down",-0.3096093,0.0002002067,0.0008727854,-0.9875974,0,24,97,"AURKA; AURKB; AURKC; CYP2D6; CYP3A4",-69.7589222406051
"494",24610,"perampanel",NA,"YAPC","trt_cp","down",-0.3094675,0.0002197465,0.0009459067,-0.9871449,-0.2348685,24,97,"GRIA1",-81.3184432364295
"495",24723,"epirubicin","32875","YAPC","trt_cp","down",-0.309074,0.0002197465,0.0009459067,-0.9858897,-1.08873,24,97,"CHD1; TOP2A",-57.7503348302214
"496",24741,"anamorelin",NA,"YAPC","trt_cp","up",0.3061881,0.0002884622,0.001197972,0.9855663,0.8206934,24,97,NA,68.058181674939
"497",24773,"secnidazole","71815","YAPC","trt_cp","up",0.3060402,0.0002884622,0.001197972,0.9850904,0,24,97,NA,62.1986528007563
"498",24788,"azelastine","54360","YAPC","trt_cp","up",0.3060032,0.0002884622,0.001197972,0.9849714,0.968346,24,97,"HRH1; ICAM1",70.4029780193808
"499",24829,"imiquimod","57469","YAPC","trt_cp","up",0.3058527,0.0002884622,0.001197972,0.9844869,0,24,97,"IFNA5; IFNA6; IFNA8; IL6; IL8; MX1; TLR7; TLR8; TNF",68.2797604979122
"500",24835,"balsalazide","6335412","YAPC","trt_cp","up",0.3058395,0.0002884622,0.001197972,0.9844443,0.9848344,24,97,"ALOX5; PPARG",64.87827936658
"501",24922,"BRD-K29983336",NA,"YAPC","trt_cp","down",-0.3082663,0.000240222,0.0010223,-0.9833133,0.8213421,24,97,NA,-64.2933112739305
"502",24934,"felbinac","3332","YAPC","trt_cp","down",-0.3082353,0.000240222,0.0010223,-0.9832145,1.022645,24,97,"CTSL",-60.7835027180336
"503",24981,"PHA-767491",NA,"YAPC","trt_cp","down",-0.3080622,0.000240222,0.0010223,-0.9826625,-0.9299586,24,97,NA,-57.8842669187741
"504",25021,"almitrine",NA,"YAPC","trt_cp","down",-0.3079287,0.000240222,0.0010223,-0.9822364,-0.4415767,24,97,"ATP1A1",-62.135625935555
"505",25026,"gemfibrozil","3463","YAPC","trt_cp","up",0.3051386,0.0003167709,0.001301063,0.9821884,0.7351465,24,97,"APOA1; APOA2; APOB; APOE; CETP; CYP2C8; CYP2C9; LIPC; LPL; PPARA; SERPINE1; SLCO1B1; SLCO1B3; SLCO2B1",67.6248719766801
"506",25032,"ambrisentan","197712","YAPC","trt_cp","down",-0.3078853,0.000240222,0.0010223,-0.9820981,0,24,97,"EDNRA; EDNRB",-62.7255180020484
"507",25202,"piclamilast",NA,"YAPC","trt_cp","down",-0.3072651,0.0002625904,0.001104302,-0.9801198,-0.7892004,24,97,"PDE4A; PDE4B; PDE4C; PDE4D",-66.6006854171591
"508",25226,"BRD-K01815685",NA,"YAPC","trt_cp","up",0.3044288,0.0003476908,0.001412011,0.9799035,0.2434665,24,97,NA,58.3037894902702
"509",25248,"ketotifen","3827","YAPC","trt_cp","up",0.3043667,0.0003476908,0.001412011,0.9797036,0,24,97,"HRH1; PDE4A; PDE4B; PDE4C; PDE4D; PDE7A; PDE7B; PDE8A; PDE8B; PGD",60.8918301425983
"510",25321,"saquinavir","441243","YAPC","trt_cp","up",0.3041198,0.0003476908,0.001412011,0.9789091,0,24,97,"CYP3A4; CYP3A5",58.1570550697235
"511",25349,"rivaroxaban","9875401","YAPC","trt_cp","up",0.3039963,0.0003476908,0.001412011,0.9785115,0,24,97,"CYP2J2; CYP3A5; F10",63.9791617426928
"512",25414,"RITA","374536","YAPC","trt_cp","up",0.3037501,0.0003476908,0.001412011,0.977719,-0.9904055,24,97,"MDM2; TXNRD1; TXNRD2",67.7016859686441
"513",25455,"norfloxacin","4539","YAPC","trt_cp","up",0.3036302,0.0003476908,0.001412011,0.9773331,-0.7995451,24,97,"TOP2A",58.9084534782951
"514",25527,"altrenogest","10041070","YAPC","trt_cp","down",-0.3061198,0.0002884622,0.001197972,-0.9764666,0,24,97,"PGR",-61.4383912392657
"515",25576,"tacedinaline","2746","YAPC","trt_cp","down",-0.3059876,0.0002884622,0.001197972,-0.9760448,0,24,97,"HDAC1",-76.696801386591
"516",25593,"FK-888","107967","YAPC","trt_cp","down",-0.305934,0.0002884622,0.001197972,-0.9758739,0.5434895,24,97,"TACR1; TACR2",-67.4899550933585
"517",25603,"clomethiazole","10783","YAPC","trt_cp","up",0.3031471,0.0003810695,0.001529459,0.9757779,0.8988194,24,97,NA,68.2236271960923
"518",25622,"AT-7519","11338033","YAPC","trt_cp","down",-0.3058504,0.0002884622,0.001197972,-0.9756071,-0.9837113,24,97,"CDK1; CDK2; CDK4; CDK5; CDK6; CDK9",-60.3866304262192
"519",25630,"BRD-K26011976",NA,"YAPC","trt_cp","up",0.303075,0.0003810695,0.001529459,0.9755458,-0.283255,24,97,NA,68.6510281257386
"520",25633,"CB-10-277",NA,"YAPC","trt_cp","up",0.3030701,0.0003810695,0.001529459,0.9755302,0.5895197,24,97,NA,58.0516820294651
"521",25663,"tosedostat","15547703","YAPC","trt_cp","up",0.3029572,0.0003810695,0.001529459,0.9751669,0.8992683,24,97,"LTA4H; NPEPPS",71.4803434964153
"522",25670,"sulbutiamine",NA,"YAPC","trt_cp","down",-0.3056956,0.0002884622,0.001197972,-0.9751133,0.9026278,24,97,NA,-62.9530055936343
"523",25701,"BRD-A04553218",NA,"YAPC","trt_cp","up",0.3028539,0.0003810695,0.001529459,0.9748341,0.8905807,24,97,NA,66.6656818718979
"524",25737,"chlormezanone","2717","YAPC","trt_cp","up",0.3027308,0.0003810695,0.001529459,0.9744381,-0.03344966,24,97,"TSPO",60.9282675490428
"525",25740,"nepafenac",NA,"YAPC","trt_cp","up",0.3027248,0.0003810695,0.001529459,0.9744186,0,24,97,NA,59.132001890806
"526",25799,"chelerythrine",NA,"YAPC","trt_cp","up",0.3025114,0.0003810695,0.001529459,0.9737319,0,24,97,NA,62.5354526116757
"527",25856,"RG-4733",NA,"YAPC","trt_cp","down",-0.3050667,0.0003167709,0.001301063,-0.9731073,0,24,97,NA,-68.8410935161112
"528",25869,"BRD-K82225283",NA,"YAPC","trt_cp","down",-0.3050076,0.0003167709,0.001301063,-0.9729188,0,24,97,NA,NA
"529",25911,"nelfinavir","73707414","YAPC","trt_cp","up",0.3020944,0.0004167111,0.001654332,0.9723896,0,24,97,"CYP3A5; CYP3A7",56.3026865201292
"530",25913,"tesaglitazar",NA,"YAPC","trt_cp","down",-0.3048409,0.0003167709,0.001301063,-0.972387,-0.4928529,24,97,"PPARA; PPARG",-61.2168124162924
