"","go","cluster","parent","parentSimScore","score","size","term","parentTerm","tfl_drugs","deseq2_drugs","limma_drugs"
"GO:0002700","GO:0002700",4,"GO:0010628",0.55,0,0,"regulation of production of molecular mediator of immune response","positive regulation of gene expression",TRUE,FALSE,FALSE
"GO:0002577","GO:0002577",6,"GO:0050790",0.23,1,1,"regulation of antigen processing and presentation","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0002690","GO:0002690",8,"GO:0030335",0.578,14,14,"positive regulation of leukocyte chemotaxis","positive regulation of cell migration",TRUE,FALSE,FALSE
"GO:1903039","GO:1903039",1,"GO:0007165",0.274,3,3,"positive regulation of leukocyte cell-cell adhesion","signal transduction",TRUE,FALSE,FALSE
"GO:0030334","GO:0030334",8,"GO:0030335",0.789,105,105,"regulation of cell migration","positive regulation of cell migration",TRUE,FALSE,FALSE
"GO:0042269","GO:0042269",3,"GO:0045087",0.451,3,3,"regulation of natural killer cell mediated cytotoxicity","innate immune response",TRUE,FALSE,FALSE
"GO:0050728","GO:0050728",3,"GO:0045087",0.257,139,139,"negative regulation of inflammatory response","innate immune response",TRUE,FALSE,FALSE
"GO:0045055","GO:0045055",9,"GO:0016192",0.659,24,24,"regulated exocytosis","vesicle-mediated transport",TRUE,FALSE,TRUE
"GO:0002725","GO:0002725",5,"GO:0006955",0.183,8,8,"negative regulation of T cell cytokine production","immune response",TRUE,FALSE,FALSE
"GO:0006810","GO:0006810",9,"GO:0016192",0.728,21,21,"transport","vesicle-mediated transport",TRUE,FALSE,FALSE
"GO:0038093","GO:0038093",1,"GO:0007165",0.684,4,4,"Fc receptor signaling pathway","signal transduction",TRUE,FALSE,FALSE
"GO:0002833","GO:0002833",3,"GO:0045087",0.223,0,0,"positive regulation of response to biotic stimulus","innate immune response",TRUE,FALSE,FALSE
"GO:0002886","GO:0002886",5,"GO:0006955",0.206,0,0,"regulation of myeloid leukocyte mediated immunity","immune response",TRUE,FALSE,TRUE
"GO:0071622","GO:0071622",8,"GO:0030335",0.429,1,1,"regulation of granulocyte chemotaxis","positive regulation of cell migration",TRUE,FALSE,FALSE
"GO:0071219","GO:0071219",7,"GO:0006954",0.119,6,6,"cellular response to molecule of bacterial origin","inflammatory response",TRUE,FALSE,FALSE
"GO:1904141","GO:1904141",8,"GO:0030335",0.589,9,9,"positive regulation of microglial cell migration","positive regulation of cell migration",TRUE,FALSE,FALSE
"GO:0110088","GO:0110088",1,"GO:0007165",0.158,0,0,"hippocampal neuron apoptotic process","signal transduction",TRUE,FALSE,FALSE
"GO:0038145","GO:0038145",1,"GO:0007165",0.62,4,4,"macrophage colony-stimulating factor signaling pathway","signal transduction",TRUE,FALSE,FALSE
"GO:0110089","GO:0110089",1,"GO:0007165",0.275,1,1,"regulation of hippocampal neuron apoptotic process","signal transduction",TRUE,FALSE,FALSE
"GO:0030595","GO:0030595",8,"GO:0030335",0.313,13,13,"leukocyte chemotaxis","positive regulation of cell migration",TRUE,FALSE,TRUE
"GO:0065007","GO:0065007",6,"GO:0050790",0.598,0,0,"biological regulation","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0048518","GO:0048518",6,"GO:0050790",0.373,0,0,"positive regulation of biological process","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0048002","GO:0048002",11,"GO:0019886",0.528,3,3,"antigen processing and presentation of peptide antigen","antigen processing and presentation of exogenous peptide antigen via MHC class II",TRUE,FALSE,FALSE
"GO:0002715","GO:0002715",3,"GO:0045087",0.54,1,1,"regulation of natural killer cell mediated immunity","innate immune response",TRUE,FALSE,FALSE
"GO:1902531","GO:1902531",1,"GO:0007165",0.714,8,8,"regulation of intracellular signal transduction","signal transduction",TRUE,FALSE,FALSE
"GO:0002440","GO:0002440",4,"GO:0010628",0.415,0,0,"production of molecular mediator of immune response","positive regulation of gene expression",TRUE,FALSE,FALSE
"GO:0051241","GO:0051241",6,"GO:0050790",0.24,0,0,"negative regulation of multicellular organismal process","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0042113","GO:0042113",10,"GO:0042110",0.702,38,38,"B cell activation","T cell activation",TRUE,FALSE,FALSE
"GO:0007264","GO:0007264",1,"GO:0007165",0.847,99,99,"small GTPase mediated signal transduction","signal transduction",TRUE,FALSE,FALSE
"GO:1904124","GO:1904124",8,"GO:0030335",0.299,2,2,"microglial cell migration","positive regulation of cell migration",TRUE,FALSE,FALSE
"GO:1904139","GO:1904139",8,"GO:0030335",0.465,2,2,"regulation of microglial cell migration","positive regulation of cell migration",TRUE,FALSE,FALSE
"GO:0061518","GO:0061518",2,"GO:0030154",0.456,6,6,"microglial cell proliferation","cell differentiation",TRUE,FALSE,FALSE
"GO:0042063","GO:0042063",2,"GO:0030154",0.586,7,7,"gliogenesis","cell differentiation",TRUE,FALSE,FALSE
"GO:2000145","GO:2000145",8,"GO:0030335",0.711,15,15,"regulation of cell motility","positive regulation of cell migration",TRUE,FALSE,FALSE
"GO:0051234","GO:0051234",9,"GO:0016192",0.594,0,0,"establishment of localization","vesicle-mediated transport",TRUE,FALSE,FALSE
"GO:0072676","GO:0072676",8,"GO:0030335",0.342,6,6,"lymphocyte migration","positive regulation of cell migration",TRUE,FALSE,FALSE
"GO:0032944","GO:0032944",1,"GO:0007165",0.347,0,0,"regulation of mononuclear cell proliferation","signal transduction",TRUE,FALSE,FALSE
"GO:0045089","GO:0045089",3,"GO:0045087",0.554,29,29,"positive regulation of innate immune response","innate immune response",TRUE,FALSE,FALSE
"GO:0002824","GO:0002824",5,"GO:0006955",0.37,0,0,"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","immune response",TRUE,FALSE,FALSE
"GO:0002862","GO:0002862",3,"GO:0045087",0.3,23,23,"negative regulation of inflammatory response to antigenic stimulus","innate immune response",TRUE,FALSE,FALSE
"GO:0002889","GO:0002889",5,"GO:0006955",0.328,0,0,"regulation of immunoglobulin mediated immune response","immune response",TRUE,FALSE,FALSE
"GO:0002712","GO:0002712",5,"GO:0006955",0.325,0,0,"regulation of B cell mediated immunity","immune response",TRUE,FALSE,FALSE
"GO:0019882","GO:0019882",11,"GO:0019886",0.432,24,24,"antigen processing and presentation","antigen processing and presentation of exogenous peptide antigen via MHC class II",TRUE,FALSE,FALSE
"GO:0032496","GO:0032496",7,"GO:0006954",0.12,149,149,"response to lipopolysaccharide","inflammatory response",TRUE,FALSE,FALSE
"GO:0002223","GO:0002223",3,"GO:0045087",0.502,20,20,"stimulatory C-type lectin receptor signaling pathway","innate immune response",TRUE,FALSE,FALSE
"GO:1990840","GO:1990840",7,"GO:0006954",0.267,0,0,"response to lectin","inflammatory response",TRUE,FALSE,FALSE
"GO:1990858","GO:1990858",7,"GO:0006954",0.21,2,2,"cellular response to lectin","inflammatory response",TRUE,FALSE,FALSE
"GO:0051251","GO:0051251",10,"GO:0042110",0.406,2,2,"positive regulation of lymphocyte activation","T cell activation",TRUE,FALSE,FALSE
"GO:0071216","GO:0071216",7,"GO:0006954",0.218,0,0,"cellular response to biotic stimulus","inflammatory response",TRUE,FALSE,FALSE
"GO:0071677","GO:0071677",8,"GO:0030335",0.727,4,4,"positive regulation of mononuclear cell migration","positive regulation of cell migration",TRUE,FALSE,FALSE
"GO:0070663","GO:0070663",1,"GO:0007165",0.403,1,1,"regulation of leukocyte proliferation","signal transduction",TRUE,FALSE,FALSE
"GO:0002821","GO:0002821",5,"GO:0006955",0.418,7,7,"positive regulation of adaptive immune response","immune response",TRUE,FALSE,FALSE
"GO:0007162","GO:0007162",1,"GO:0007165",0.376,51,51,"negative regulation of cell adhesion","signal transduction",TRUE,FALSE,FALSE
"GO:0050793","GO:0050793",6,"GO:0050790",0.307,1,1,"regulation of developmental process","regulation of catalytic activity",TRUE,FALSE,TRUE
"GO:0043030","GO:0043030",10,"GO:0042110",0.338,11,11,"regulation of macrophage activation","T cell activation",TRUE,FALSE,FALSE
"GO:0040012","GO:0040012",6,"GO:0050790",0.307,6,6,"regulation of locomotion","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0035556","GO:0035556",1,"GO:0007165",0.915,456,456,"intracellular signal transduction","signal transduction",TRUE,FALSE,FALSE
"GO:0150076","GO:0150076",7,"GO:0006954",0.825,5,5,"neuroinflammatory response","inflammatory response",TRUE,FALSE,FALSE
"GO:0044403","GO:0044403",6,"GO:0050790",0.176,0,0,"biological process involved in symbiotic interaction","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0032640","GO:0032640",4,"GO:0010628",0.315,0,0,"tumor necrosis factor production","positive regulation of gene expression",TRUE,FALSE,FALSE
"GO:0032680","GO:0032680",4,"GO:0010628",0.468,12,12,"regulation of tumor necrosis factor production","positive regulation of gene expression",TRUE,FALSE,FALSE
"GO:0002220","GO:0002220",3,"GO:0045087",0.467,1,1,"innate immune response activating cell surface receptor signaling pathway","innate immune response",TRUE,FALSE,FALSE
"GO:0002218","GO:0002218",3,"GO:0045087",0.558,36,36,"activation of innate immune response","innate immune response",TRUE,FALSE,FALSE
"GO:2000026","GO:2000026",6,"GO:0050790",0.183,0,0,"regulation of multicellular organismal development","regulation of catalytic activity",TRUE,FALSE,TRUE
"GO:0002887","GO:0002887",5,"GO:0006955",0.165,0,0,"negative regulation of myeloid leukocyte mediated immunity","immune response",TRUE,FALSE,FALSE
"GO:0002724","GO:0002724",5,"GO:0006955",0.241,5,5,"regulation of T cell cytokine production","immune response",TRUE,FALSE,FALSE
"GO:0002369","GO:0002369",5,"GO:0006955",0.399,0,0,"T cell cytokine production","immune response",TRUE,FALSE,FALSE
"GO:0051056","GO:0051056",1,"GO:0007165",0.663,120,120,"regulation of small GTPase mediated signal transduction","signal transduction",TRUE,FALSE,FALSE
"GO:0045595","GO:0045595",6,"GO:0050790",0.183,37,37,"regulation of cell differentiation","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0045580","GO:0045580",2,"GO:0030154",0.27,13,13,"regulation of T cell differentiation","cell differentiation",TRUE,FALSE,FALSE
"GO:0051049","GO:0051049",9,"GO:0016192",0.489,3,3,"regulation of transport","vesicle-mediated transport",TRUE,FALSE,FALSE
"GO:0098883","GO:0098883",1,"GO:0007165",0.14,9,9,"synapse pruning","signal transduction",TRUE,FALSE,FALSE
"GO:0061517","GO:0061517",1,"GO:0007165",0.195,0,0,"macrophage proliferation","signal transduction",TRUE,FALSE,FALSE
"GO:0035702","GO:0035702",6,"GO:0050790",0.192,2,2,"monocyte homeostasis","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:1903555","GO:1903555",4,"GO:0010628",0.523,0,0,"regulation of tumor necrosis factor superfamily cytokine production","positive regulation of gene expression",TRUE,FALSE,FALSE
"GO:0071706","GO:0071706",4,"GO:0010628",0.357,0,0,"tumor necrosis factor superfamily cytokine production","positive regulation of gene expression",TRUE,FALSE,FALSE
"GO:0035743","GO:0035743",5,"GO:0006955",0.412,0,0,"CD4-positive, alpha-beta T cell cytokine production","immune response",TRUE,FALSE,FALSE
"GO:0032623","GO:0032623",4,"GO:0010628",0.357,0,0,"interleukin-2 production","positive regulation of gene expression",TRUE,FALSE,FALSE
"GO:0032663","GO:0032663",4,"GO:0010628",0.523,2,2,"regulation of interleukin-2 production","positive regulation of gene expression",TRUE,FALSE,FALSE
"GO:0002604","GO:0002604",6,"GO:0050790",0.186,0,0,"regulation of dendritic cell antigen processing and presentation","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0002437","GO:0002437",7,"GO:0006954",0.701,23,23,"inflammatory response to antigenic stimulus","inflammatory response",TRUE,FALSE,FALSE
"GO:0048523","GO:0048523",10,"GO:0042110",0.215,0,0,"negative regulation of cellular process","T cell activation",TRUE,FALSE,FALSE
"GO:0010759","GO:0010759",8,"GO:0030335",0.474,23,23,"positive regulation of macrophage chemotaxis","positive regulation of cell migration",TRUE,FALSE,FALSE
"GO:0006959","GO:0006959",5,"GO:0006955",0.831,62,62,"humoral immune response","immune response",TRUE,FALSE,FALSE
"GO:0002292","GO:0002292",10,"GO:0042110",0.454,1,1,"T cell differentiation involved in immune response","T cell activation",TRUE,FALSE,FALSE
"GO:0043085","GO:0043085",6,"GO:0050790",0.717,29,29,"positive regulation of catalytic activity","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0021612","GO:0021612",2,"GO:0030154",0.137,9,9,"facial nerve structural organization","cell differentiation",TRUE,FALSE,FALSE
"GO:0048731","GO:0048731",2,"GO:0030154",0.247,2,2,"system development","cell differentiation",TRUE,FALSE,FALSE
"GO:2000249","GO:2000249",1,"GO:0007165",0.296,21,21,"regulation of actin cytoskeleton reorganization","signal transduction",TRUE,FALSE,TRUE
"GO:0042221","GO:0042221",7,"GO:0006954",0.357,0,0,"response to chemical","inflammatory response",TRUE,FALSE,TRUE
"GO:0051179","GO:0051179",9,"GO:0016192",0.467,0,0,"localization","vesicle-mediated transport",TRUE,FALSE,FALSE
"GO:0036230","GO:0036230",10,"GO:0042110",0.493,0,0,"granulocyte activation","T cell activation",TRUE,FALSE,FALSE
"GO:0048519","GO:0048519",6,"GO:0050790",0.373,0,0,"negative regulation of biological process","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0051345","GO:0051345",6,"GO:0050790",0.566,5,5,"positive regulation of hydrolase activity","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0002468","GO:0002468",11,"GO:0019886",0.319,0,0,"dendritic cell antigen processing and presentation","antigen processing and presentation of exogenous peptide antigen via MHC class II",TRUE,FALSE,FALSE
"GO:0150099","GO:0150099",1,"GO:0007165",0.44,5,5,"neuron-glial cell signaling","signal transduction",FALSE,TRUE,FALSE
"GO:0007229","GO:0007229",1,"GO:0007165",0.847,115,115,"integrin-mediated signaling pathway","signal transduction",FALSE,FALSE,TRUE
"GO:0033627","GO:0033627",1,"GO:0007165",0.217,27,27,"cell adhesion mediated by integrin","signal transduction",FALSE,FALSE,TRUE
"GO:0030593","GO:0030593",8,"GO:0030335",0.253,89,89,"neutrophil chemotaxis","positive regulation of cell migration",FALSE,FALSE,TRUE
"GO:0006887","GO:0006887",9,"GO:0016192",0.703,99,99,"exocytosis","vesicle-mediated transport",FALSE,FALSE,TRUE
"GO:0002291","GO:0002291",10,"GO:0042110",0.608,4,4,"T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","T cell activation",FALSE,FALSE,TRUE
"GO:1990266","GO:1990266",8,"GO:0030335",0.312,10,10,"neutrophil migration","positive regulation of cell migration",FALSE,FALSE,TRUE
"GO:0043300","GO:0043300",9,"GO:0016192",0.358,0,0,"regulation of leukocyte degranulation","vesicle-mediated transport",FALSE,FALSE,TRUE
"GO:0032940","GO:0032940",9,"GO:0016192",0.577,10,10,"secretion by cell","vesicle-mediated transport",FALSE,FALSE,TRUE
"GO:0008360","GO:0008360",6,"GO:0050790",0.204,163,163,"regulation of cell shape","regulation of catalytic activity",FALSE,FALSE,TRUE
"GO:0008284","GO:0008284",1,"GO:0007165",0.392,591,591,"positive regulation of cell population proliferation","signal transduction",FALSE,FALSE,TRUE
"GO:0140352","GO:0140352",9,"GO:0016192",0.731,0,0,"export from cell","vesicle-mediated transport",FALSE,FALSE,TRUE
"GO:0007160","GO:0007160",1,"GO:0007165",0.188,111,111,"cell-matrix adhesion","signal transduction",FALSE,FALSE,TRUE
"GO:0018108","GO:0018108",4,"GO:0010628",0.139,141,141,"peptidyl-tyrosine phosphorylation","positive regulation of gene expression",FALSE,FALSE,TRUE
"GO:0018212","GO:0018212",4,"GO:0010628",0.167,0,0,"peptidyl-tyrosine modification","positive regulation of gene expression",FALSE,FALSE,TRUE
"GO:0007015","GO:0007015",1,"GO:0007165",0.155,138,138,"actin filament organization","signal transduction",FALSE,FALSE,TRUE
"GO:0045123","GO:0045123",8,"GO:0030335",0.383,3,3,"cellular extravasation","positive regulation of cell migration",FALSE,FALSE,TRUE
"GO:0051649","GO:0051649",9,"GO:0016192",0.543,8,8,"establishment of localization in cell","vesicle-mediated transport",FALSE,FALSE,TRUE
"GO:0048872","GO:0048872",6,"GO:0050790",0.267,16,16,"homeostasis of number of cells","regulation of catalytic activity",FALSE,FALSE,TRUE
"GO:0046903","GO:0046903",9,"GO:0016192",0.584,7,7,"secretion","vesicle-mediated transport",FALSE,FALSE,TRUE
