"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"118","hsa04114","Oocyte meiosis","6/41","871/20464",0.00735474595675156,0.016143044091514,0.00662648832856296,"bi-2536/dasatinib/ly-294002/nifedipine/spironolactone/erlotinib",6
"119","hsa05145","Toxoplasmosis","7/41","1175/20464",0.00817227509841005,0.0177867163906572,0.00730119225952601,"pi-103/dasatinib/ly-294002/vandetanib/obatoclax/pentoxifylline/as-605240",7
"120","hsa04260","Cardiac muscle contraction","4/41","401/20464",0.00830330270775728,0.0179212950109095,0.00735643485511829,"nifedipine/spironolactone/gabapentin/icosapent",4
"121","hsa00562","Inositol phosphate metabolism","3/41","212/20464",0.00874821403971852,0.0187255160023727,0.00768655605055738,"pi-103/ly-294002/as-605240",3
"122","hsa04750","Inflammatory mediator regulation of TRP channels","7/41","1195/20464",0.00893147931786507,0.0189610913387463,0.00778325635120252,"thioridazine/pi-103/dasatinib/ly-294002/nifedipine/as-605240/icosapent",7
"123","hsa04922","Glucagon signaling pathway","6/41","910/20464",0.00903731024104748,0.0190297833531,0.00781145343898841,"piceatannol/dasatinib/ly-294002/nifedipine/vandetanib/icosapent",6
"124","hsa05135","Yersinia infection","7/41","1203/20464",0.00924940413506977,0.0193193199272828,0.00793030405468631,"piceatannol/pi-103/dasatinib/ly-294002/vandetanib/pentoxifylline/as-605240",7
"125","hsa04923","Regulation of lipolysis in adipocytes","5/41","654/20464",0.00950990379418298,0.0197045206615471,0.00808842343757879,"pi-103/ly-294002/pentoxifylline/as-605240/gabapentin",5
"126","hsa05166","Human T-cell leukemia virus 1 infection","8/41","1523/20464",0.00967969553033043,0.019897151923457,0.00816749581088867,"fludarabine/pi-103/dasatinib/ly-294002/obatoclax/pentoxifylline/as-605240/pamidronate",8
"127","hsa05415","Diabetic cardiomyopathy","8/41","1542/20464",0.010394781245827,0.0211988058477889,0.00870180609886885,"rucaparib/piceatannol/pi-103/dasatinib/ly-294002/ku-0063794/as-605240/icosapent",8
"128","hsa05418","Fluid shear stress and atherosclerosis","8/41","1559/20464",0.0110677279466468,0.0223948557670432,0.00919276745568528,"pi-103/dasatinib/ly-294002/nifedipine/vandetanib/obatoclax/pentoxifylline/as-605240",8
"129","hsa04380","Osteoclast differentiation","7/41","1250/20464",0.0112896345594828,0.0226667856659383,0.00930439078341707,"pi-103/dasatinib/ly-294002/vandetanib/pentoxifylline/as-605240/icosapent",7
"130","hsa04270","Vascular smooth muscle contraction","7/41","1253/20464",0.0114302275147758,0.0227725302025149,0.00934779740074783,"thioridazine/az-628/vemurafenib/ly-294002/nifedipine/spironolactone/pentoxifylline",7
"131","hsa04932","Non-alcoholic fatty liver disease","7/41","1260/20464",0.0117632795798147,0.023257171077649,0.00954673553685245,"fludarabine/pi-103/dasatinib/ly-294002/pentoxifylline/as-605240/icosapent",7
"132","hsa04960","Aldosterone-regulated sodium reabsorption","4/41","453/20464",0.012574163337499,0.0246720326091836,0.0101275159257368,"pi-103/ly-294002/spironolactone/as-605240",4
"133","hsa04670","Leukocyte transendothelial migration","5/41","707/20464",0.0130096244219817,0.0253345317691223,0.0103994623396925,"pi-103/dasatinib/ly-294002/pentoxifylline/as-605240",5
"134","hsa04920","Adipocytokine signaling pathway","5/41","718/20464",0.0138327987357745,0.0267365288997433,0.0109749620763019,"pi-103/ly-294002/ku-0063794/pentoxifylline/icosapent",5
"135","hsa05222","Small cell lung cancer","5/41","720/20464",0.0139861844926009,0.0268327539524713,0.0110144610818923,"fludarabine/pi-103/ly-294002/obatoclax/as-605240",5
"136","hsa04917","Prolactin signaling pathway","6/41","1009/20464",0.0145349981179872,0.0276806214158727,0.0113624985287671,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/as-605240",6
"137","hsa03450","Non-homologous end-joining","2/41","94/20464",0.0152388194102552,0.0288091549434752,0.0118257453740744,"pi-103/ly-294002",2
"138","hsa04668","TNF signaling pathway","6/41","1032/20464",0.0160900457500572,0.0301979844149625,0.0123958399752539,"pi-103/dasatinib/ly-294002/nifedipine/pentoxifylline/as-605240",6
"139","hsa04740","Olfactory transduction","3/41","267/20464",0.0162514405704307,0.0302323197948072,0.0124099341567792,"ly-294002/nifedipine/icosapent",3
"140","hsa04520","Adherens junction","5/41","749/20464",0.0163417944836796,0.0302323197948072,0.0124099341567792,"dasatinib/vandetanib/sgx-523/lapatinib/erlotinib",5
"141","hsa04742","Taste transduction","5/41","756/20464",0.0169479869626982,0.0311314086761619,0.0127789972619075,"ly-456236/thioridazine/nifedipine/spironolactone/gabapentin",5
"142","hsa04062","Chemokine signaling pathway","7/41","1400/20464",0.0200194293733515,0.0365143113218172,0.0149886016805671,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/vandetanib/as-605240",7
"143","hsa04217","Necroptosis","6/41","1107/20464",0.0219664643820419,0.039554838863956,0.0162366946769338,"fludarabine/rucaparib/dasatinib/ly-294002/obatoclax/pentoxifylline",6
"144","hsa04910","Insulin signaling pathway","7/41","1427/20464",0.0219918795228172,0.039554838863956,0.0162366946769338,"az-628/vemurafenib/pi-103/ly-294002/nifedipine/ku-0063794/as-605240",7
"145","hsa04724","Glutamatergic synapse","5/41","824/20464",0.0236353290486585,0.0422175877489832,0.0173297149467478,"ly-456236/ly-294002/nifedipine/spironolactone/gabapentin",5
"146","hsa05142","Chagas disease","6/41","1129/20464",0.0239368250437252,0.0424632718241426,0.0174305647398431,"pi-103/dasatinib/ly-294002/vandetanib/pentoxifylline/as-605240",6
"147","hsa05416","Viral myocarditis","3/41","318/20464",0.0256503396033855,0.0451934554916792,0.0185512660217826,"dasatinib/vandetanib/pentoxifylline",3
"148","hsa04530","Tight junction","5/41","869/20464",0.0288956346669882,0.0505673606672294,0.020757177107865,"dasatinib/ly-294002/nifedipine/spironolactone/lapatinib",5
"149","hsa04911","Insulin secretion","4/41","595/20464",0.0306567811380537,0.0532893041258787,0.0218744959021083,"ly-294002/nifedipine/spironolactone/icosapent",4
"150","hsa04141","Protein processing in endoplasmic reticulum","4/41","600/20464",0.0314782076322328,0.0543523718449887,0.0223108699709159,"fludarabine/dasatinib/ly-294002/obatoclax",4
"151","hsa04621","NOD-like receptor signaling pathway","6/41","1226/20464",0.0340578740288172,0.0580328248254187,0.0238216431919012,"piceatannol/dasatinib/ly-294002/vandetanib/obatoclax/pentoxifylline",6
"152","hsa04931","Insulin resistance","6/41","1226/20464",0.0340578740288172,0.0580328248254187,0.0238216431919012,"pi-103/ly-294002/ku-0063794/pentoxifylline/as-605240/icosapent",6
"153","hsa05030","Cocaine addiction","4/41","617/20464",0.0343687057097586,0.058179704436781,0.0238819351681157,"thioridazine/as-605240/gabapentin/tetrindole",4
"154","hsa05140","Leishmaniasis","4/41","630/20464",0.0366813734544093,0.0616914008096884,0.0253234362193803,"dasatinib/ly-294002/vandetanib/pentoxifylline",4
"155","hsa04622","RIG-I-like receptor signaling pathway","4/41","636/20464",0.0377787727994381,0.0631271106777708,0.0259127745517368,"piceatannol/dasatinib/ly-294002/pentoxifylline",4
"156","hsa00230","Purine metabolism","5/41","963/20464",0.0421671258062683,0.0700082409219455,0.028737379935446,"fludarabine/papaverine/dasatinib/ly-294002/pentoxifylline",5
"157","hsa04215","Apoptosis - multiple species","3/41","392/20464",0.0435137084423121,0.0713294334592331,0.0292797105441274,"fludarabine/ly-294002/obatoclax",3
"158","hsa05033","Nicotine addiction","3/41","392/20464",0.0435137084423121,0.0713294334592331,0.0292797105441274,"thioridazine/spironolactone/gabapentin",3
"159","hsa04350","TGF-beta signaling pathway","3/41","433/20464",0.0555098601161284,0.0904217218243853,0.0371168213950941,"dasatinib/ly-294002/pentoxifylline",3
"160","hsa00830","Retinol metabolism","4/41","732/20464",0.0579265870370436,0.0931862487117657,0.0382516200767663,"vemurafenib/suprofen/nifedipine/lapatinib",4
"161","hsa05204","Chemical carcinogenesis - DNA adducts","4/41","732/20464",0.0579265870370436,0.0931862487117657,0.0382516200767663,"vemurafenib/suprofen/nifedipine/lapatinib",4
"162","hsa00591","Linoleic acid metabolism","3/41","443/20464",0.0586543438706158,0.0937745374227747,0.0384931041646017,"vemurafenib/suprofen/nifedipine",3
"163","hsa04924","Renin secretion","4/41","740/20464",0.059825048606376,0.0950594330616649,0.0390205354164932,"nifedipine/spironolactone/pentoxifylline/gabapentin",4
"164","hsa04659","Th17 cell differentiation","5/41","1076/20464",0.0623966185210278,0.0985410012008915,0.0404496692594596,"pi-103/dasatinib/ly-294002/ku-0063794/pentoxifylline",5
"165","hsa05110","Vibrio cholerae infection","2/41","206/20464",0.0640146897162587,0.10019680923972,0.0411293547377025,"flupirtine/ly-294002",2
"166","hsa04144","Endocytosis","4/41","758/20464",0.0642188043775811,0.10019680923972,0.0411293547377025,"dasatinib/vandetanib/lapatinib/erlotinib",4
"167","hsa04713","Circadian entrainment","4/41","766/20464",0.0662256427429827,0.102709230361871,0.0421606676145052,"ly-294002/nifedipine/spironolactone/gabapentin",4
"168","hsa05146","Amoebiasis","4/41","773/20464",0.0680087718746766,0.104846856640126,0.043038132577333,"pi-103/ly-294002/pentoxifylline/as-605240",4
"169","hsa00290","Valine, leucine and isoleucine biosynthesis","1/41","36/20464",0.0697118359150545,0.10683648226035,0.0438548453903488,"gabapentin",1
"170","hsa04611","Platelet activation","5/41","1121/20464",0.0717768827596462,0.109354191969108,0.0448883291561874,"pi-103/dasatinib/ly-294002/vandetanib/as-605240",5
"171","hsa04936","Alcoholic liver disease","6/41","1482/20464",0.0730611052641027,0.110659802709957,0.045424263660661,"piceatannol/dasatinib/ly-294002/vandetanib/pentoxifylline/icosapent",6
"172","hsa05130","Pathogenic Escherichia coli infection","5/41","1155/20464",0.0793627789610479,0.119505579947159,0.0490553284887751,"fludarabine/dasatinib/ly-294002/vandetanib/pentoxifylline",5
"173","hsa04115","p53 signaling pathway","3/41","512/20464",0.0825676552069348,0.123612847968764,0.0507413031694579,"fludarabine/ly-294002/obatoclax",3
"174","hsa00340","Histidine metabolism","2/41","240/20464",0.0833738719582307,0.12410248757001,0.0509422932110182,"as-605240/tetrindole",2
"175","hsa05217","Basal cell carcinoma","2/41","242/20464",0.0845635397597882,0.12482335976429,0.0512382009192982,"fludarabine/ly-294002",2
"176","hsa04971","Gastric acid secretion","3/41","518/20464",0.0848220514228382,0.12482335976429,0.0512382009192982,"flupirtine/ly-294002/nifedipine",3
"177","hsa04137","Mitophagy - animal","3/41","523/20464",0.0867211157153966,0.126896999832134,0.0520894004594413,"dasatinib/ly-294002/obatoclax",3
"178","hsa04974","Protein digestion and absorption","3/41","531/20464",0.0897977272687574,0.130660737992181,0.0536343610534861,"flupirtine/saxagliptin/icosapent",3
"179","hsa00980","Metabolism of xenobiotics by cytochrome P450","4/41","869/20464",0.0949595547743082,0.137399579254446,0.0564005588486041,"vemurafenib/suprofen/nifedipine/lapatinib",4
"180","hsa04623","Cytosolic DNA-sensing pathway","2/41","264/20464",0.0979850159549748,0.140989550735214,0.0578741907102483,"piceatannol/pentoxifylline",2
"181","hsa05322","Systemic lupus erythematosus","2/41","266/20464",0.099234135941639,0.141998017728644,0.0582881519633937,"pentoxifylline/gabapentin",2
"182","hsa00140","Steroid hormone biosynthesis","4/41","906/20464",0.106542142114073,0.151187133733231,0.0620601524367256,"vemurafenib/nifedipine/spironolactone/lapatinib",4
"183","hsa00040","Pentose and glucuronate interconversions","2/41","278/20464",0.106823341595295,0.151187133733231,0.0620601524367256,"ranirestat/ebpc",2
"184","hsa00360","Phenylalanine metabolism","2/41","295/20464",0.117835109985041,0.165865725468074,0.0680855040531415,"as-605240/tetrindole",2
"185","hsa00051","Fructose and mannose metabolism","2/41","314/20464",0.130468810922298,0.182656335291217,0.0749778088372809,"ranirestat/ebpc",2
"186","hsa00760","Nicotinate and nicotinamide metabolism","2/41","332/20464",0.142719218628608,0.198732675402202,0.0815769161374613,"piceatannol/pentoxifylline",2
"187","hsa04340","Hedgehog signaling pathway","2/41","335/20464",0.14478517297968,0.200531335838166,0.0823152404781744,"ly-294002/obatoclax",2
"188","hsa04658","Th1 and Th2 cell differentiation","3/41","662/20464",0.146191709211849,0.201402407903558,0.0826728030817288,"dasatinib/ly-294002/pentoxifylline",3
"189","hsa03030","DNA replication","1/41","81/20464",0.150210375382928,0.205843847746975,0.0844959505078012,"fludarabine",1
"190","hsa00790","Folate biosynthesis","2/41","348/20464",0.153811098250093,0.209668812877759,0.0860660438961741,"ranirestat/ebpc",2
"191","hsa00564","Glycerophospholipid metabolism","2/41","352/20464",0.156611107932042,0.212367942169628,0.0871739978017981,"ambenonium/pentoxifylline",2
"192","hsa03040","Spliceosome","1/41","88/20464",0.162105497857155,0.217971948834785,0.089474362252848,"dasatinib",1
"193","hsa00350","Tyrosine metabolism","3/41","696/20464",0.162426973456037,0.217971948834785,0.089474362252848,"piceatannol/as-605240/tetrindole",3
"194","hsa04961","Endocrine and other factor-regulated calcium reabsorption","2/41","378/20464",0.175043931709134,0.233692671714772,0.0959274937744035,"ly-294002/icosapent",2
"195","hsa00052","Galactose metabolism","2/41","384/20464",0.179349260556407,0.238212607610817,0.0977828627055174,"ranirestat/ebpc",2
"196","hsa05143","African trypanosomiasis","2/41","388/20464",0.182229082890377,0.24080271667657,0.0988460653701831,"ly-294002/pentoxifylline",2
"197","hsa00561","Glycerolipid metabolism","2/41","395/20464",0.187286252919056,0.246229134548404,0.101073532165774,"ranirestat/ebpc",2
"198","hsa04612","Antigen processing and presentation","2/41","415/20464",0.201845451027584,0.264030160687598,0.108380598372068,"dasatinib/pentoxifylline",2
"199","hsa04925","Aldosterone synthesis and secretion","3/41","781/20464",0.205219569663465,0.267094816798178,0.109638595800105,"ly-294002/nifedipine/spironolactone",3
"200","hsa00260","Glycine, serine and threonine metabolism","2/41","428/20464",0.211384140118447,0.273742461453388,0.112367358694543,"as-605240/tetrindole",2
"201","hsa04310","Wnt signaling pathway","3/41","797/20464",0.213568910229919,0.27495847140447,0.11286651335847,"dasatinib/ly-294002/icosapent",3
"202","hsa03050","Proteasome","1/41","120/20464",0.214446375381093,0.27495847140447,0.11286651335847,"pentoxifylline",1
"203","hsa04927","Cortisol synthesis and secretion","2/41","434/20464",0.215803538787305,0.275335549487252,0.113021298509297,"nifedipine/spironolactone",2
"204","hsa05144","Malaria","2/41","437/20464",0.218016853251337,0.276795906824001,0.113620754274433,"sgx-523/pentoxifylline",2
"205","hsa05320","Autoimmune thyroid disease","1/41","125/20464",0.222331079130361,0.280896338998846,0.115303922937953,"pentoxifylline",1
"206","hsa00983","Drug metabolism - other enzymes","3/41","820/20464",0.225705551189503,0.282961849150539,0.116151785263989,"fludarabine/vemurafenib/pentoxifylline",3
"207","hsa05134","Legionellosis","2/41","448/20464",0.226150975962014,0.282961849150539,0.116151785263989,"dasatinib/pentoxifylline",2
"208","hsa00240","Pyrimidine metabolism","2/41","462/20464",0.236539728790329,0.294537450753342,0.120903403885745,"fludarabine/pentoxifylline",2
"209","hsa04390","Hippo signaling pathway","2/41","473/20464",0.244724817066092,0.303271424019702,0.124488574785572,"dasatinib/ly-294002",2
"210","hsa04145","Phagosome","2/41","480/20464",0.249941478139121,0.308261156371583,0.126536788431335,"pi-103/pentoxifylline",2
"211","hsa01523","Antifolate resistance","2/41","484/20464",0.252924666672586,0.310462031602843,0.127440216183244,"nifedipine/pentoxifylline",2
"212","hsa04970","Salivary secretion","3/41","884/20464",0.260168561539008,0.317847440748128,0.13047182083138,"thioridazine/ly-294002/nifedipine",3
"213","hsa04744","Phototransduction","1/41","151/20464",0.262103140504776,0.318707574604399,0.130824893456794,"nifedipine",1
"214","hsa05332","Graft-versus-host disease","1/41","157/20464",0.270995536524087,0.326555344729256,0.134046290663096,"pentoxifylline",1
"215","hsa04640","Hematopoietic cell lineage","2/41","509/20464",0.271592465380998,0.326555344729256,0.134046290663096,"dasatinib/pentoxifylline",2
"216","hsa04918","Thyroid hormone synthesis","2/41","510/20464",0.272339592515519,0.326555344729256,0.134046290663096,"diflunisal/ly-294002",2
"217","hsa05330","Allograft rejection","1/41","164/20464",0.281237906313691,0.334925527216226,0.13748213065978,"pentoxifylline",1
"218","hsa05310","Asthma","1/41","165/20464",0.282689593300939,0.334925527216226,0.13748213065978,"pentoxifylline",1
"219","hsa00061","Fatty acid biosynthesis","1/41","166/20464",0.284138419680301,0.334925527216226,0.13748213065978,"icosapent",1
"220","hsa01210","2-Oxocarboxylic acid metabolism","1/41","167/20464",0.285584390948066,0.334925527216226,0.13748213065978,"gabapentin",1
"221","hsa05323","Rheumatoid arthritis","2/41","528/20464",0.285785874574463,0.334925527216226,0.13748213065978,"vandetanib/pentoxifylline",2
"222","hsa00770","Pantothenate and CoA biosynthesis","1/41","173/20464",0.294200567709225,0.343233995660762,0.140892637926182,"gabapentin",1
"223","hsa04657","IL-17 signaling pathway","3/41","954/20464",0.298676628831514,0.346893483710144,0.142394805343323,"dasatinib/ly-294002/pentoxifylline",3
"224","hsa04672","Intestinal immune network for IgA production","1/41","183/20464",0.308336081361072,0.35651359407374,0.146343722826449,"pentoxifylline",1
"225","hsa04940","Type I diabetes mellitus","1/41","192/20464",0.320821629164161,0.369301342015634,0.151592910154762,"pentoxifylline",1
"226","hsa00330","Arginine and proline metabolism","2/41","584/20464",0.327454244327848,0.375268359650056,0.15404228540807,"as-605240/tetrindole",2
"227","hsa02010","ABC transporters","1/41","199/20464",0.330380329641416,0.376953768181175,0.154734121464331,"nifedipine",1
"228","hsa00190","Oxidative phosphorylation","1/41","206/20464",0.339807737813401,0.386009667077503,0.158451438223239,"piceatannol",1
"229","hsa04514","Cell adhesion molecules","1/41","209/20464",0.343808300767175,0.388848689513967,0.159616816260559,"pentoxifylline",1
"230","hsa00380","Tryptophan metabolism","2/41","619/20464",0.353229934641514,0.397767622052835,0.163277910291958,"as-605240/tetrindole",2
"231","hsa00510","N-Glycan biosynthesis","1/41","218/20464",0.355668607941003,0.398779954358094,0.163693458200234,"spironolactone",1
"232","hsa00053","Ascorbate and aldarate metabolism","1/41","223/20464",0.362167026503663,0.404315775277796,0.165965833379628,"ebpc",1
"233","hsa00600","Sphingolipid metabolism","1/41","230/20464",0.371157502172864,0.412574219153527,0.169355806277205,"ski-ii",1
"234","hsa00900","Terpenoid backbone biosynthesis","1/41","233/20464",0.374972606041519,0.415033781900656,0.170365421548329,"pamidronate",1
"235","hsa03410","Base excision repair","1/41","240/20464",0.383786911524278,0.422982170573566,0.173628121227109,"rucaparib",1
"236","hsa04060","Cytokine-cytokine receptor interaction","2/41","720/20464",0.42559757310642,0.467075302688825,0.191727720266496,"dasatinib/pentoxifylline",2
"237","hsa01040","Biosynthesis of unsaturated fatty acids","1/41","293/20464",0.446701015936694,0.487339692219478,0.200045961853962,"icosapent",1
"238","hsa00520","Amino sugar and nucleotide sugar metabolism","1/41","294/20464",0.447825663120602,0.487339692219478,0.200045961853962,"pentoxifylline",1
"239","hsa05150","Staphylococcus aureus infection","1/41","300/20464",0.454526859818276,0.492562580305161,0.202189882588178,"pentoxifylline",1
"240","hsa04978","Mineral absorption","1/41","304/20464",0.458950175374862,0.495283730925372,0.203306875933601,"icosapent",1
"241","hsa00590","Arachidonic acid metabolism","2/41","773/20464",0.46199288969767,0.496498582704135,0.203805555184384,"suprofen/nifedipine",2
"242","hsa04216","Ferroptosis","1/41","320/20464",0.476296115062004,0.509754933062227,0.20924709709118,"icosapent",1
"243","hsa04976","Bile secretion","2/41","810/20464",0.486637251392787,0.517899660863852,0.212590391169474,"vemurafenib/nifedipine",2
"244","hsa00250","Alanine, aspartate and glutamate metabolism","1/41","331/20464",0.487905472010733,0.517899660863852,0.212590391169474,"dasatinib",1
"245","hsa04972","Pancreatic secretion","2/41","857/20464",0.516964928566791,0.54650578162775,0.224332793921572,"flupirtine/ly-294002",2
"246","hsa05321","Inflammatory bowel disease","1/41","373/20464",0.529966758635019,0.557973132058821,0.229039976988177,"pentoxifylline",1
"247","hsa01240","Biosynthesis of cofactors","2/41","947/20464",0.571792089957209,0.599373052791727,0.246034051339014,"gabapentin/ebpc",2
"248","hsa00270","Cysteine and methionine metabolism","1/41","421/20464",0.573917054410611,0.599373052791727,0.246034051339014,"gabapentin",1
"249","hsa04061","Viral protein interaction with cytokine and cytokine receptor","1/41","429/20464",0.580841305288559,0.604168265340308,0.248002417392283,"pentoxifylline",1
"250","hsa00480","Glutathione metabolism","1/41","472/20464",0.616219462758878,0.638403363418198,0.262055434689039,"fludarabine",1
"251","hsa00071","Fatty acid degradation","1/41","485/20464",0.626329343972928,0.646292032227045,0.265293620219189,"icosapent",1
"252","hsa00620","Pyruvate metabolism","1/41","507/20464",0.64284951326217,0.660706444186119,0.271210529822386,"ebpc",1
"253","hsa00280","Valine, leucine and isoleucine degradation","1/41","516/20464",0.649400432817177,0.66218390590413,0.271817006690986,"gabapentin",1
"254","hsa01212","Fatty acid metabolism","1/41","516/20464",0.649400432817177,0.66218390590413,0.271817006690986,"icosapent",1
"255","hsa01230","Biosynthesis of amino acids","1/41","528/20464",0.657952911624627,0.668273741610896,0.274316797003457,"gabapentin",1
"256","hsa00010","Glycolysis / Gluconeogenesis","1/41","632/20464",0.724031104882386,0.732515844392726,0.300687259840135,"ebpc",1
"257","hsa04146","Peroxisome","1/41","642/20464",0.729684877158188,0.735363358692493,0.301856123665685,"icosapent",1
"258","hsa04610","Complement and coagulation cascades","1/41","721/20464",0.770548459456416,0.773535081392294,0.317525068972248,"pentoxifylline",1
"259","hsa03320","PPAR signaling pathway","1/41","749/20464",0.783531655286508,0.783531655286508,0.321628519341342,"icosapent",1
