"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"83","hsa05133","Pertussis","12/81","757/20464",4.09053602240687e-05,0.00013550598372142,4.41253865961459e-05,"piceatannol/dasatinib/ly-294002/nifedipine/vandetanib/pentoxifylline/atorvastatin/pac-1/bepridil/crizotinib/gefitinib/sulfasalazine",12
"84","hsa05410","Hypertrophic cardiomyopathy","9/81","419/20464",4.11700490085288e-05,0.00013550598372142,4.41253865961459e-05,"nifedipine/spironolactone/pentoxifylline/gabapentin/icosapent/atorvastatin/enalaprilat/bepridil/sulfasalazine",9
"85","hsa04144","Endocytosis","12/81","758/20464",4.14316856702184e-05,0.00013550598372142,4.41253865961459e-05,"dasatinib/vandetanib/lapatinib/atorvastatin/erlotinib/masitinib/imatinib/anandamide/indoprofen/quizartinib/reparixin/gefitinib",12
"86","hsa04210","Apoptosis","17/81","1454/20464",4.48459866065461e-05,0.000144967259030463,4.72063016911012e-05,"fludarabine/rucaparib/az-628/vemurafenib/pi-103/ly-294002/obatoclax/pentoxifylline/as-605240/atorvastatin/imatinib/pac-1/dabrafenib/sitagliptin/gefitinib/sulfasalazine/abt-737",17
"87","hsa04919","Thyroid hormone signaling pathway","15/81","1175/20464",5.06101452411009e-05,0.000161719774448575,5.26614941407705e-05,"entinostat/az-628/vemurafenib/vorinostat/pi-103/dasatinib/ly-294002/panobinostat/ku-0063794/as-605240/digoxin/dabrafenib/bepridil/gefitinib/abt-737",15
"88","hsa04720","Long-term potentiation","12/81","777/20464",5.26140448367437e-05,0.000166212550734259,5.41244958846885e-05,"ly-456236/az-628/vemurafenib/ly-294002/nifedipine/spironolactone/gabapentin/amantadine/enflurane/dabrafenib/bepridil/gefitinib",12
"89","hsa04723","Retrograde endocannabinoid signaling","13/81","914/20464",5.79753233895306e-05,0.000181091459576287,5.89695779006462e-05,"ly-456236/dasatinib/ly-294002/rimonabant/nifedipine/spironolactone/gabapentin/zk-93423/anandamide/enflurane/bepridil/lomerizine/gefitinib",13
"90","hsa05171","Coronavirus disease - COVID-19","16/81","1356/20464",7.02179109534792e-05,0.000216895324945191,7.06285420116867e-05,"piceatannol/pi-103/dasatinib/ly-294002/vandetanib/lapatinib/pentoxifylline/as-605240/doxycycline/atorvastatin/erlotinib/emetine/enalaprilat/crizotinib/gefitinib/sulfasalazine",16
"91","hsa04360","Axon guidance","13/81","939/20464",7.62449986650518e-05,0.000232924281636092,7.58481189727526e-05,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/vandetanib/sgx-523/as-605240/atorvastatin/imatinib/dabrafenib/crizotinib/gefitinib",13
"92","hsa04613","Neutrophil extracellular trap formation","15/81","1237/20464",9.04723236414056e-05,0.000273383760568595,8.90231102192321e-05,"entinostat/az-628/vemurafenib/vorinostat/pi-103/dasatinib/ly-294002/panobinostat/ku-0063794/pentoxifylline/as-605240/doxycycline/dabrafenib/gefitinib/sulfasalazine",15
"93","hsa05032","Morphine addiction","12/81","825/20464",9.32113016403604e-05,0.000278631632860432,9.07319970692812e-05,"thioridazine/papaverine/ly-294002/spironolactone/pentoxifylline/gabapentin/zardaverine/zk-93423/enflurane/bepridil/zm-241385/lomerizine",12
"94","hsa04062","Chemokine signaling pathway","16/81","1400/20464",0.000102254902352621,0.000302413434617326,9.8476165759523e-05,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/vandetanib/as-605240/atorvastatin/masitinib/imatinib/dabrafenib/indoprofen/reparixin/gefitinib/sulfasalazine/abt-737",16
"95","hsa05012","Parkinson disease","15/81","1257/20464",0.000108205982047128,0.000316644873780018,0.000103110409485352,"fludarabine/thioridazine/piceatannol/ly-294002/nifedipine/obatoclax/pentoxifylline/as-605240/tetrindole/pac-1/enflurane/bepridil/zm-241385/cv-1808/abt-737",15
"96","hsa04150","mTOR signaling pathway","12/81","841/20464",0.000111728218277876,0.000323546298763015,0.000105357749691856,"az-628/vemurafenib/pi-103/ly-294002/ku-0063794/pentoxifylline/as-605240/atorvastatin/emetine/dabrafenib/gefitinib/sulfasalazine",12
"97","hsa04912","GnRH signaling pathway","14/81","1132/20464",0.000130518839416855,0.000374064302658616,0.000121808140964184,"az-628/vemurafenib/dasatinib/ly-294002/nifedipine/spironolactone/vandetanib/lapatinib/erlotinib/anandamide/dabrafenib/bepridil/crizotinib/gefitinib",14
"98","hsa05204","Chemical carcinogenesis - DNA adducts","11/81","732/20464",0.000141156766966557,0.000400424298129622,0.000130391857777916,"vemurafenib/suprofen/nifedipine/lapatinib/atorvastatin/imatinib/benzbromarone/enflurane/sitagliptin/crizotinib/sulfasalazine",11
"99","hsa01524","Platinum drug resistance","11/81","758/20464",0.000191255231507245,0.000537060145040547,0.000174885166503169,"fludarabine/pi-103/ly-294002/obatoclax/lapatinib/as-605240/atorvastatin/pac-1/sitagliptin/gefitinib/abt-737",11
"100","hsa05219","Bladder cancer","10/81","656/20464",0.000258782846025437,0.000719416311950715,0.000234266576401975,"az-628/vemurafenib/dasatinib/vandetanib/lapatinib/doxycycline/erlotinib/masitinib/dabrafenib/gefitinib",10
"101","hsa04935","Growth hormone synthesis, secretion and action","14/81","1217/20464",0.000276402209606806,0.000760790240303881,0.000247739343680931,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/nifedipine/ku-0063794/spironolactone/as-605240/imatinib/lonafarnib/dabrafenib/bepridil/gefitinib",14
"102","hsa04914","Progesterone-mediated oocyte maturation","13/81","1085/20464",0.000317623615016802,0.000865680048771285,0.000281895055639267,"bi-2536/az-628/vemurafenib/pi-103/dasatinib/ly-294002/spironolactone/vandetanib/as-605240/erlotinib/dabrafenib/crizotinib/gefitinib",13
"103","hsa00900","Terpenoid backbone biosynthesis","6/81","233/20464",0.000325286388655455,0.000877957437341908,0.000285892993606225,"tipifarnib-p2/pamidronate/atorvastatin/lonafarnib/sitagliptin/sulfasalazine",6
"104","hsa04066","HIF-1 signaling pathway","15/81","1400/20464",0.000349938570838657,0.000935412718203333,0.000304602399717859,"pi-103/ly-294002/nifedipine/ku-0063794/vandetanib/obatoclax/lapatinib/pentoxifylline/as-605240/atorvastatin/erlotinib/emetine/crizotinib/gefitinib/abt-737",15
"105","hsa00591","Linoleic acid metabolism","8/81","443/20464",0.000365955924330617,0.000968911875846776,0.000315510872104592,"vemurafenib/suprofen/nifedipine/imatinib/benzbromarone/enflurane/sitagliptin/sulfasalazine",8
"106","hsa04926","Relaxin signaling pathway","14/81","1253/20464",0.000371697936788624,0.000974830437992807,0.000317438158528517,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/nifedipine/vandetanib/lapatinib/as-605240/doxycycline/erlotinib/dabrafenib/gefitinib/sulfasalazine",14
"107","hsa04660","T cell receptor signaling pathway","13/81","1113/20464",0.000405431204179091,0.00105336331553072,0.000343011151592738,"thioridazine/az-628/vemurafenib/pi-103/dasatinib/ly-294002/pentoxifylline/as-605240/atorvastatin/imatinib/dabrafenib/gefitinib/sulfasalazine",13
"108","hsa04213","Longevity regulating pathway - multiple species","9/81","578/20464",0.000459777445526226,0.00118350120237306,0.000385388502098007,"entinostat/vorinostat/piceatannol/pi-103/dasatinib/ly-294002/panobinostat/ku-0063794/as-605240",9
"109","hsa04714","Thermogenesis","12/81","1003/20464",0.000559652273446199,0.00142737001851416,0.000464800536131078,"piceatannol/pi-103/dasatinib/ly-294002/rimonabant/ku-0063794/icosapent/perhexiline/anandamide/emetine/enflurane/sulfasalazine",12
"110","hsa05130","Pathogenic Escherichia coli infection","13/81","1155/20464",0.000575661484206794,0.00145485356917717,0.000473750120974013,"fludarabine/dasatinib/ly-294002/vandetanib/pentoxifylline/atorvastatin/imatinib/pac-1/emetine/sitagliptin/crizotinib/gefitinib/sulfasalazine",13
"111","hsa00830","Retinol metabolism","10/81","732/20464",0.000612231591356512,0.00153333677835235,0.000499306940319204,"vemurafenib/suprofen/nifedipine/lapatinib/atorvastatin/imatinib/benzbromarone/sitagliptin/crizotinib/oxypurinol",10
"112","hsa01523","Antifolate resistance","8/81","484/20464",0.000655848625825594,0.00162790998195996,0.000530103212603394,"nifedipine/pentoxifylline/atorvastatin/imatinib/benzbromarone/digoxin/gefitinib/sulfasalazine",8
"113","hsa04924","Renin secretion","10/81","740/20464",0.000665787803244263,0.00163795583453013,0.000533374486064337,"nifedipine/spironolactone/pentoxifylline/gabapentin/zardaverine/zibotentan/orciprenaline/enalaprilat/bepridil/zm-241385",10
"114","hsa05145","Toxoplasmosis","13/81","1175/20464",0.00067602872867769,0.00164856128572279,0.000536827983991518,"pi-103/dasatinib/ly-294002/vandetanib/obatoclax/pentoxifylline/as-605240/atorvastatin/pac-1/crizotinib/gefitinib/sulfasalazine/abt-737",13
"115","hsa04370","VEGF signaling pathway","11/81","885/20464",0.000708596042931184,0.00171295391247712,0.000557796427387477,"ski-ii/az-628/vemurafenib/pi-103/dasatinib/ly-294002/vandetanib/as-605240/dabrafenib/gefitinib/abt-737",11
"116","hsa05135","Yersinia infection","13/81","1203/20464",0.00084120495284747,0.00201599118009997,0.000656475734527063,"piceatannol/pi-103/dasatinib/ly-294002/vandetanib/pentoxifylline/as-605240/atorvastatin/imatinib/dabrafenib/crizotinib/gefitinib/sulfasalazine",13
"117","hsa05017","Spinocerebellar ataxia","11/81","906/20464",0.000858962378700224,0.00204095334426207,0.000664604269619606,"ly-456236/pi-103/ly-294002/ku-0063794/spironolactone/as-605240/gabapentin/amantadine/anandamide/enflurane/bepridil",11
"118","hsa05414","Dilated cardiomyopathy","8/81","520/20464",0.001042863247745,0.00245691510909415,0.000800055658394916,"nifedipine/spironolactone/pentoxifylline/gabapentin/icosapent/enalaprilat/bepridil/sulfasalazine",8
"119","hsa04550","Signaling pathways regulating pluripotency of stem cells","9/81","657/20464",0.00114116186719473,0.00266590755529526,0.000868110752576267,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/as-605240/masitinib/dabrafenib/gefitinib",9
"120","hsa04976","Bile secretion","10/81","810/20464",0.00132199255070553,0.00306181459290425,0.000997031635705285,"vemurafenib/nifedipine/atorvastatin/imatinib/tetrandrine/digoxin/sitagliptin/bepridil/lomerizine/gefitinib",10
"121","hsa04910","Insulin signaling pathway","14/81","1427/20464",0.00133266030842235,0.00306181459290425,0.000997031635705285,"az-628/vemurafenib/pi-103/ly-294002/nifedipine/ku-0063794/as-605240/imatinib/emetine/dabrafenib/bepridil/gefitinib/sulfasalazine/abt-737",14
"122","hsa04724","Glutamatergic synapse","10/81","824/20464",0.00150201277853006,0.00342261928222423,0.00111452199269702,"ly-456236/ly-294002/nifedipine/spironolactone/gabapentin/amantadine/anandamide/enflurane/bepridil/gefitinib",10
"123","hsa04061","Viral protein interaction with cytokine and cytokine receptor","7/81","429/20464",0.00155269510884771,0.00349945371439511,0.00113954191381287,"pentoxifylline/atorvastatin/imatinib/indoprofen/quizartinib/reparixin/sulfasalazine",7
"124","hsa05142","Chagas disease","12/81","1129/20464",0.00156090741217624,0.00349945371439511,0.00113954191381287,"pi-103/dasatinib/ly-294002/vandetanib/pentoxifylline/as-605240/atorvastatin/sitagliptin/enalaprilat/crizotinib/gefitinib/sulfasalazine",12
"125","hsa04620","Toll-like receptor signaling pathway","11/81","981/20464",0.00162937678226346,0.00361997547028679,0.00117878792292565,"piceatannol/pi-103/dasatinib/ly-294002/vandetanib/pentoxifylline/as-605240/atorvastatin/crizotinib/gefitinib/sulfasalazine",11
"126","hsa05416","Viral myocarditis","6/81","318/20464",0.00164070830667675,0.00361997547028679,0.00117878792292565,"dasatinib/vandetanib/pentoxifylline/atorvastatin/imatinib/pac-1",6
"127","hsa04936","Alcoholic liver disease","14/81","1482/20464",0.00190401655668707,0.00416784726581894,0.00135719373290583,"piceatannol/dasatinib/ly-294002/vandetanib/pentoxifylline/icosapent/atorvastatin/pac-1/perhexiline/enflurane/sitagliptin/crizotinib/gefitinib/sulfasalazine",14
"128","hsa04960","Aldosterone-regulated sodium reabsorption","7/81","453/20464",0.00211295903555259,0.00455606615228663,0.00148361109086198,"pi-103/ly-294002/spironolactone/as-605240/digoxin/bepridil/gefitinib",7
"129","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","5/81","228/20464",0.00211759334495451,0.00455606615228663,0.00148361109086198,"nifedipine/spironolactone/gabapentin/icosapent/bepridil",5
"130","hsa04060","Cytokine-cytokine receptor interaction","9/81","720/20464",0.00213931351159144,0.00455606615228663,0.00148361109086198,"dasatinib/pentoxifylline/atorvastatin/imatinib/sitagliptin/indoprofen/quizartinib/reparixin/sulfasalazine",9
"131","hsa04152","AMPK signaling pathway","11/81","1016/20464",0.00214692325881132,0.00455606615228663,0.00148361109086198,"thioridazine/piceatannol/pi-103/ly-294002/ku-0063794/as-605240/icosapent/atorvastatin/perhexiline/sitagliptin/sulfasalazine",11
"132","hsa04911","Insulin secretion","8/81","595/20464",0.0024325229302924,0.00512304071682794,0.00166823741630899,"ly-294002/nifedipine/spironolactone/icosapent/digoxin/anandamide/enflurane/bepridil",8
"133","hsa05166","Human T-cell leukemia virus 1 infection","14/81","1523/20464",0.00245242435028292,0.00512612007051617,0.00166924015927448,"fludarabine/pi-103/dasatinib/ly-294002/obatoclax/pentoxifylline/as-605240/doxycycline/pamidronate/atorvastatin/imatinib/gefitinib/sulfasalazine/abt-737",14
"134","hsa00564","Glycerophospholipid metabolism","6/81","352/20464",0.00272733761001789,0.0056582078774998,0.00184250616230588,"ambenonium/pentoxifylline/galantamine/physostigmine/anandamide/sulfasalazine",6
"135","hsa04520","Adherens junction","9/81","749/20464",0.00278864567350147,0.00574254442395118,0.00186996902862477,"dasatinib/vandetanib/sgx-523/lapatinib/atorvastatin/erlotinib/imatinib/crizotinib/gefitinib",9
"136","hsa04721","Synaptic vesicle cycle","6/81","357/20464",0.00292413228070008,0.0059772703973134,0.00194640384009448,"tiagabine/nnc-05-2090/spironolactone/gabapentin/bepridil/lomerizine",6
"137","hsa04713","Circadian entrainment","9/81","766/20464",0.00323665023342348,0.00656780120358925,0.00213870088416765,"ly-294002/nifedipine/spironolactone/gabapentin/amantadine/anandamide/enflurane/bepridil/gefitinib",9
"138","hsa04140","Autophagy - animal","10/81","926/20464",0.00350639858540885,0.00701746184358417,0.00228512578019023,"az-628/vemurafenib/pi-103/ly-294002/ku-0063794/obatoclax/as-605240/dabrafenib/gefitinib/abt-737",10
"139","hsa05332","Graft-versus-host disease","4/81","157/20464",0.00350873092179209,0.00701746184358417,0.00228512578019023,"pentoxifylline/atorvastatin/sitagliptin/sulfasalazine",4
"140","hsa04136","Autophagy - other","3/81","77/20464",0.00354010390581147,0.00702963489868278,0.00228908974360742,"pi-103/ly-294002/ku-0063794",3
"141","hsa04932","Non-alcoholic fatty liver disease","12/81","1260/20464",0.00385911725510132,0.00760875600651183,0.00247767139931851,"fludarabine/pi-103/dasatinib/ly-294002/pentoxifylline/as-605240/icosapent/atorvastatin/pac-1/enflurane/sitagliptin/sulfasalazine",12
"142","hsa04973","Carbohydrate digestion and absorption","7/81","506/20464",0.00389928108666308,0.00763380381755166,0.00248582782396608,"pi-103/ly-294002/nifedipine/spironolactone/as-605240/digoxin/bepridil",7
"143","hsa05340","Primary immunodeficiency","5/81","264/20464",0.00397188259492601,0.00772156196775826,0.00251440488158732,"fludarabine/dasatinib/ly-294002/vandetanib/atorvastatin",5
"144","hsa04640","Hematopoietic cell lineage","7/81","509/20464",0.00402687003071153,0.00777409630929032,0.00253151186141222,"dasatinib/pentoxifylline/atorvastatin/masitinib/imatinib/quizartinib/sulfasalazine",7
"145","hsa05330","Allograft rejection","4/81","164/20464",0.00409838657863631,0.00780815889049762,0.00254260380379703,"pentoxifylline/atorvastatin/sitagliptin/sulfasalazine",4
"146","hsa05322","Systemic lupus erythematosus","5/81","266/20464",0.00410068776263544,0.00780815889049762,0.00254260380379703,"pentoxifylline/gabapentin/atorvastatin/amantadine/sulfasalazine",5
"147","hsa04217","Necroptosis","11/81","1107/20464",0.00414336794571496,0.00780957233499232,0.00254306406970594,"fludarabine/rucaparib/dasatinib/ly-294002/obatoclax/pentoxifylline/atorvastatin/imatinib/sitagliptin/sulfasalazine/abt-737",11
"148","hsa04115","p53 signaling pathway","7/81","512/20464",0.00415761404884483,0.00780957233499232,0.00254306406970594,"fludarabine/ly-294002/obatoclax/atorvastatin/lonafarnib/pac-1/abt-737",7
"149","hsa04611","Platelet activation","11/81","1121/20464",0.00455241966172339,0.00849377628160472,0.00276586429465356,"pi-103/dasatinib/ly-294002/vandetanib/as-605240/atorvastatin/masitinib/imatinib/bepridil/gefitinib/sulfasalazine",11
"150","hsa05323","Rheumatoid arthritis","7/81","528/20464",0.00491026126719933,0.00910035088187609,0.00296338574722205,"vandetanib/pentoxifylline/doxycycline/atorvastatin/crizotinib/gefitinib/sulfasalazine",7
"151","hsa04260","Cardiac muscle contraction","6/81","401/20464",0.00514609465523576,0.00947426698116253,0.00308514562809533,"nifedipine/spironolactone/gabapentin/icosapent/digoxin/bepridil",6
"152","hsa04728","Dopaminergic synapse","12/81","1323/20464",0.0056807277619805,0.0103897520909907,0.00338325891641498,"thioridazine/dasatinib/ly-294002/nifedipine/spironolactone/as-605240/gabapentin/tetrindole/amantadine/enflurane/bepridil/lomerizine",12
"153","hsa04211","Longevity regulating pathway","8/81","694/20464",0.00613233321579314,0.0111424093724869,0.00362834989032136,"fludarabine/piceatannol/pi-103/ly-294002/ku-0063794/as-605240/icosapent/sulfasalazine",8
"154","hsa04940","Type I diabetes mellitus","4/81","192/20464",0.00712402948568973,0.0128602610196217,0.0041877411877602,"pentoxifylline/atorvastatin/sitagliptin/sulfasalazine",4
"155","hsa04750","Inflammatory mediator regulation of TRP channels","11/81","1195/20464",0.00728267956328545,0.012907744949435,0.00420320358065662,"thioridazine/pi-103/dasatinib/ly-294002/nifedipine/as-605240/icosapent/imatinib/anandamide/enalaprilat/bepridil",11
"156","hsa00980","Metabolism of xenobiotics by cytochrome P450","9/81","869/20464",0.00730167890758792,0.012907744949435,0.00420320358065662,"vemurafenib/suprofen/nifedipine/lapatinib/atorvastatin/imatinib/benzbromarone/enflurane/crizotinib",9
"157","hsa04070","Phosphatidylinositol signaling system","5/81","306/20464",0.0073489083039918,0.012907744949435,0.00420320358065662,"pi-103/ly-294002/nifedipine/as-605240/bepridil",5
"158","hsa04350","TGF-beta signaling pathway","6/81","433/20464",0.00740674419513624,0.012907744949435,0.00420320358065662,"dasatinib/ly-294002/pentoxifylline/atorvastatin/gefitinib/sulfasalazine",6
"159","hsa04114","Oocyte meiosis","9/81","871/20464",0.00740780414015232,0.012907744949435,0.00420320358065662,"bi-2536/dasatinib/ly-294002/nifedipine/spironolactone/erlotinib/bepridil/crizotinib/gefitinib",9
"160","hsa04668","TNF signaling pathway","10/81","1032/20464",0.00742891795650937,0.012907744949435,0.00420320358065662,"pi-103/dasatinib/ly-294002/nifedipine/pentoxifylline/as-605240/atorvastatin/pac-1/gefitinib/sulfasalazine",10
"161","hsa04927","Cortisol synthesis and secretion","6/81","434/20464",0.00748732672379783,0.0129284275106571,0.0042099385305434,"nifedipine/spironolactone/atorvastatin/anandamide/enalaprilat/bepridil",6
"162","hsa05222","Small cell lung cancer","8/81","720/20464",0.00759176319856647,0.0130278405506264,0.00424231081921193,"fludarabine/pi-103/ly-294002/obatoclax/as-605240/pac-1/sulfasalazine/abt-737",8
"163","hsa05418","Fluid shear stress and atherosclerosis","13/81","1559/20464",0.00796990658319065,0.0135928468105951,0.00442629619731609,"pi-103/dasatinib/ly-294002/nifedipine/vandetanib/obatoclax/pentoxifylline/as-605240/atorvastatin/bepridil/gefitinib/sulfasalazine/abt-737",13
"164","hsa04110","Cell cycle","8/81","730/20464",0.00821809381978192,0.0139306712310937,0.00453630339217744,"entinostat/bi-2536/vorinostat/pi-103/dasatinib/ly-294002/panobinostat/imatinib",8
"165","hsa04922","Glucagon signaling pathway","9/81","910/20464",0.00972437451037076,0.0163840976598974,0.00533522301685413,"piceatannol/dasatinib/ly-294002/nifedipine/vandetanib/icosapent/perhexiline/dabrafenib/bepridil",9
"166","hsa04659","Th17 cell differentiation","10/81","1076/20464",0.00981995886880949,0.0164454732863195,0.00535520902167163,"pi-103/dasatinib/ly-294002/ku-0063794/pentoxifylline/atorvastatin/imatinib/digoxin/gefitinib/sulfasalazine",10
"167","hsa04742","Taste transduction","8/81","756/20464",0.0100290974736507,0.0166173519194473,0.00541117858793058,"ly-456236/thioridazine/nifedipine/spironolactone/gabapentin/zk-93423/enflurane/bepridil",8
"168","hsa04380","Osteoclast differentiation","11/81","1250/20464",0.0100421407282991,0.0166173519194473,0.00541117858793058,"pi-103/dasatinib/ly-294002/vandetanib/pentoxifylline/as-605240/icosapent/imatinib/quizartinib/gefitinib/sulfasalazine",11
"169","hsa00590","Arachidonic acid metabolism","8/81","773/20464",0.0113648349686486,0.0186948172857061,0.00608767242169906,"suprofen/nifedipine/imatinib/benzbromarone/enflurane/sitagliptin/crizotinib/sulfasalazine",8
"170","hsa04925","Aldosterone synthesis and secretion","8/81","781/20464",0.0120372810598938,0.0196844949097087,0.0064099453322035,"ly-294002/nifedipine/spironolactone/atorvastatin/digoxin/anandamide/enalaprilat/bepridil",8
"171","hsa05140","Leishmaniasis","7/81","630/20464",0.0123581354596903,0.020091003846748,0.0065423185566843,"dasatinib/ly-294002/vandetanib/pentoxifylline/crizotinib/gefitinib/sulfasalazine",7
"172","hsa05320","Autoimmune thyroid disease","3/81","125/20464",0.0134317384425813,0.0217094377153348,0.00706933602241119,"pentoxifylline/atorvastatin/sitagliptin",3
"173","hsa04923","Regulation of lipolysis in adipocytes","7/81","654/20464",0.0149119035480419,0.0239624808459863,0.00780300398619775,"pi-103/ly-294002/pentoxifylline/as-605240/gabapentin/orciprenaline/zm-241385",7
"174","hsa04917","Prolactin signaling pathway","9/81","1009/20464",0.0180608820677608,0.028855892039296,0.00939646616955493,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/as-605240/imatinib/dabrafenib/gefitinib",9
"175","hsa05143","African trypanosomiasis","5/81","388/20464",0.0189084470367894,0.0300374187212997,0.00978121170023389,"ly-294002/pentoxifylline/atorvastatin/sitagliptin/sulfasalazine",5
"176","hsa04215","Apoptosis - multiple species","5/81","392/20464",0.0196691168760159,0.0310682641564342,0.0101168902591948,"fludarabine/ly-294002/obatoclax/pac-1/abt-737",5
"177","hsa04330","Notch signaling pathway","3/81","146/20464",0.020250076003922,0.0318052041191543,0.0103568631361123,"entinostat/vorinostat/panobinostat",3
"178","hsa04623","Cytosolic DNA-sensing pathway","4/81","264/20464",0.0207704682966464,0.0324392707104926,0.0105633369220082,"piceatannol/pentoxifylline/atorvastatin/sulfasalazine",4
"179","hsa04740","Olfactory transduction","4/81","267/20464",0.0215457198668327,0.0334620677261424,0.0108963946400918,"ly-294002/nifedipine/icosapent/bepridil",4
"180","hsa04621","NOD-like receptor signaling pathway","10/81","1226/20464",0.0225727715815557,0.0346697817661464,0.0112896676709148,"piceatannol/dasatinib/ly-294002/vandetanib/obatoclax/pentoxifylline/atorvastatin/gefitinib/sulfasalazine/abt-737",10
"181","hsa04931","Insulin resistance","10/81","1226/20464",0.0225727715815557,0.0346697817661464,0.0112896676709148,"pi-103/ly-294002/ku-0063794/pentoxifylline/as-605240/icosapent/atorvastatin/perhexiline/enalaprilat/sulfasalazine",10
"182","hsa04920","Adipocytokine signaling pathway","7/81","718/20464",0.0235387603499555,0.0359548097653166,0.0117081167732572,"pi-103/ly-294002/ku-0063794/pentoxifylline/icosapent/perhexiline/sulfasalazine",7
"183","hsa00140","Steroid hormone biosynthesis","8/81","906/20464",0.026754973771256,0.0406441678055146,0.0132351322653323,"vemurafenib/nifedipine/spironolactone/lapatinib/atorvastatin/imatinib/enflurane/crizotinib",8
"184","hsa05310","Asthma","3/81","165/20464",0.0277857879137582,0.0419807013044824,0.0136703533214142,"pentoxifylline/atorvastatin/sulfasalazine",3
"185","hsa05144","Malaria","5/81","437/20464",0.0296400443806395,0.044540174799015,0.0145038055006259,"sgx-523/pentoxifylline/atorvastatin/crizotinib/sulfasalazine",5
"186","hsa05134","Legionellosis","5/81","448/20464",0.0324871174325308,0.0484317456201011,0.0157710341663336,"dasatinib/pentoxifylline/atorvastatin/pac-1/sulfasalazine",5
"187","hsa04978","Mineral absorption","4/81","304/20464",0.0325781886005716,0.0484317456201011,0.0157710341663336,"icosapent/digoxin/bepridil/sulfasalazine",4
"188","hsa05146","Amoebiasis","7/81","773/20464",0.0333152985920049,0.0492641117477519,0.0160420810689385,"pi-103/ly-294002/pentoxifylline/as-605240/atorvastatin/pac-1/sulfasalazine",7
"189","hsa04657","IL-17 signaling pathway","8/81","954/20464",0.034826103089899,0.0512256966084229,0.0166808402435606,"dasatinib/ly-294002/pentoxifylline/doxycycline/atorvastatin/pac-1/gefitinib/sulfasalazine",8
"190","hsa05415","Diabetic cardiomyopathy","11/81","1542/20464",0.0401240211659719,0.05870777833758,0.0191172621621805,"rucaparib/piceatannol/pi-103/dasatinib/ly-294002/ku-0063794/as-605240/icosapent/perhexiline/enflurane/enalaprilat",11
"191","hsa04658","Th1 and Th2 cell differentiation","6/81","662/20464",0.0472762487862529,0.0688104563485775,0.0224070399317594,"dasatinib/ly-294002/pentoxifylline/imatinib/gefitinib/sulfasalazine",6
"192","hsa05110","Vibrio cholerae infection","3/81","206/20464",0.0484309872605009,0.0701240336376003,0.0228347856601046,"flupirtine/ly-294002/bepridil",3
"193","hsa04918","Thyroid hormone synthesis","5/81","510/20464",0.0516981905863756,0.0744304005955012,0.0242370861462064,"diflunisal/ly-294002/digoxin/bepridil/lumiracoxib",5
"194","hsa00562","Inositol phosphate metabolism","3/81","212/20464",0.0519406392644865,0.0744304005955012,0.0242370861462064,"pi-103/ly-294002/as-605240",3
"195","hsa03450","Non-homologous end-joining","2/81","94/20464",0.0535298388326672,0.0763143343358024,0.0248505594580803,"pi-103/ly-294002",2
"196","hsa04971","Gastric acid secretion","5/81","518/20464",0.0545760640010419,0.0774089071035186,0.0252069898178819,"flupirtine/ly-294002/nifedipine/digoxin/bepridil",5
"197","hsa04970","Salivary secretion","7/81","884/20464",0.0605893486075888,0.0851180731621661,0.0277173581671575,"thioridazine/ly-294002/nifedipine/digoxin/enflurane/orciprenaline/bepridil",7
"198","hsa05321","Inflammatory bowel disease","4/81","373/20464",0.0606236636190967,0.0851180731621661,0.0277173581671575,"pentoxifylline/atorvastatin/digoxin/sulfasalazine",4
"199","hsa04670","Leukocyte transendothelial migration","6/81","707/20464",0.0612251601132186,0.0855306256858029,0.0278516993903031,"pi-103/dasatinib/ly-294002/pentoxifylline/as-605240/atorvastatin",6
"200","hsa04961","Endocrine and other factor-regulated calcium reabsorption","4/81","378/20464",0.0630342901581555,0.0876176633198361,0.0285313102821125,"ly-294002/icosapent/digoxin/bepridil",4
"201","hsa04977","Vitamin digestion and absorption","3/81","246/20464",0.0740466320788178,0.102412754815479,0.0333490985010648,"atorvastatin/benzbromarone/sulfasalazine",3
"202","hsa04612","Antigen processing and presentation","4/81","415/20464",0.0824147621406937,0.11342229641145,0.0369341820953604,"dasatinib/pentoxifylline/doxycycline/sulfasalazine",4
"203","hsa00230","Purine metabolism","7/81","963/20464",0.0865933037572583,0.118585903667575,0.0386156293654354,"fludarabine/papaverine/dasatinib/ly-294002/pentoxifylline/zardaverine/bepridil",7
"204","hsa04141","Protein processing in endoplasmic reticulum","5/81","600/20464",0.0893488024088654,0.121759642498356,0.0396491073640992,"fludarabine/dasatinib/ly-294002/obatoclax/abt-737",5
"205","hsa05030","Cocaine addiction","5/81","617/20464",0.0977364305073089,0.132540135029424,0.0431596047426371,"thioridazine/as-605240/gabapentin/tetrindole/amantadine",5
