LV	Sample	Value	X	V1	V3	disease
122,REACTOME_DEVELOPMENTAL_BIOLOGY	SRR6078278	-0.009887415279037448	5	1593113	C21808	control
LV 123	SRR6078278	0.002124431441343949	5	1593113	C21808	control
124,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	SRR6078278	-0.02117177803469922	5	1593113	C21808	control
125,REACTOME_PHOSPHOLIPID_METABOLISM	SRR6078278	-0.01019332003993422	5	1593113	C21808	control
LV 126	SRR6078278	0.005121996922510271	5	1593113	C21808	control
127,REACTOME_NEURONAL_SYSTEM	SRR6078278	-0.0034728570273018554	5	1593113	C21808	control
128,KEGG_PURINE_METABOLISM	SRR6078278	-0.0016623682205508426	5	1593113	C21808	control
LV 129	SRR6078278	-0.013538468040751718	5	1593113	C21808	control
LV 130	SRR6078278	0.023066481965732837	5	1593113	C21808	control
131,REACTOME_OPIOID_SIGNALLING	SRR6078278	-0.024547518822241658	5	1593113	C21808	control
132,REACTOME_SIGNALING_BY_SCF_KIT	SRR6078278	-0.019579981129808216	5	1593113	C21808	control
133,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SRR6078278	-0.01545242565580817	5	1593113	C21808	control
134,REACTOME_DIABETES_PATHWAYS	SRR6078278	-0.024585881950708117	5	1593113	C21808	control
LV 135	SRR6078278	-0.012475353263799734	5	1593113	C21808	control
136,REACTOME_RNA_POL_I_PROMOTER_OPENING	SRR6078278	0.03752951611724412	5	1593113	C21808	control
LV 137	SRR6078278	-0.01289437164357656	5	1593113	C21808	control
LV 138	SRR6078278	-0.023622935046955573	5	1593113	C21808	control
139,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	SRR6078278	-0.003876587334042626	5	1593113	C21808	control
140,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	SRR6078278	-0.008392871038637237	5	1593113	C21808	control
141,DMAP_ERY5	SRR6078278	-0.0020397911574853685	5	1593113	C21808	control
LV 142	SRR6078278	-0.001173193755658723	5	1593113	C21808	control
LV 143	SRR6078278	-0.00557937267476601	5	1593113	C21808	control
144,REACTOME_SIGNALING_BY_RHO_GTPASES	SRR6078278	-0.018510591102023705	5	1593113	C21808	control
145,REACTOME_SIGNALING_BY_ILS	SRR6078278	-0.01069067768519003	5	1593113	C21808	control
146,KEGG_HEDGEHOG_SIGNALING_PATHWAY	SRR6078278	0.01280664625444748	5	1593113	C21808	control
147,PID_AURORA_B_PATHWAY	SRR6078278	-0.022326698135630742	5	1593113	C21808	control
148,REACTOME_IMMUNE_SYSTEM	SRR6078278	-0.010195774249988758	5	1593113	C21808	control
LV 149	SRR6078278	-0.018036833928748455	5	1593113	C21808	control
150,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	SRR6078278	-0.01984485874538505	5	1593113	C21808	control
151,IRIS_Monocyte-Day1	SRR6078278	-0.004049882404500525	5	1593113	C21808	control
152,KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	SRR6078278	-0.018496353259709615	5	1593113	C21808	control
LV 153	SRR6078278	-0.004195235747182989	5	1593113	C21808	control
LV 154	SRR6078278	-0.012230768559273193	5	1593113	C21808	control
155,KEGG_OOCYTE_MEIOSIS	SRR6078278	0.0034986359605014565	5	1593113	C21808	control
156,DMAP_MONO2	SRR6078278	-0.013320596083237582	5	1593113	C21808	control
157,PID_HES_HEYPATHWAY	SRR6078278	0.019781558929337185	5	1593113	C21808	control
LV 158	SRR6078278	-0.006360906654008619	5	1593113	C21808	control
LV 159	SRR6078278	7.131063929010003e-4	5	1593113	C21808	control
LV 160	SRR6078278	0.023080663955794868	5	1593113	C21808	control
161,PID_ARF6_TRAFFICKINGPATHWAY	SRR6078278	-0.021218541632687063	5	1593113	C21808	control
162,KEGG_GLYCOLYSIS_GLUCONEOGENESIS	SRR6078278	-0.018348697199708386	5	1593113	C21808	control
163,KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	SRR6078278	-0.023416474573828082	5	1593113	C21808	control
LV 164	SRR6078278	-0.007039280357742325	5	1593113	C21808	control
165,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	SRR6078278	-0.024887570414347623	5	1593113	C21808	control
LV 166	SRR6078278	8.118470274152157e-4	5	1593113	C21808	control
LV 167	SRR6078278	6.341758359431075e-4	5	1593113	C21808	control
168,REACTOME_MITOTIC_G1_G1_S_PHASES	SRR6078278	5.83787699999111e-4	5	1593113	C21808	control
169,IRIS_Monocyte-Day7	SRR6078278	-0.01738916658950645	5	1593113	C21808	control
170,KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	SRR6078278	-0.002207638846099376	5	1593113	C21808	control
171,REACTOME_CELL_CYCLE	SRR6078278	-0.02669247573420499	5	1593113	C21808	control
LV 172	SRR6078278	-0.014392595229466893	5	1593113	C21808	control
LV 173	SRR6078278	-0.005395686677125928	5	1593113	C21808	control
174,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SRR6078278	-0.019422327152077347	5	1593113	C21808	control
175,SVM NK cells activated	SRR6078278	0.0028687627382833272	5	1593113	C21808	control
176,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	SRR6078278	-0.017816545889260613	5	1593113	C21808	control
177,PID_CDC42_PATHWAY	SRR6078278	-0.02918476336420058	5	1593113	C21808	control
LV 178	SRR6078278	-0.0010009663818155725	5	1593113	C21808	control
LV 179	SRR6078278	-0.005509255622622727	5	1593113	C21808	control
LV 180	SRR6078278	-0.008392690634536246	5	1593113	C21808	control
LV 181	SRR6078278	-0.0017048898761441202	5	1593113	C21808	control
LV 182	SRR6078278	0.009940606500369585	5	1593113	C21808	control
183,IRIS_DendriticCell-LPSstimulated	SRR6078278	-0.004505867087845088	5	1593113	C21808	control
LV 184	SRR6078278	-0.006241266798430571	5	1593113	C21808	control
185,PID_DELTANP63PATHWAY	SRR6078278	0.041728928287860304	5	1593113	C21808	control
186,SVM T cells CD4 memory activated	SRR6078278	3.5234204041159666e-4	5	1593113	C21808	control
187,KEGG_OOCYTE_MEIOSIS	SRR6078278	-0.01569335000154879	5	1593113	C21808	control
188,KEGG_PATHWAYS_IN_CANCER	SRR6078278	0.028643018036878867	5	1593113	C21808	control
189,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SRR6078278	0.001569201056395784	5	1593113	C21808	control
190,MIPS_SPLICEOSOME	SRR6078278	-0.013924144091512759	5	1593113	C21808	control
191,KEGG_LYSOSOME	SRR6078278	-0.0719938546125616	5	1593113	C21808	control
LV 192	SRR6078278	0.003303104666661917	5	1593113	C21808	control
193,DMAP_ERY3	SRR6078278	-0.00988872944242019	5	1593113	C21808	control
194,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	SRR6078278	-0.017473102741926178	5	1593113	C21808	control
195,DMAP_MONO2	SRR6078278	-0.028764386744680993	5	1593113	C21808	control
196,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SRR6078278	0.005102959329734146	5	1593113	C21808	control
197,REACTOME_METABOLISM_OF_MRNA	SRR6078278	-3.74727507132977e-5	5	1593113	C21808	control
LV 198	SRR6078278	-0.01698400660436546	5	1593113	C21808	control
199,KEGG_AUTOIMMUNE_THYROID_DISEASE	SRR6078278	-0.009242416006133366	5	1593113	C21808	control
LV 200	SRR6078278	-0.006664017441277445	5	1593113	C21808	control
LV 201	SRR6078278	-0.010956036662321601	5	1593113	C21808	control
LV 202	SRR6078278	-0.008990666157443318	5	1593113	C21808	control
203,REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	SRR6078278	-0.007611913702910981	5	1593113	C21808	control
LV 204	SRR6078278	-0.006854878539426783	5	1593113	C21808	control
205,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SRR6078278	-9.185753359398623e-4	5	1593113	C21808	control
LV 206	SRR6078278	-0.013322212737267313	5	1593113	C21808	control
207,REACTOME_METABOLISM_OF_RNA	SRR6078278	-0.003255543464057955	5	1593113	C21808	control
208,REACTOME_HIV_INFECTION	SRR6078278	-0.005191001738272461	5	1593113	C21808	control
LV 209	SRR6078278	-0.0068989422679547495	5	1593113	C21808	control
210,PID_NOTCH_PATHWAY	SRR6078278	0.0029749477801856673	5	1593113	C21808	control
LV 211	SRR6078278	-0.007251546842008832	5	1593113	C21808	control
LV 212	SRR6078278	1.0370111753653724e-4	5	1593113	C21808	control
213,REACTOME_TELOMERE_MAINTENANCE	SRR6078278	-0.010922169387758049	5	1593113	C21808	control
LV 214	SRR6078278	-0.0016042530887749795	5	1593113	C21808	control
LV 215	SRR6078278	-0.00269086349397417	5	1593113	C21808	control
216,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	SRR6078278	-0.09337094865333029	5	1593113	C21808	control
LV 217	SRR6078278	-0.0087936547480977	5	1593113	C21808	control
LV 218	SRR6078278	-0.006457305635036478	5	1593113	C21808	control
219,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	SRR6078278	-0.013306083421064908	5	1593113	C21808	control
220,REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	SRR6078278	-0.01560959478236187	5	1593113	C21808	control
221,DMAP_ERY4	SRR6078278	-0.0017610747688842888	5	1593113	C21808	control
222,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	SRR6078278	-0.00467467817242155	5	1593113	C21808	control
LV 223	SRR6078278	0.007527364647534443	5	1593113	C21808	control
224,DMAP_HSC1	SRR6078278	-0.016313295920171278	5	1593113	C21808	control
LV 225	SRR6078278	-0.013542599960075931	5	1593113	C21808	control
LV 226	SRR6078278	-0.008666992623980659	5	1593113	C21808	control
LV 227	SRR6078278	0.0038859841680863854	5	1593113	C21808	control
228,SVM NK cells activated	SRR6078278	-0.009521995646930494	5	1593113	C21808	control
229,MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX	SRR6078278	-0.01490690959898456	5	1593113	C21808	control
230,REACTOME_CELL_CYCLE	SRR6078278	-3.20133037264891e-4	5	1593113	C21808	control
231,PID_AURORA_B_PATHWAY	SRR6078278	-0.007765245090595112	5	1593113	C21808	control
LV 232	SRR6078278	-8.88677990797743e-4	5	1593113	C21808	control
233,DMAP_ERY5	SRR6078278	-0.006635873348400807	5	1593113	C21808	control
LV 234	SRR6078278	-0.0029895472556025517	5	1593113	C21808	control
235,IRIS_PlasmaCell-FromBoneMarrow	SRR6078278	-0.0028338993539779507	5	1593113	C21808	control
236,REACTOME_MEIOSIS	SRR6078278	-0.004643127428072501	5	1593113	C21808	control
237,SVM Macrophages M0	SRR6078278	-0.011214734190747491	5	1593113	C21808	control
238,KEGG_ECM_RECEPTOR_INTERACTION	SRR6078278	-0.07839365193543558	5	1593113	C21808	control
LV 239	SRR6078278	-0.007645935882775226	5	1593113	C21808	control
LV 240	SRR6078278	-0.021275292518301063	5	1593113	C21808	control
241,KEGG_GLIOMA	SRR6078278	0.006568839739880831	5	1593113	C21808	control
LV 242	SRR6078278	0.017221126295058956	5	1593113	C21808	control
LV 243	SRR6078278	0.0012370595171658082	5	1593113	C21808	control
LV 244	SRR6078278	-0.005095095898462446	5	1593113	C21808	control
LV 245	SRR6078278	-0.016683512585027434	5	1593113	C21808	control
LV 246	SRR6078278	-0.004792223265411012	5	1593113	C21808	control
LV 247	SRR6078278	-0.017324064852409695	5	1593113	C21808	control
248,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	SRR6078278	-0.004375846541081343	5	1593113	C21808	control
LV 249	SRR6078278	-0.0015417732294388505	5	1593113	C21808	control
250,DMAP_HSC1	SRR6078278	-0.01460057406134799	5	1593113	C21808	control
LV 251	SRR6078278	-0.012883383805840032	5	1593113	C21808	control
LV 252	SRR6078278	-0.0029969734720959647	5	1593113	C21808	control
253,KEGG_HEMATOPOIETIC_CELL_LINEAGE	SRR6078278	-0.007376953936442799	5	1593113	C21808	control
LV 254	SRR6078278	-0.009624022805169647	5	1593113	C21808	control
255,KEGG_BASAL_CELL_CARCINOMA	SRR6078278	0.007700697320605901	5	1593113	C21808	control
LV 256	SRR6078278	-0.01238665772964039	5	1593113	C21808	control
LV 257	SRR6078278	0.0014267040078470153	5	1593113	C21808	control
LV 258	SRR6078278	-0.014408766858340782	5	1593113	C21808	control
259,KEGG_PEROXISOME	SRR6078278	-0.0417340506849044	5	1593113	C21808	control
LV 260	SRR6078278	0.01785049888161933	5	1593113	C21808	control
LV 261	SRR6078278	-0.006582102745644825	5	1593113	C21808	control
LV 262	SRR6078278	-0.015961142888189454	5	1593113	C21808	control
LV 263	SRR6078278	-0.004501836866112694	5	1593113	C21808	control
264,REACTOME_METABOLISM_OF_PROTEINS	SRR6078278	-0.01640198824531605	5	1593113	C21808	control
LV 265	SRR6078278	0.0041862132346379005	5	1593113	C21808	control
266,IRIS_Monocyte-Day1	SRR6078278	-0.011925214471868107	5	1593113	C21808	control
LV 267	SRR6078278	-0.012636433551798273	5	1593113	C21808	control
268,SVM Mast cells activated	SRR6078278	0.003669289674658556	5	1593113	C21808	control
LV 269	SRR6078278	0.0020856439282416943	5	1593113	C21808	control
270,KEGG_CELL_CYCLE	SRR6078278	-0.013296773079376264	5	1593113	C21808	control
271,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	SRR6078278	-0.014259131251560003	5	1593113	C21808	control
LV 272	SRR6078278	-0.0043285778542076015	5	1593113	C21808	control
LV 273	SRR6078278	-0.008655457559044484	5	1593113	C21808	control
LV 274	SRR6078278	-0.016471780455302634	5	1593113	C21808	control
LV 275	SRR6078278	-0.013765198635506716	5	1593113	C21808	control
LV 276	SRR6078278	-0.005753302854592002	5	1593113	C21808	control
277,PID_IL4_2PATHWAY	SRR6078278	0.03164378332260021	5	1593113	C21808	control
278,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	SRR6078278	-0.0016585221086148627	5	1593113	C21808	control
279,REACTOME_IMMUNE_SYSTEM	SRR6078278	3.790630867572557e-4	5	1593113	C21808	control
LV 280	SRR6078278	0.01205070539043554	5	1593113	C21808	control
281,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	SRR6078278	-0.004414065672762908	5	1593113	C21808	control
282,KEGG_RNA_DEGRADATION	SRR6078278	-0.020478510705099387	5	1593113	C21808	control
283,IRIS_Monocyte-Day0	SRR6078278	0.008946726938049644	5	1593113	C21808	control
284,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	SRR6078278	-0.01066676808873881	5	1593113	C21808	control
LV 285	SRR6078278	0.0179206803612916	5	1593113	C21808	control
LV 286	SRR6078278	-2.538349283586205e-4	5	1593113	C21808	control
287,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	SRR6078278	0.038456134962952616	5	1593113	C21808	control
LV 288	SRR6078278	0.007118858959589092	5	1593113	C21808	control
LV 289	SRR6078278	-0.01532716743769817	5	1593113	C21808	control
290,PID_TCR_PATHWAY	SRR6078278	0.005524011291512186	5	1593113	C21808	control
LV 291	SRR6078278	0.015988944289310754	5	1593113	C21808	control
292,SVM T cells CD4 memory resting	SRR6078278	-0.03632511874481853	5	1593113	C21808	control
LV 293	SRR6078278	-0.005262608605286546	5	1593113	C21808	control
LV 294	SRR6078278	0.0038948764445441188	5	1593113	C21808	control
295,PID_ATF2_PATHWAY	SRR6078278	0.0450199693646491	5	1593113	C21808	control
LV 296	SRR6078278	0.0073639064817846885	5	1593113	C21808	control
LV 297	SRR6078278	-0.014247600418027534	5	1593113	C21808	control
LV 298	SRR6078278	-0.01602042520096589	5	1593113	C21808	control
299,KEGG_MELANOGENESIS	SRR6078278	0.017704333614729124	5	1593113	C21808	control
LV 300	SRR6078278	-0.01052887476570901	5	1593113	C21808	control
LV 301	SRR6078278	-0.007714833464351813	5	1593113	C21808	control
302,REACTOME_MEMBRANE_TRAFFICKING	SRR6078278	-0.0568917606779371	5	1593113	C21808	control
303,MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX	SRR6078278	-0.006991806117497581	5	1593113	C21808	control
LV 304	SRR6078278	-0.016585588757025406	5	1593113	C21808	control
LV 305	SRR6078278	-0.006293186367574742	5	1593113	C21808	control
LV 306	SRR6078278	-0.011598375043508387	5	1593113	C21808	control
LV 307	SRR6078278	0.0022438496125031177	5	1593113	C21808	control
LV 308	SRR6078278	-0.017086385853163338	5	1593113	C21808	control
309,REACTOME_IMMUNE_SYSTEM	SRR6078278	-0.013131832551161914	5	1593113	C21808	control
310,REACTOME_DNA_STRAND_ELONGATION	SRR6078278	-0.027065435272098207	5	1593113	C21808	control
LV 311	SRR6078278	-0.007751124706661779	5	1593113	C21808	control
312,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	SRR6078278	0.0026950895802587906	5	1593113	C21808	control
LV 313	SRR6078278	-0.016684199118597868	5	1593113	C21808	control
LV 314	SRR6078278	-0.009848908078240282	5	1593113	C21808	control
315,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	SRR6078278	-0.05196659690675052	5	1593113	C21808	control
LV 316	SRR6078278	-0.016367040488307876	5	1593113	C21808	control
LV 317	SRR6078278	-0.003845818189919479	5	1593113	C21808	control
LV 318	SRR6078278	0.008096586837733153	5	1593113	C21808	control
LV 319	SRR6078278	-0.0012864358620044995	5	1593113	C21808	control
320,REACTOME_METABOLISM_OF_MRNA	SRR6078278	-0.015046009905691358	5	1593113	C21808	control
321,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	SRR6078278	-0.016212368870728102	5	1593113	C21808	control
LV 322	SRR6078278	-0.016209587305558146	5	1593113	C21808	control
323,REACTOME_METABOLISM_OF_MRNA	SRR6078278	-0.008306672224800147	5	1593113	C21808	control
LV 324	SRR6078278	-0.003978712236563428	5	1593113	C21808	control
325,REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	SRR6078278	-0.005923787419711109	5	1593113	C21808	control
LV 326	SRR6078278	-0.004518153352604579	5	1593113	C21808	control
LV 327	SRR6078278	-0.013203654688270144	5	1593113	C21808	control
LV 328	SRR6078278	0.006463423582421353	5	1593113	C21808	control
329,KEGG_MAPK_SIGNALING_PATHWAY	SRR6078278	-0.009353569009006989	5	1593113	C21808	control
330,MIPS_40S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC	SRR6078278	-0.017257753267167903	5	1593113	C21808	control
331,DMAP_ERY3	SRR6078278	0.02559707700870659	5	1593113	C21808	control
332,REACTOME_IMMUNE_SYSTEM	SRR6078278	0.015473602713552973	5	1593113	C21808	control
333,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	SRR6078278	-0.016891663947971626	5	1593113	C21808	control
334,REACTOME_AXON_GUIDANCE	SRR6078278	0.013098496691504187	5	1593113	C21808	control
335,KEGG_ADHERENS_JUNCTION	SRR6078278	-0.0019156466529853741	5	1593113	C21808	control
LV 336	SRR6078278	0.0029348288833769237	5	1593113	C21808	control
LV 337	SRR6078278	0.014452280177473374	5	1593113	C21808	control
338,KEGG_SPLICEOSOME	SRR6078278	-0.011976296022506447	5	1593113	C21808	control
339,REACTOME_TRNA_AMINOACYLATION	SRR6078278	-0.07005589463861306	5	1593113	C21808	control
340,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	SRR6078278	-0.013062009764465034	5	1593113	C21808	control
LV 341	SRR6078278	0.022407069988782394	5	1593113	C21808	control
LV 342	SRR6078278	-0.004618631816512477	5	1593113	C21808	control
LV 343	SRR6078278	-0.0057750501248485285	5	1593113	C21808	control
LV 344	SRR6078278	-0.00128052644329547	5	1593113	C21808	control
LV 345	SRR6078278	-0.008427280790080375	5	1593113	C21808	control
LV 346	SRR6078278	0.004890265281605597	5	1593113	C21808	control
347,SVM T cells CD8	SRR6078278	-3.805990140786214e-4	5	1593113	C21808	control
LV 348	SRR6078278	0.0073189256400223775	5	1593113	C21808	control
LV 349	SRR6078278	-0.001981594729226679	5	1593113	C21808	control
LV 350	SRR6078278	-0.006308010896261261	5	1593113	C21808	control
351,REACTOME_METABOLISM_OF_MRNA	SRR6078278	0.01361943118420152	5	1593113	C21808	control
352,DMAP_DENDA1	SRR6078278	0.009214357757301363	5	1593113	C21808	control
LV 353	SRR6078278	-0.003614432424119997	5	1593113	C21808	control
LV 354	SRR6078278	-0.009978270156175905	5	1593113	C21808	control
LV 355	SRR6078278	-0.011867923459154217	5	1593113	C21808	control
356,PID_P53DOWNSTREAMPATHWAY	SRR6078278	-0.002321822429644356	5	1593113	C21808	control
LV 357	SRR6078278	-0.004910488396386945	5	1593113	C21808	control
LV 358	SRR6078278	-0.023134531010352413	5	1593113	C21808	control
LV 359	SRR6078278	-0.013791019333953061	5	1593113	C21808	control
LV 360	SRR6078278	-0.005195952486659129	5	1593113	C21808	control
LV 361	SRR6078278	-0.004560095231614671	5	1593113	C21808	control
362,REACTOME_DEVELOPMENTAL_BIOLOGY	SRR6078278	-0.027691774970193796	5	1593113	C21808	control
LV 363	SRR6078278	0.008782844628458837	5	1593113	C21808	control
LV 364	SRR6078278	-0.006105984982437939	5	1593113	C21808	control
365,DMAP_EOS2	SRR6078278	6.078200009127746e-4	5	1593113	C21808	control
LV 366	SRR6078278	-0.016457034200824783	5	1593113	C21808	control
LV 367	SRR6078278	-0.022348188037088726	5	1593113	C21808	control
LV 368	SRR6078278	-0.004274435307695411	5	1593113	C21808	control
369,PID_CMYB_PATHWAY	SRR6078278	-0.006445712745334096	5	1593113	C21808	control
370,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078278	-0.008909025898495706	5	1593113	C21808	control
371,PID_ERBB1_DOWNSTREAM_PATHWAY	SRR6078278	-0.019196475667428676	5	1593113	C21808	control
372,REACTOME_METABOLISM_OF_RNA	SRR6078278	0.008049720741842072	5	1593113	C21808	control
373,REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	SRR6078278	0.016907848549160092	5	1593113	C21808	control
374,DMAP_TCELLA2	SRR6078278	0.01599463489329391	5	1593113	C21808	control
375,REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	SRR6078278	-0.01553539078467785	5	1593113	C21808	control
LV 376	SRR6078278	-0.008466815838747217	5	1593113	C21808	control
LV 377	SRR6078278	0.040907101183169155	5	1593113	C21808	control
378,REACTOME_IMMUNE_SYSTEM	SRR6078278	-0.009814454195389318	5	1593113	C21808	control
379,KEGG_LYSOSOME	SRR6078278	-0.017678449127312475	5	1593113	C21808	control
380,PID_P53DOWNSTREAMPATHWAY	SRR6078278	0.008331534495290489	5	1593113	C21808	control
381,MIPS_C_COMPLEX_SPLICEOSOME	SRR6078278	-0.002258158643883266	5	1593113	C21808	control
382,MIPS_55S_RIBOSOME_MITOCHONDRIAL	SRR6078278	-0.037405127271431825	5	1593113	C21808	control
383,MIPS_SPLICEOSOME	SRR6078278	-0.01568332131516753	5	1593113	C21808	control
384,PID_INTEGRIN1_PATHWAY	SRR6078278	-0.004522602966338155	5	1593113	C21808	control
LV 385	SRR6078278	-0.013312743270788085	5	1593113	C21808	control
1,IRIS_Monocyte-Day1	SRR6078279	0.014951559917772982	6	1593143	C2671	control
2,REACTOME_CELL_CYCLE	SRR6078279	-0.04151541718684145	6	1593143	C2671	control
3,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	SRR6078279	0.021246874523397744	6	1593143	C2671	control
4,REACTOME_METABOLISM_OF_NUCLEOTIDES	SRR6078279	-0.0110858742605111	6	1593143	C2671	control
5,REACTOME_NEURONAL_SYSTEM	SRR6078279	0.06711017496011183	6	1593143	C2671	control
6,KEGG_HEDGEHOG_SIGNALING_PATHWAY	SRR6078279	-0.008851161308707993	6	1593143	C2671	control
7,REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	SRR6078279	0.08652011015595414	6	1593143	C2671	control
8,REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	SRR6078279	0.1102430557005205	6	1593143	C2671	control
9,MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX	SRR6078279	-0.016353661398083717	6	1593143	C2671	control
10,SVM T cells CD4 memory resting	SRR6078279	0.01106285183203388	6	1593143	C2671	control
11,IRIS_DendriticCell-Control	SRR6078279	-0.03283885052198936	6	1593143	C2671	control
12,SVM Neutrophils	SRR6078279	0.0018380806982354633	6	1593143	C2671	control
13,REACTOME_DEVELOPMENTAL_BIOLOGY	SRR6078279	0.022114486959852346	6	1593143	C2671	control
14,KEGG_BASAL_CELL_CARCINOMA	SRR6078279	0.024658891394243144	6	1593143	C2671	control
15,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	SRR6078279	0.02180677577332488	6	1593143	C2671	control
16,KEGG_CALCIUM_SIGNALING_PATHWAY	SRR6078279	0.027729870853020578	6	1593143	C2671	control
17,BIOCARTA_CHREBP2_PATHWAY	SRR6078279	0.03569192673701659	6	1593143	C2671	control
18,REACTOME_COLLAGEN_FORMATION	SRR6078279	0.004987380842673355	6	1593143	C2671	control
19,REACTOME_PEPTIDE_CHAIN_ELONGATION	SRR6078279	0.06135749994366203	6	1593143	C2671	control
20,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	SRR6078279	-0.0033897285441250816	6	1593143	C2671	control
21,SVM Macrophages M1	SRR6078279	0.0013709151804741349	6	1593143	C2671	control
22,MIPS_SPLICEOSOME	SRR6078279	0.11765270519587161	6	1593143	C2671	control
23,DMAP_ERY4	SRR6078279	0.014221509603668138	6	1593143	C2671	control
24,REACTOME_PLATELET_HOMEOSTASIS	SRR6078279	0.04128640936972714	6	1593143	C2671	control
25,REACTOME_COLLAGEN_FORMATION	SRR6078279	0.07031668802640025	6	1593143	C2671	control
26,IRIS_Neutrophil-Resting	SRR6078279	-0.030706206824726284	6	1593143	C2671	control
LV 27	SRR6078279	-0.01147937169186023	6	1593143	C2671	control
28,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	SRR6078279	0.0026718576489665885	6	1593143	C2671	control
29,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	SRR6078279	0.0033046593359315393	6	1593143	C2671	control
30,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	SRR6078279	0.011493746676690437	6	1593143	C2671	control
31,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	SRR6078279	0.01940835674507277	6	1593143	C2671	control
32,PID_ANGIOPOIETINRECEPTOR_PATHWAY	SRR6078279	-2.3671682361277508e-4	6	1593143	C2671	control
33,IRIS_Monocyte-Day7	SRR6078279	0.046383545645080994	6	1593143	C2671	control
34,REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	SRR6078279	-0.002096011342053209	6	1593143	C2671	control
35,DMAP_MEGA2	SRR6078279	0.004492840129454812	6	1593143	C2671	control
36,DMAP_HSC3	SRR6078279	0.0068677453568981445	6	1593143	C2671	control
37,KEGG_PPAR_SIGNALING_PATHWAY	SRR6078279	0.005882970299822177	6	1593143	C2671	control
38,KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	SRR6078279	0.02335925637151864	6	1593143	C2671	control
39,KEGG_CELL_ADHESION_MOLECULES_CAMS	SRR6078279	0.006106070381173662	6	1593143	C2671	control
