LV	Sample	Value	X	V1	V3	disease
38,DMAP_ERY3	SRR6078280	0.0056716544086497294	7	1593366	C288	control
39,REACTOME_NEURONAL_SYSTEM	SRR6078280	-1.6720807499647937e-4	7	1593366	C288	control
40,DMAP_NKA3	SRR6078280	0.02443028929461433	7	1593366	C288	control
41,REACTOME_DEVELOPMENTAL_BIOLOGY	SRR6078280	-0.022853771763453573	7	1593366	C288	control
42,IRIS_Bcell-Memory_IgM	SRR6078280	0.009127589816755849	7	1593366	C288	control
43,REACTOME_CELL_CYCLE	SRR6078280	0.002196427175483943	7	1593366	C288	control
44,REACTOME_PHOSPHOLIPID_METABOLISM	SRR6078280	0.018845322743836795	7	1593366	C288	control
45,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	SRR6078280	-0.021365969778576088	7	1593366	C288	control
46,REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	SRR6078280	0.00912554883713551	7	1593366	C288	control
47,KEGG_CARDIAC_MUSCLE_CONTRACTION	SRR6078280	-0.010971689162857715	7	1593366	C288	control
48,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	SRR6078280	0.033354969373372165	7	1593366	C288	control
49,IRIS_Monocyte-Day7	SRR6078280	0.010974372651926655	7	1593366	C288	control
50,REACTOME_COLLAGEN_FORMATION	SRR6078280	-0.01246902733676987	7	1593366	C288	control
51,REACTOME_IMMUNE_SYSTEM	SRR6078280	0.018205708406919596	7	1593366	C288	control
52,IRIS_Neutrophil-Resting	SRR6078280	-0.02704680781586053	7	1593366	C288	control
53,PID_AR_TF_PATHWAY	SRR6078280	-0.0012308011678356966	7	1593366	C288	control
54,REACTOME_BIOLOGICAL_OXIDATIONS	SRR6078280	0.025816744692586397	7	1593366	C288	control
55,REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	SRR6078280	0.06008922736952295	7	1593366	C288	control
56,SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	SRR6078280	1.3099302810849788e-4	7	1593366	C288	control
57,SVM Dendritic cells activated	SRR6078280	-0.002426964725706817	7	1593366	C288	control
58,IRIS_Neutrophil-Resting	SRR6078280	0.002461846199134	7	1593366	C288	control
59,PID_CD8TCRPATHWAY	SRR6078280	-0.007405417156720244	7	1593366	C288	control
60,REACTOME_NEURONAL_SYSTEM	SRR6078280	0.018922021823344543	7	1593366	C288	control
61,KEGG_DILATED_CARDIOMYOPATHY	SRR6078280	-0.04032803987316029	7	1593366	C288	control
62,SVM Mast cells resting	SRR6078280	0.007634928569734439	7	1593366	C288	control
63,REACTOME_TRANSLATION	SRR6078280	-0.009543517782298505	7	1593366	C288	control
64,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	SRR6078280	-0.01738582657926117	7	1593366	C288	control
65,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	SRR6078280	-0.07069347025514892	7	1593366	C288	control
66,SVM T cells follicular helper	SRR6078280	-0.0036685390523141545	7	1593366	C288	control
67,IRIS_Monocyte-Day1	SRR6078280	-0.00832210403736433	7	1593366	C288	control
68,IRIS_Monocyte-Day1	SRR6078280	-0.01944354481437258	7	1593366	C288	control
69,IRIS_NKcell-control	SRR6078280	-0.004119907596760581	7	1593366	C288	control
70,REACTOME_IMMUNE_SYSTEM	SRR6078280	-0.011270917864044267	7	1593366	C288	control
71,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	SRR6078280	0.001006020135008975	7	1593366	C288	control
72,SVM Macrophages M1	SRR6078280	-0.011939451899878118	7	1593366	C288	control
73,KEGG_RNA_DEGRADATION	SRR6078280	0.0015994776098421067	7	1593366	C288	control
74,KEGG_AUTOIMMUNE_THYROID_DISEASE	SRR6078280	-0.008482623163765527	7	1593366	C288	control
75,PID_MTOR_4PATHWAY	SRR6078280	0.009033124478649904	7	1593366	C288	control
LV 76	SRR6078280	0.03903516851573907	7	1593366	C288	control
77,REACTOME_CELL_JUNCTION_ORGANIZATION	SRR6078280	-0.013905383151687616	7	1593366	C288	control
78,PID_ANGIOPOIETINRECEPTOR_PATHWAY	SRR6078280	-0.024891310964563623	7	1593366	C288	control
79,KEGG_OXIDATIVE_PHOSPHORYLATION	SRR6078280	0.01363902192100167	7	1593366	C288	control
80,SVM T cells CD4 memory activated	SRR6078280	0.0198711137727419	7	1593366	C288	control
81,REACTOME_POTASSIUM_CHANNELS	SRR6078280	-0.023733801657176763	7	1593366	C288	control
82,REACTOME_METABOLISM_OF_PROTEINS	SRR6078280	-0.02130442969991182	7	1593366	C288	control
83,PID_NOTCH_PATHWAY	SRR6078280	0.008354572553838485	7	1593366	C288	control
84,REACTOME_SIGNALING_BY_ERBB4	SRR6078280	-0.008476260408738234	7	1593366	C288	control
85,IRIS_DendriticCell-Control	SRR6078280	-0.0014615619593808873	7	1593366	C288	control
86,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	SRR6078280	-0.004693807873620019	7	1593366	C288	control
87,KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	SRR6078280	0.019207780062114908	7	1593366	C288	control
88,KEGG_LYSOSOME	SRR6078280	-0.053907773377325996	7	1593366	C288	control
89,REACTOME_AXON_GUIDANCE	SRR6078280	0.016013833123469847	7	1593366	C288	control
90,KEGG_AXON_GUIDANCE	SRR6078280	-0.025262088263376403	7	1593366	C288	control
LV 91	SRR6078280	0.022953585652929567	7	1593366	C288	control
92,REACTOME_METABOLISM_OF_PROTEINS	SRR6078280	-0.004117835973731468	7	1593366	C288	control
93,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	SRR6078280	-0.03288621803915718	7	1593366	C288	control
94,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	SRR6078280	-0.002610601449167882	7	1593366	C288	control
95,IRIS_DendriticCell-LPSstimulated	SRR6078280	-0.003793761613913641	7	1593366	C288	control
96,DMAP_BCELLA1	SRR6078280	-0.006670894340413885	7	1593366	C288	control
97,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	SRR6078280	-0.0037885195492449175	7	1593366	C288	control
98,PID_ATM_PATHWAY	SRR6078280	0.017274597896718744	7	1593366	C288	control
99,REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	SRR6078280	-0.018601061600793434	7	1593366	C288	control
100,REACTOME_METABOLISM_OF_NON_CODING_RNA	SRR6078280	-0.017222665590821716	7	1593366	C288	control
101,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	SRR6078280	-0.002505150456961357	7	1593366	C288	control
102,DMAP_MONO1	SRR6078280	0.0034591906539627286	7	1593366	C288	control
103,REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	SRR6078280	0.00406009291079539	7	1593366	C288	control
104,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	SRR6078280	-0.0033423070710265203	7	1593366	C288	control
105,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	SRR6078280	0.021208038318034618	7	1593366	C288	control
106,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	SRR6078280	-0.003965473995758792	7	1593366	C288	control
107,REACTOME_METABOLISM_OF_PROTEINS	SRR6078280	-0.0038197471120134325	7	1593366	C288	control
108,IRIS_Monocyte-Day1	SRR6078280	-0.01814620543154006	7	1593366	C288	control
109,PID_TAP63PATHWAY	SRR6078280	0.014295155437494584	7	1593366	C288	control
110,KEGG_RIBOSOME	SRR6078280	0.021838876111023534	7	1593366	C288	control
LV 111	SRR6078280	-0.013075629639380422	7	1593366	C288	control
112,KEGG_ENDOCYTOSIS	SRR6078280	-0.012013517613077482	7	1593366	C288	control
113,KEGG_PURINE_METABOLISM	SRR6078280	0.020848565655814458	7	1593366	C288	control
114,REACTOME_NEURONAL_SYSTEM	SRR6078280	0.004940389680409326	7	1593366	C288	control
115,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	SRR6078280	-0.007915390891063176	7	1593366	C288	control
116,PID_P75NTRPATHWAY	SRR6078280	0.0059469572252567144	7	1593366	C288	control
117,KEGG_HUNTINGTONS_DISEASE	SRR6078280	0.009740046265577942	7	1593366	C288	control
118,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	SRR6078280	-0.005343384649916544	7	1593366	C288	control
119,REACTOME_CELL_CELL_COMMUNICATION	SRR6078280	-0.015558004164917245	7	1593366	C288	control
120,REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	SRR6078280	0.015601208831514257	7	1593366	C288	control
121,REACTOME_RNA_POL_I_PROMOTER_OPENING	SRR6078280	-0.029913358201752848	7	1593366	C288	control
122,REACTOME_INNATE_IMMUNE_SYSTEM	SRR6078280	0.01343373012480383	7	1593366	C288	control
123,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	SRR6078280	0.0070502704157190685	7	1593366	C288	control
124,REACTOME_DNA_REPAIR	SRR6078280	9.324554341500277e-4	7	1593366	C288	control
125,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	SRR6078280	0.008876323597215977	7	1593366	C288	control
126,SVM Dendritic cells resting	SRR6078280	0.01803722751530138	7	1593366	C288	control
127,KEGG_PARKINSONS_DISEASE	SRR6078280	0.0221303455881719	7	1593366	C288	control
128,SVM Macrophages M1	SRR6078280	0.008262987563336452	7	1593366	C288	control
129,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	SRR6078280	-9.417056516762233e-4	7	1593366	C288	control
130,REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	SRR6078280	0.025409233265819894	7	1593366	C288	control
131,PID_RHOA_PATHWAY	SRR6078280	-0.0021190182989804665	7	1593366	C288	control
132,PID_RHOA_REG_PATHWAY	SRR6078280	-0.0252587229805926	7	1593366	C288	control
133,REACTOME_HIV_INFECTION	SRR6078280	0.015347349272058925	7	1593366	C288	control
LV 134	SRR6078280	-0.03921947233820219	7	1593366	C288	control
135,REACTOME_GLUCOSE_METABOLISM	SRR6078280	-0.0016931481990684906	7	1593366	C288	control
136,REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	SRR6078280	0.019433353259047128	7	1593366	C288	control
LV 137	SRR6078280	0.006204135778280641	7	1593366	C288	control
138,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	SRR6078280	0.004982386536691931	7	1593366	C288	control
139,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	SRR6078280	-0.018952239257499764	7	1593366	C288	control
LV 140	SRR6078280	0.0073593312224395245	7	1593366	C288	control
141,IRIS_DendriticCell-LPSstimulated	SRR6078280	0.013245756760559377	7	1593366	C288	control
LV 142	SRR6078280	0.0015469673303787242	7	1593366	C288	control
143,REACTOME_CELL_CYCLE_MITOTIC	SRR6078280	-7.658191926466218e-4	7	1593366	C288	control
LV 144	SRR6078280	0.0034617871144810007	7	1593366	C288	control
145,REACTOME_GLUCOSE_METABOLISM	SRR6078280	-0.0010150217407697342	7	1593366	C288	control
146,KEGG_OXIDATIVE_PHOSPHORYLATION	SRR6078280	2.828932313912738e-4	7	1593366	C288	control
147,REACTOME_NEURONAL_SYSTEM	SRR6078280	-0.006891022127755905	7	1593366	C288	control
148,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	SRR6078280	-0.018333179163268543	7	1593366	C288	control
149,KEGG_ECM_RECEPTOR_INTERACTION	SRR6078280	-0.05220578993679664	7	1593366	C288	control
150,KEGG_PARKINSONS_DISEASE	SRR6078280	-0.015394814467663956	7	1593366	C288	control
151,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	SRR6078280	-0.0022237195839148894	7	1593366	C288	control
152,KEGG_PARKINSONS_DISEASE	SRR6078280	0.005649398739960079	7	1593366	C288	control
153,REACTOME_PI_METABOLISM	SRR6078280	0.022615386241105293	7	1593366	C288	control
154,MIPS_55S_RIBOSOME_MITOCHONDRIAL	SRR6078280	0.010278753801298314	7	1593366	C288	control
155,REACTOME_INNATE_IMMUNE_SYSTEM	SRR6078280	-0.010461479608490793	7	1593366	C288	control
156,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	SRR6078280	-0.00258623463004908	7	1593366	C288	control
157,REACTOME_RNA_POL_II_TRANSCRIPTION	SRR6078280	0.016097711814330062	7	1593366	C288	control
158,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078280	0.008813680877953896	7	1593366	C288	control
159,REACTOME_IMMUNE_SYSTEM	SRR6078280	-0.006546424420308139	7	1593366	C288	control
LV 160	SRR6078280	-0.024230397014690454	7	1593366	C288	control
161,PID_NOTCH_PATHWAY	SRR6078280	0.019394419341932857	7	1593366	C288	control
162,KEGG_LYSOSOME	SRR6078280	-0.03820187140679399	7	1593366	C288	control
163,REACTOME_COLLAGEN_FORMATION	SRR6078280	-0.03205819831001447	7	1593366	C288	control
164,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SRR6078280	0.01676006918102727	7	1593366	C288	control
165,REACTOME_PROTEIN_FOLDING	SRR6078280	0.013230487532230531	7	1593366	C288	control
166,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	SRR6078280	-0.01554877923196125	7	1593366	C288	control
167,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	SRR6078280	0.01664991812236004	7	1593366	C288	control
168,PID_HDAC_CLASSI_PATHWAY	SRR6078280	0.007726236843388698	7	1593366	C288	control
169,REACTOME_MITOTIC_M_M_G1_PHASES	SRR6078280	-0.016398952818919434	7	1593366	C288	control
170,PID_LKB1_PATHWAY	SRR6078280	-0.004782142731296391	7	1593366	C288	control
LV 171	SRR6078280	0.00804405760391247	7	1593366	C288	control
172,SVM B cells memory	SRR6078280	-0.0033232129437931503	7	1593366	C288	control
173,REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	SRR6078280	-0.020708608929151027	7	1593366	C288	control
174,REACTOME_GPCR_DOWNSTREAM_SIGNALING	SRR6078280	-0.005879974477977226	7	1593366	C288	control
175,MIPS_C_COMPLEX_SPLICEOSOME	SRR6078280	-0.02084284035635024	7	1593366	C288	control
176,REACTOME_METABOLISM_OF_PROTEINS	SRR6078280	0.0056708479560028295	7	1593366	C288	control
177,DMAP_ERY4	SRR6078280	-0.014661280296422162	7	1593366	C288	control
LV 178	SRR6078280	0.008104114927729937	7	1593366	C288	control
LV 179	SRR6078280	-0.015101656718603697	7	1593366	C288	control
180,REACTOME_METABOLISM_OF_PROTEINS	SRR6078280	0.0039260413789040105	7	1593366	C288	control
LV 181	SRR6078280	0.004140499097269127	7	1593366	C288	control
182,REACTOME_AXON_GUIDANCE	SRR6078280	-0.005902197333577743	7	1593366	C288	control
183,REACTOME_MEIOTIC_RECOMBINATION	SRR6078280	-0.02888573224881772	7	1593366	C288	control
184,KEGG_SPLICEOSOME	SRR6078280	0.008713626271113998	7	1593366	C288	control
LV 185	SRR6078280	-0.01865192107956516	7	1593366	C288	control
186,REACTOME_NEURONAL_SYSTEM	SRR6078280	-0.017596172442636407	7	1593366	C288	control
187,REACTOME_SIGNALLING_BY_NGF	SRR6078280	-0.007035013307706286	7	1593366	C288	control
188,MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	SRR6078280	0.00756136997506648	7	1593366	C288	control
189,PID_PI3KCIAKTPATHWAY	SRR6078280	-0.0016369754428636695	7	1593366	C288	control
190,KEGG_PURINE_METABOLISM	SRR6078280	0.0031113460482174622	7	1593366	C288	control
191,PID_MYC_REPRESSPATHWAY	SRR6078280	0.0072678438901270246	7	1593366	C288	control
192,SVM NK cells activated	SRR6078280	-0.010786686988601149	7	1593366	C288	control
193,REACTOME_SIGNALING_BY_SCF_KIT	SRR6078280	-0.015431865223450322	7	1593366	C288	control
194,REACTOME_DNA_REPAIR	SRR6078280	0.009760696593728047	7	1593366	C288	control
LV 195	SRR6078280	-0.00303569032510196	7	1593366	C288	control
LV 196	SRR6078280	0.020424673164671513	7	1593366	C288	control
LV 197	SRR6078280	-0.015860690983002752	7	1593366	C288	control
198,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	SRR6078280	0.0037721682240452036	7	1593366	C288	control
199,REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	SRR6078280	0.012633310917739513	7	1593366	C288	control
200,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078280	0.006948291600085604	7	1593366	C288	control
201,PID_FOXOPATHWAY	SRR6078280	-0.027693613746594344	7	1593366	C288	control
LV 202	SRR6078280	-0.007128819515028414	7	1593366	C288	control
203,PID_P53DOWNSTREAMPATHWAY	SRR6078280	-0.007178216376374125	7	1593366	C288	control
204,SVM T cells CD4 memory resting	SRR6078280	-0.015263638164696537	7	1593366	C288	control
205,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	SRR6078280	-0.04741401522822167	7	1593366	C288	control
206,REACTOME_ION_CHANNEL_TRANSPORT	SRR6078280	1.3229972819637202e-5	7	1593366	C288	control
207,REACTOME_OPIOID_SIGNALLING	SRR6078280	-0.007587301359690031	7	1593366	C288	control
208,KEGG_FOCAL_ADHESION	SRR6078280	-0.008037199592642298	7	1593366	C288	control
209,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078280	-0.005066594882877706	7	1593366	C288	control
210,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SRR6078280	0.00380363690222534	7	1593366	C288	control
211,KEGG_ERBB_SIGNALING_PATHWAY	SRR6078280	0.01637566463793556	7	1593366	C288	control
212,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	SRR6078280	0.01035104203643186	7	1593366	C288	control
213,REACTOME_AXON_GUIDANCE	SRR6078280	0.009042581771761952	7	1593366	C288	control
214,DMAP_BCELLA1	SRR6078280	-0.006129979976613945	7	1593366	C288	control
215,MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	SRR6078280	-0.016437102147374708	7	1593366	C288	control
216,REACTOME_IMMUNE_SYSTEM	SRR6078280	-0.003662913722903526	7	1593366	C288	control
217,KEGG_ALZHEIMERS_DISEASE	SRR6078280	-0.004937678737519358	7	1593366	C288	control
218,REACTOME_CELL_CYCLE_MITOTIC	SRR6078280	-0.00958046316565558	7	1593366	C288	control
LV 219	SRR6078280	-0.013059051525277615	7	1593366	C288	control
220,KEGG_PROTEASOME	SRR6078280	-0.010432184889306665	7	1593366	C288	control
221,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	SRR6078280	-0.00873450304863085	7	1593366	C288	control
222,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	SRR6078280	0.004236482000137379	7	1593366	C288	control
223,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	SRR6078280	-0.03388021055982791	7	1593366	C288	control
224,SVM Monocytes	SRR6078280	0.007776668245493221	7	1593366	C288	control
LV 225	SRR6078280	0.01895599807659451	7	1593366	C288	control
226,REACTOME_GPCR_DOWNSTREAM_SIGNALING	SRR6078280	-0.006593962866784693	7	1593366	C288	control
227,PID_HIF1_TFPATHWAY	SRR6078280	-0.02000189563733647	7	1593366	C288	control
228,REACTOME_DEVELOPMENTAL_BIOLOGY	SRR6078280	0.005278516691524867	7	1593366	C288	control
229,REACTOME_METABOLISM_OF_RNA	SRR6078280	-4.5686470595580073e-4	7	1593366	C288	control
230,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SRR6078280	0.006222464798522433	7	1593366	C288	control
231,SVM Plasma cells	SRR6078280	0.01269338763318673	7	1593366	C288	control
232,KEGG_JAK_STAT_SIGNALING_PATHWAY	SRR6078280	0.006278577024952466	7	1593366	C288	control
233,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078280	0.011146970224931881	7	1593366	C288	control
234,REACTOME_IMMUNE_SYSTEM	SRR6078280	-0.011522422460556877	7	1593366	C288	control
235,REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	SRR6078280	-0.045920321228444916	7	1593366	C288	control
LV 236	SRR6078280	0.006330766287435995	7	1593366	C288	control
237,REACTOME_CELL_CYCLE	SRR6078280	-0.0037168047867894563	7	1593366	C288	control
238,REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	SRR6078280	0.006926065943659418	7	1593366	C288	control
LV 239	SRR6078280	0.013309359370313351	7	1593366	C288	control
240,REACTOME_METABOLISM_OF_PROTEINS	SRR6078280	-0.012815631777023658	7	1593366	C288	control
241,REACTOME_SEMAPHORIN_INTERACTIONS	SRR6078280	-0.00265529812595779	7	1593366	C288	control
LV 242	SRR6078280	0.022556794293469375	7	1593366	C288	control
LV 243	SRR6078280	0.002968490437410973	7	1593366	C288	control
LV 244	SRR6078280	0.014972059396710488	7	1593366	C288	control
LV 245	SRR6078280	0.0016337651312702973	7	1593366	C288	control
246,KEGG_CHEMOKINE_SIGNALING_PATHWAY	SRR6078280	-0.010032780290594583	7	1593366	C288	control
247,PID_MYC_ACTIVPATHWAY	SRR6078280	-0.018909218714634215	7	1593366	C288	control
248,REACTOME_METABOLISM_OF_RNA	SRR6078280	-0.008223754015119109	7	1593366	C288	control
249,KEGG_RIBOSOME	SRR6078280	0.00528580753225001	7	1593366	C288	control
LV 250	SRR6078280	0.009432401037642655	7	1593366	C288	control
251,REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	SRR6078280	0.014564576492351896	7	1593366	C288	control
LV 252	SRR6078280	-0.0023672755814650474	7	1593366	C288	control
253,KEGG_AXON_GUIDANCE	SRR6078280	-0.018635028506268074	7	1593366	C288	control
254,DMAP_ERY3	SRR6078280	0.015942624158668952	7	1593366	C288	control
LV 255	SRR6078280	0.0020760047807548134	7	1593366	C288	control
256,REACTOME_ER_PHAGOSOME_PATHWAY	SRR6078280	-0.014047784668113596	7	1593366	C288	control
257,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	SRR6078280	-0.026454784580747064	7	1593366	C288	control
LV 258	SRR6078280	0.008247562585274437	7	1593366	C288	control
259,REACTOME_METABOLISM_OF_NUCLEOTIDES	SRR6078280	0.011708121259421332	7	1593366	C288	control
260,REACTOME_CELL_CYCLE	SRR6078280	0.006009124126220453	7	1593366	C288	control
261,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	SRR6078280	0.018947470016995083	7	1593366	C288	control
LV 262	SRR6078280	-5.599324687081087e-4	7	1593366	C288	control
LV 263	SRR6078280	-0.02124529120162117	7	1593366	C288	control
264,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	SRR6078280	-0.010114135629314935	7	1593366	C288	control
265,MIPS_SPLICEOSOME	SRR6078280	0.02397253071006523	7	1593366	C288	control
266,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	SRR6078280	0.004164518255016705	7	1593366	C288	control
267,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078280	0.021750024849071226	7	1593366	C288	control
268,KEGG_ARGININE_AND_PROLINE_METABOLISM	SRR6078280	-0.003265423059427611	7	1593366	C288	control
LV 269	SRR6078280	0.004843983636130848	7	1593366	C288	control
LV 270	SRR6078280	0.010919057837572965	7	1593366	C288	control
271,REACTOME_DNA_REPAIR	SRR6078280	-0.009071618731600516	7	1593366	C288	control
272,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078280	0.00728544432784123	7	1593366	C288	control
273,KEGG_WNT_SIGNALING_PATHWAY	SRR6078280	-0.01849903311944651	7	1593366	C288	control
274,REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	SRR6078280	0.027742989960567913	7	1593366	C288	control
LV 275	SRR6078280	0.008478605772304332	7	1593366	C288	control
LV 276	SRR6078280	-0.001241605867678772	7	1593366	C288	control
LV 277	SRR6078280	-0.001627791335357706	7	1593366	C288	control
278,REACTOME_CELL_CYCLE	SRR6078280	0.00815547982295181	7	1593366	C288	control
279,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	SRR6078280	0.010283438905429305	7	1593366	C288	control
280,REACTOME_IMMUNE_SYSTEM	SRR6078280	0.014728938938670404	7	1593366	C288	control
LV 281	SRR6078280	-0.007141385149510642	7	1593366	C288	control
282,REACTOME_CELL_CYCLE_MITOTIC	SRR6078280	-0.0032950029117500396	7	1593366	C288	control
283,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078280	-0.012205611984497003	7	1593366	C288	control
284,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	SRR6078280	-5.864426457022648e-4	7	1593366	C288	control
285,KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	SRR6078280	-0.017619713442635052	7	1593366	C288	control
LV 286	SRR6078280	0.03254775699533414	7	1593366	C288	control
LV 287	SRR6078280	0.016984924312825802	7	1593366	C288	control
LV 288	SRR6078280	-0.011099984494721342	7	1593366	C288	control
289,PID_DELTANP63PATHWAY	SRR6078280	-0.019402564930611634	7	1593366	C288	control
290,REACTOME_METABOLISM_OF_PROTEINS	SRR6078280	0.013723667198137054	7	1593366	C288	control
LV 291	SRR6078280	0.0035326000551101815	7	1593366	C288	control
292,REACTOME_TRANSCRIPTION	SRR6078280	-0.019585468598845985	7	1593366	C288	control
293,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078280	0.009046991487467558	7	1593366	C288	control
LV 294	SRR6078280	0.012581269417469253	7	1593366	C288	control
295,IRIS_DendriticCell-Control	SRR6078280	-0.010192225084240334	7	1593366	C288	control
296,KEGG_HUNTINGTONS_DISEASE	SRR6078280	0.0033941249894703764	7	1593366	C288	control
LV 297	SRR6078280	-0.010606447075160626	7	1593366	C288	control
298,IRIS_DendriticCell-Control	SRR6078280	-9.722061950902286e-4	7	1593366	C288	control
299,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	SRR6078280	0.012760211935662685	7	1593366	C288	control
300,REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	SRR6078280	-0.016259336592748835	7	1593366	C288	control
301,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	SRR6078280	0.041610825723323544	7	1593366	C288	control
302,REACTOME_TRANSLATION	SRR6078280	-0.009758323137839317	7	1593366	C288	control
303,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	SRR6078280	0.015625169939537602	7	1593366	C288	control
304,IRIS_Monocyte-Day7	SRR6078280	-0.004286710423432911	7	1593366	C288	control
LV 305	SRR6078280	0.01989861120672124	7	1593366	C288	control
306,REACTOME_SIGNALING_BY_ERBB2	SRR6078280	-0.001299954417582906	7	1593366	C288	control
LV 307	SRR6078280	0.010383093490498768	7	1593366	C288	control
308,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078280	0.007832322292392686	7	1593366	C288	control
