"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","id","jlf_tau"
"117","BRD-K76674262",NA,"GI1","trt_cp","down",-0.234875543820892,0.0589969453950692,0.314451408995329,-0.991442869669019,NA,NA,-0.614605725256087,597,554,NA,"BRD-K76674262__GI1__trt_cp",-78.2626250689356
"118","GDC-0349",NA,"GI1","trt_cp","down",-0.234465913888793,0.0620255045215908,0.314451408995329,-0.989713763825238,NA,NA,-0.97100248287041,597,554,NA,"GDC-0349__GI1__trt_cp",-67.1600488458205
"119","tozasertib","5494449","GI1","trt_cp","up",0.228702879543203,0.0787549835719951,0.314451408995329,0.987606002097933,NA,NA,0,597,554,"ABL1; ABL2; AURKA; AURKAIP1; AURKB; AURKC; BCR; BMP2K; CDKL2; DDR1; DDR2; EPHA2; EPHB6; FLT3; INCENP; JAK2; LCK; LIMK1; MAP3K19; MAP4K1; MAP4K5; MYLK2; MYLK3; NTRK1; NTRK2; NTRK3; NUAK1; PLK4; RET; RIPK1; ROS1; SLK; SRPK1; TAOK2; TAOK3; TEK; TNK1; TPX2; YES1","tozasertib__GI1__trt_cp",77.2138186401954
"120","imidapril",NA,"GI1","trt_cp","up",0.228595189831238,0.0787549835719951,0.314451408995329,0.987140966388224,NA,NA,0,597,554,NA,"imidapril__GI1__trt_cp",67.4042779484755
"121","decitabine","451668","GI1","trt_cp","down",-0.233740707438148,0.0620255045215908,0.314451408995329,-0.986652564890543,NA,NA,0,597,554,"DNMT1","decitabine__GI1__trt_cp",-61.7033010320649
"122","erlotinib","176871","GI1","trt_cp","down",-0.233729621076682,0.0620255045215908,0.314451408995329,-0.986605767791759,NA,NA,-0.0444918411373827,597,554,"EGF; EGFR; GAK; MAP3K19; NR1I2; SLK; STK10","erlotinib__GI1__trt_cp",-74.6888048530686
"123","PRE-084","126402","GI1","trt_cp","up",0.228354997644998,0.0823824874017293,0.314451408995329,0.98610374619554,NA,NA,0,597,554,"SIGMAR1","PRE-084__GI1__trt_cp",68.426494918459
"124","BQ-788",NA,"GI1","trt_cp","up",0.228200352628796,0.0823824874017293,0.314451408995329,0.985435943732793,NA,NA,0,597,554,NA,"BQ-788__GI1__trt_cp",69.6023398723706
"125","BIBN-4096",NA,"GI1","trt_cp","up",0.228189390337874,0.0823824874017293,0.314451408995329,0.985388605350643,NA,NA,0,597,554,NA,"BIBN-4096__GI1__trt_cp",68.1921137634917
"126","NVP-DPP728",NA,"GI1","trt_cp","up",0.227174258474747,0.0861386100696779,0.314451408995329,0.981004968717175,NA,NA,0,597,554,NA,"NVP-DPP728__GI1__trt_cp",65.4209012841724
"127","L-glutamic-acid",NA,"GI1","trt_cp","up",0.226675095359692,0.0861386100696779,0.314451408995329,0.978849436222616,NA,NA,0,597,554,NA,"L-glutamic-acid__GI1__trt_cp",61.8096588670921
"128","tolrestat",NA,"GI1","trt_cp","up",0.225890046430595,0.0899925622582848,0.314451408995329,0.975459365070624,NA,NA,0,597,554,"AKR1A1; AKR1B1; AKR1B10","tolrestat__GI1__trt_cp",65.4366580004727
"129","caffeine","2519","GI1","trt_cp","up",0.225317068955765,0.0939448009114856,0.314451408995329,0.972985080556416,NA,NA,0,597,554,"ADORA1; ADORA2A; ADORA2B; ADORA3; ATM; ATR; ITPR1; ITPR2; ITPR3; PDE10A; PDE11A; PDE1A; PDE1B; PDE1C; PDE2A; PDE3A; PDE3B; PDE4A; PDE4B; PDE4C; PDE4D; PDE5A; PDE6A; PDE6B; PDE6C; PDE7A; PDE7B; PDE8A; PDE8B; PDE9A; PIK3CA; PIK3CB; PIK3CD; PRKDC; RYR1; RYR2; RYR3","caffeine__GI1__trt_cp",68.0079571417317
"130","PSB-11","9882625","GI1","trt_cp","down",-0.23036951655253,0.0751865778245804,0.314451408995329,-0.972422291651078,NA,NA,0,597,554,"ADORA1; ADORA2A; ADORA3","PSB-11__GI1__trt_cp",-66.515008272276
"131","nimodipine","4497","GI1","trt_cp","down",-0.229048909542167,0.0787549835719951,0.314451408995329,-0.966847822795104,NA,NA,0,597,554,"AHR; CACNA1C; CACNA1D; CACNA1F; CACNA1S; CACNB1; CACNB2; CACNB3; CACNB4; CFTR; NR3C2","nimodipine__GI1__trt_cp",-61.0247774363823
"132","ramatroban",NA,"GI1","trt_cp","up",0.223677457576287,0.0979692802249592,0.314451408995329,0.965904758512746,NA,NA,0.367548896520416,597,554,"PTGDR2","ramatroban__GI1__trt_cp",63.082998503112
"133","WZ-811",NA,"GI1","trt_cp","down",-0.228005580587178,0.0823824874017293,0.314451408995329,-0.962443783803581,NA,NA,0,597,554,NA,"WZ-811__GI1__trt_cp",-67.205349405184
"134","diflunisal","3059","GI1","trt_cp","down",-0.227465510915819,0.0861386100696779,0.314451408995329,-0.960164073382976,NA,NA,0,597,554,"TTR","diflunisal__GI1__trt_cp",-62.1838808792248
"135","stemregenin-1",NA,"GI1","trt_cp","down",-0.227317402175658,0.0861386100696779,0.314451408995329,-0.959538885455873,NA,NA,-0.943768441846101,597,554,NA,"stemregenin-1__GI1__trt_cp",-67.132474592295
"136","vicriviroc","73707391","GI1","trt_cp","down",-0.227289649522543,0.0861386100696779,0.314451408995329,-0.959421737584294,NA,NA,0,597,554,"CCR5","vicriviroc__GI1__trt_cp",-62.0361616639092
"137","orciprenaline","9861452","GI1","trt_cp","down",-0.227284214682237,0.0861386100696779,0.314451408995329,-0.959398796355156,NA,NA,0,597,554,"ADRB2","orciprenaline__GI1__trt_cp",-60.755928464508
"138","dehydrocorydaline",NA,"GI1","trt_cp","down",-0.226624267175005,0.0861386100696779,0.314451408995329,-0.956613064644833,NA,NA,0,597,554,NA,"dehydrocorydaline__GI1__trt_cp",-62.4606082092492
"139","anagrelide","135409400","GI1","trt_cp","down",-0.226541695880472,0.0861386100696779,0.314451408995329,-0.956264519539321,NA,NA,0,597,554,"PDE3A","anagrelide__GI1__trt_cp",-58.9842826754904
"140","BRD-K62353271",NA,"GI1","trt_cp","up",0.22134483663655,0.110622188353248,0.314451408995329,0.955831818262475,NA,NA,0,597,554,NA,"BRD-K62353271__GI1__trt_cp",69.8820215867013
"141","lornoxicam",NA,"GI1","trt_cp","down",-0.225970915680751,0.0899925622582848,0.314451408995329,-0.953855175637627,NA,NA,0,597,554,"CYP2C9","lornoxicam__GI1__trt_cp",-57.7956353895848
"142","AD-5467",NA,"GI1","trt_cp","up",0.220411910227107,0.115029325573816,0.314451408995329,0.951803168849217,NA,NA,0,597,554,NA,"AD-5467__GI1__trt_cp",60.1847474986213
"143","PRT-062607",NA,"GI1","trt_cp","down",-0.225429785778921,0.0939448009114856,0.314451408995329,-0.951570989834342,NA,NA,-0.998530006706557,597,554,NA,"PRT-062607__GI1__trt_cp",-67.0438430631056
"144","enoximone",NA,"GI1","trt_cp","down",-0.225292637621043,0.0939448009114856,0.314451408995329,-0.950992068074314,NA,NA,0,597,554,"PDE3A","enoximone__GI1__trt_cp",-61.3950602694399
"145","glasdegib",NA,"GI1","trt_cp","up",0.2193845143217,0.119505026143938,0.314451408995329,0.94736657249006,NA,NA,0,597,554,NA,"glasdegib__GI1__trt_cp",56.7054675805562
"146","floctafenine",NA,"GI1","trt_cp","up",0.21861077534972,0.119505026143938,0.314451408995329,0.944025341044654,NA,NA,0,597,554,NA,"floctafenine__GI1__trt_cp",60.2753486173481
"147","mycophenolate-mofetil","5281078","GI1","trt_cp","down",-0.222972717228244,0.102095114055165,0.314451408995329,-0.941199356180077,NA,NA,0,597,554,"HCAR2; IMPDH1; IMPDH2","mycophenolate-mofetil__GI1__trt_cp",-64.8684314188923
"148","marbofloxacin","3726475","GI1","trt_cp","up",0.217814693280089,0.124057253943633,0.314451408995329,0.940587625561139,NA,NA,0,597,554,NA,"marbofloxacin__GI1__trt_cp",59.02465926101
"149","WAY-213613","24868316","GI1","trt_cp","up",0.217790348406609,0.124057253943633,0.314451408995329,0.940482497268844,NA,NA,0,597,554,"SLC1A2","WAY-213613__GI1__trt_cp",62.0725990703537
"150","nocodazole","4122","GI1","trt_cp","down",-0.222799040618217,0.102095114055165,0.314451408995329,-0.940466242660302,NA,NA,0,597,554,"HPGDS","nocodazole__GI1__trt_cp",-64.3120223745372
"151","cutamesine",NA,"GI1","trt_cp","down",-0.220940298435038,0.110622188353248,0.314451408995329,-0.932620229175515,NA,NA,0,597,554,"EBP","cutamesine__GI1__trt_cp",-59.7642401323564
"152","mavoglurant",NA,"GI1","trt_cp","up",0.215396029639855,0.138118354484833,0.314451408995329,0.930143127735304,NA,NA,0,597,554,NA,"mavoglurant__GI1__trt_cp",62.4881824627748
"153","moclobemide","4235","GI1","trt_cp","up",0.21515222469519,0.138118354484833,0.314451408995329,0.929090306593857,NA,NA,0,597,554,"MAOA; MAOB","moclobemide__GI1__trt_cp",60.9587961868747
"154","vardenafil","23581791","GI1","trt_cp","down",-0.219618344760023,0.115029325573816,0.314451408995329,-0.927040075857695,NA,NA,0,597,554,"CYP2C8; CYP3A5; PDE5A; PDE6G; PDE6H","vardenafil__GI1__trt_cp",-64.291341684393
"155","PF-03049423",NA,"GI1","trt_cp","down",-0.21853998240254,0.119505026143938,0.314451408995329,-0.922488155922341,NA,NA,0,597,554,NA,"PF-03049423__GI1__trt_cp",-54.6994406365713
"156","BRD-A86619021",NA,"GI1","trt_cp","up",0.213619799348787,0.14291145701622,0.314451408995329,0.922472845226964,NA,NA,0,597,554,NA,"BRD-A86619021__GI1__trt_cp",65.4563538958481
"157","milacemide",NA,"GI1","trt_cp","down",-0.217150605838746,0.128673606208937,0.314451408995329,-0.916623401060894,NA,NA,0,597,554,NA,"milacemide__GI1__trt_cp",-54.220830378949
"158","ethotoin","3292","GI1","trt_cp","down",-0.21696672415796,0.128673606208937,0.314451408995329,-0.915847210494978,NA,NA,0,597,554,"NR1I2; SCN5A","ethotoin__GI1__trt_cp",-53.5570787047979
"159","ilomastat","132519","GI1","trt_cp","up",0.211166762333782,0.157560361532301,0.314451408995329,0.911879913103741,NA,NA,0,597,554,"ACAN; ADAM28; MMP1; MMP12; MMP13; MMP14; MMP2; MMP3; MMP8; MMP9","ilomastat__GI1__trt_cp",52.2620735838651
"160","bosentan","185462","GI1","trt_cp","down",-0.214954566788177,0.138118354484833,0.314451408995329,-0.907353609822592,NA,NA,0,597,554,"ABCB1; CYP3A4; EDNRA; EDNRB","bosentan__GI1__trt_cp",-50.5938312455684
"161","SKF-89976A","92409","GI1","trt_cp","up",0.208873361472946,0.167478438447628,0.314451408995329,0.901976336638491,NA,NA,0,597,554,"SLC6A1","SKF-89976A__GI1__trt_cp",51.4092413141101
"162","spironolactone","11869580","GI1","trt_cp","down",-0.213380852625149,0.147753561344876,0.314451408995329,-0.900710739899021,NA,NA,0,597,554,"AR; CACNA1A; CACNA1B; CACNA1C; CACNA1D; CACNA1F; CACNA1G; CACNA1H; CACNA1I; CACNA1S; CACNA2D1; CACNA2D2; CACNA2D3; CACNB1; CACNB2; CACNB3; CACNB4; CACNG1; CYP11B2; GPER1; KCNA5; KCND3; NR1I2; NR3C1; NR3C2; PGR; SCNN1A; SHBG; SRD5A1; SRD5A2; SRD5A3","spironolactone__GI1__trt_cp",-51.5963523201765
"163","ammonium-perfluorocaprylate",NA,"GI1","trt_cp","up",0.208244698136045,0.172464501875189,0.314451408995329,0.899261584266058,NA,NA,0,597,554,NA,"ammonium-perfluorocaprylate__GI1__trt_cp",53.6230599543055
"164","rasagiline",NA,"GI1","trt_cp","up",0.207945942855443,0.172464501875189,0.314451408995329,0.897971471483613,NA,NA,0,597,554,"APP; BAX; BCL2; BCL2L2; BDNF; GDNF; MAOB","rasagiline__GI1__trt_cp",54.8156464192862
"165","DBPR-108",NA,"GI1","trt_cp","up",0.207253627433238,0.177460030569984,0.314451408995329,0.894981850768382,NA,NA,0,597,554,NA,"DBPR-108__GI1__trt_cp",51.3048530686205
"166","alrestatin","2120","GI1","trt_cp","up",0.207109035164001,0.177460030569984,0.314451408995329,0.894357459010658,NA,NA,0,597,554,"AKR1B1","alrestatin__GI1__trt_cp",54.2198455841803
"167","tadalafil","110635","GI1","trt_cp","up",0.20698090774062,0.177460030569984,0.314451408995329,0.893804167278531,NA,NA,0,597,554,"PDE11A; PDE5A","tadalafil__GI1__trt_cp",54.6797447411959
"168","centpropazine",NA,"GI1","trt_cp","up",0.205794643810274,0.182443918074043,0.314451408995329,0.88868153226833,NA,NA,0,597,554,NA,"centpropazine__GI1__trt_cp",49.6750177263058
"169","riodipine",NA,"GI1","trt_cp","up",0.204914229536232,0.187423279657217,0.314451408995329,0.884879645632214,NA,NA,0,597,554,NA,"riodipine__GI1__trt_cp",52.5269833766643
"170","AS-605240","10377751","GI1","trt_cp","down",-0.208658166488303,0.167478438447628,0.314451408995329,-0.880775614172898,NA,NA,0,597,554,"MAOB; PIK3CA; PIK3CB; PIK3CD; PIK3CG","AS-605240__GI1__trt_cp",-50.0699204285827
"171","terutroban",NA,"GI1","trt_cp","up",0.203089590608943,0.197308543646131,0.314451408995329,0.87700032045777,NA,NA,0,597,554,NA,"terutroban__GI1__trt_cp",47.8354210982431
"172","canagliflozin",NA,"GI1","trt_cp","down",-0.207557939620664,0.172464501875189,0.314451408995329,-0.876131401049664,NA,NA,0,597,554,"SLC5A1; SLC5A2","canagliflozin__GI1__trt_cp",-53.573820215867
"173","daprodustat",NA,"GI1","trt_cp","down",-0.204877660848748,0.187423279657217,0.314451408995329,-0.864817565501219,NA,NA,0,597,554,NA,"daprodustat__GI1__trt_cp",-53.0764988576381
"174","ML-133",NA,"GI1","trt_cp","down",-0.204642160414643,0.187423279657217,0.314451408995329,-0.863823484881335,NA,NA,0,597,554,NA,"ML-133__GI1__trt_cp",-43.7869298038289
"175","IAA-94","656717","GI1","trt_cp","up",0.199921387384621,0.211857943180458,0.314451408995329,0.863319091229457,NA,NA,0,597,554,NA,"IAA-94__GI1__trt_cp",53.4546600488458
"176","XE-991","656732","GI1","trt_cp","up",0.199737846426004,0.211857943180458,0.314451408995329,0.862526507626124,NA,NA,0,597,554,"KCNQ1; KCNQ2; KCNQ3; KCNQ4; KCNQ5","XE-991__GI1__trt_cp",52.1517765697629
"177","SKF-96365","104955","GI1","trt_cp","down",-0.204302063345821,0.192382339874116,0.314451408995329,-0.862387887081779,NA,NA,0,597,554,"CYP3A4; PKD2; TRPC1; TRPC3; TRPC4; TRPC5; TRPV2","SKF-96365__GI1__trt_cp",-62.6191601670212
"178","paracetamol","1983","GI1","trt_cp","up",0.199672074663863,0.211857943180458,0.314451408995329,0.862242485898068,NA,NA,0,597,554,"BAZ2B; BPNT1; CREBBP; CYP2E1; EPX; GPER1; GSS; INS-IGF2; LPO; LTF; MIF; MPO; NR1I3; SULT1A1; TF; UGT1A1; UGT1A6","paracetamol__GI1__trt_cp",57.0255258804065
"179","salicylic-acid",NA,"GI1","trt_cp","up",0.199478742432222,0.216603675857202,0.314451408995329,0.861407620710762,NA,NA,0,597,554,NA,"salicylic-acid__GI1__trt_cp",52.1202631371622
"180","nandrolone","9904","GI1","trt_cp","up",0.199464206425475,0.216603675857202,0.314451408995329,0.861344849977228,NA,NA,0,597,554,NA,"nandrolone__GI1__trt_cp",51.0783502718034
"181","dasatinib","3062316","GI1","trt_cp","down",-0.203290631510018,0.197308543646131,0.314451408995329,-0.858118490338934,NA,NA,-0.964703413986635,597,554,"ABL1; ABL2; ACVRL1; BCR; BLK; BMPR1B; BMX; BTK; CSK; DDR1; DDR2; EPHA1; EPHA2; EPHA3; EPHA4; EPHA5; EPHA6; EPHA8; EPHB1; EPHB2; EPHB3; EPHB4; EPHB6; ERBB3; ERBB4; FGR; FRK; FYN; GAK; HCK; HSPA8; KIT; LCK; LIMK1; LIMK2; LYN; MAP2K5; MAP3K19; MAP3K20; MAP4K5; MAPK14; MLTK; NEK11; NLK; NR4A3; PDGFRA; PDGFRB; PPAT; PTK6; RIPK2; SIK1; SIK2; SIK3; SRC; SRMS; STAT5B; TEC; TESK1; TNK2; TNNI3K; TXK; TYK2; YES1","dasatinib__GI1__trt_cp",-61.5270227684551
"182","EMD-1214063",NA,"GI1","trt_cp","down",-0.203064065327321,0.197308543646131,0.314451408995329,-0.857162122457078,NA,NA,-0.95276068097976,597,554,NA,"EMD-1214063__GI1__trt_cp",-47.9801859292523
"183","fipronil","3352","GI1","trt_cp","down",-0.203038722894615,0.197308543646131,0.314451408995329,-0.857055148466523,NA,NA,0,597,554,"GABRB3","fipronil__GI1__trt_cp",-46.927440321437
"184","KU-0063794","16736978","GI1","trt_cp","down",-0.201868642907034,0.202205938190978,0.314451408995329,-0.852116075450415,NA,NA,-0.760939309600552,597,554,"MTOR","KU-0063794__GI1__trt_cp",-60.6554793980934
"185","felbamate","3331","GI1","trt_cp","down",-0.201529566267981,0.202205938190978,0.314451408995329,-0.850684785029148,NA,NA,0,597,554,"CYP2E1; GRIN2A; GRIN2B; GRIN3A","felbamate__GI1__trt_cp",-48.5434885369889
"186","PT-2385",NA,"GI1","trt_cp","up",0.195895765383228,0.230417743803198,0.314451408995329,0.845935276654432,NA,NA,0,597,554,NA,"PT-2385__GI1__trt_cp",44.5737808240763
"187","benzydamine","12555","GI1","trt_cp","down",-0.200194450440366,0.211857943180458,0.314451408995329,-0.845049072404763,NA,NA,0,597,554,"FMO1; FMO3; FMO4; FMO5; PRSS2","benzydamine__GI1__trt_cp",-57.2343023713858
"188","bentazepam",NA,"GI1","trt_cp","down",-0.200142611880972,0.211857943180458,0.314451408995329,-0.844830254518282,NA,NA,0,597,554,NA,"bentazepam__GI1__trt_cp",-51.0271409438273
"189","sacubitril",NA,"GI1","trt_cp","up",0.195438714168006,0.234854473583397,0.314451408995329,0.843961595674459,NA,NA,0,597,554,"MME","sacubitril__GI1__trt_cp",45.3842669187741
"190","simvastatin","54454","GI1","trt_cp","down",-0.199627971923032,0.211857943180458,0.314451408995329,-0.842657886512458,NA,NA,0,597,554,"APOA1; APOE; COG2; CYP2C8; CYP3A4; CYP3A5; HMGCR; ITGAL; ITGB2; LDLR; PON1","simvastatin__GI1__trt_cp",-47.1637910659419
"191","CFM-2",NA,"GI1","trt_cp","down",-0.199459207261052,0.216603675857202,0.314451408995329,-0.841945507019686,NA,NA,0,597,554,NA,"CFM-2__GI1__trt_cp",-47.6059639171197
"192","nitrendipine","4507","GI1","trt_cp","down",-0.19904707433877,0.216603675857202,0.314451408995329,-0.840205835700547,NA,NA,0,597,554,"CACNA1C; CACNA1D; CACNA1H; CACNA1S; CACNA2D1; CACNA2D2; CACNB2; CACNG1; KCNN4","nitrendipine__GI1__trt_cp",-47.2110612148428
"193","ertugliflozin",NA,"GI1","trt_cp","down",-0.198806857834162,0.216603675857202,0.314451408995329,-0.839191847880462,NA,NA,0,597,554,"SLC5A2; SLC5A4","ertugliflozin__GI1__trt_cp",-48.11017883873
"194","SB-218078","3387354","GI1","trt_cp","down",-0.195790129791812,0.230417743803198,0.314451408995329,-0.826457812405061,NA,NA,-0.908365700788651,597,554,"CHEK1","SB-218078__GI1__trt_cp",-58.0014574962578
"195","isoguvacine",NA,"GI1","trt_cp","up",0.191349824550256,0.25156297673124,0.314451408995329,0.826304573006131,NA,NA,0.330427757121508,597,554,NA,"isoguvacine__GI1__trt_cp",45.7742456472071
"196","olprinone",NA,"GI1","trt_cp","down",-0.194173864862969,0.239193591435287,0.314451408995329,-0.819635329684516,NA,NA,0,597,554,NA,"olprinone__GI1__trt_cp",-45.0011817537225
"197","thiamylal",NA,"GI1","trt_cp","up",0.189099305717141,0.259216548298604,0.314451408995329,0.816586173693198,NA,NA,0,597,554,"KCNJ11; KCNJ8","thiamylal__GI1__trt_cp",47.0958402268967
"198","rucinol",NA,"GI1","trt_cp","down",-0.192748679000099,0.243428264959072,0.314451408995329,-0.813619418710091,NA,NA,0,597,554,NA,"rucinol__GI1__trt_cp",-46.6132907901993
"199","ABT-751","3035714","GI1","trt_cp","down",-0.192138068142721,0.247559321005682,0.314451408995329,-0.811041943972442,NA,NA,-0.783450820352726,597,554,"STMN4; TUBB","ABT-751__GI1__trt_cp",-38.6138028834791
"200","delphinidin",NA,"GI1","trt_cp","down",-0.191669480607471,0.247559321005682,0.314451408995329,-0.809063969752216,NA,NA,0,597,554,NA,"delphinidin__GI1__trt_cp",-50.1920349799102
"201","pranidipine",NA,"GI1","trt_cp","up",0.186677936549115,0.266346135727406,0.314451408995329,0.806129992606131,NA,NA,0,597,554,NA,"pranidipine__GI1__trt_cp",51.1019853462538
"202","CAY-10585","35028748","GI1","trt_cp","up",0.186203582559999,0.269716053732951,0.314451408995329,0.804081593181926,NA,NA,0,597,554,"HIF1A","CAY-10585__GI1__trt_cp",49.657291420468
"203","BRD-K58930050",NA,"GI1","trt_cp","up",0.18556525648812,0.269716053732951,0.314451408995329,0.80132511429044,NA,NA,0.824462677431412,597,554,NA,"BRD-K58930050__GI1__trt_cp",48.3593319152289
"204","tozadenant",NA,"GI1","trt_cp","down",-0.189338515731464,0.259216548298604,0.314451408995329,-0.799224637533243,NA,NA,-0.815649022077372,597,554,NA,"tozadenant__GI1__trt_cp",-42.4909398881273
"205","stiripentol","5311454","GI1","trt_cp","up",0.184521562897247,0.272951869573056,0.314451408995329,0.796818139753188,NA,NA,0,597,554,"ABAT; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; LDHA; LDHB; SCN1A; SCN3A","stiripentol__GI1__trt_cp",35.473292365871
"206","ginsenoside-rd",NA,"GI1","trt_cp","down",-0.188028662931061,0.262838438245703,0.314451408995329,-0.793695563717597,NA,NA,0,597,554,NA,"ginsenoside-rd__GI1__trt_cp",-39.7502560466399
"207","topiroxostat",NA,"GI1","trt_cp","up",0.183730914448348,0.276019334211797,0.314451408995329,0.793403888235053,NA,NA,0,597,554,"AOX1","topiroxostat__GI1__trt_cp",45.6235720475853
"208","conivaptan",NA,"GI1","trt_cp","up",0.183270643231169,0.278941338364417,0.314451408995329,0.791416302343758,NA,NA,0,597,554,"AVPR1A; AVPR2","conivaptan__GI1__trt_cp",49.3608681950682
"209","ivosidenib",NA,"GI1","trt_cp","down",-0.187224080893148,0.266346135727406,0.314451408995329,-0.790299309209462,NA,NA,0,597,554,"IDH1","ivosidenib__GI1__trt_cp",-50.951311746632
"210","epirizole","3242","GI1","trt_cp","up",0.182216302731888,0.281727760723615,0.314451408995329,0.786863351338399,NA,NA,0,597,554,NA,"epirizole__GI1__trt_cp",36.6540612936264
"211","thalidomide","5426","GI1","trt_cp","up",0.180567153060738,0.28437205175965,0.314451408995329,0.779741840158309,NA,NA,0,597,554,"CRBN; CYP1A2; CYP2B6; CYP3A5; DDB1; FGF2; FGFR2; IL10; NFKB1; ORM1; ORM2; TNF; VEGFA","thalidomide__GI1__trt_cp",37.9106594185772
"212","sorbinil",NA,"GI1","trt_cp","up",0.180405505329911,0.286861482320034,0.314451408995329,0.779043797923295,NA,NA,0,597,554,"AKR1B1; AKR1B10; MS4A1","sorbinil__GI1__trt_cp",37.7974080201686
"213","RG7112",NA,"GI1","trt_cp","down",-0.183698591938397,0.276019334211797,0.314451408995329,-0.775417722010452,NA,NA,-1.09903550859449,597,554,NA,"RG7112__GI1__trt_cp",-40.7114157409596
"214","cinchonine","90454","GI1","trt_cp","down",-0.183520156984167,0.276019334211797,0.314451408995329,-0.774664522847215,NA,NA,0,597,554,"CYP2D6","cinchonine__GI1__trt_cp",-46.9008508626802
"215","sinefungin",NA,"GI1","trt_cp","up",0.179239651115245,0.289220836173458,0.314451408995329,0.774009298041722,NA,NA,0,597,554,"CARM1; COMT; DNMT1; EHMT1; PRMT1; PRMT6; RNMT; SETD7; SMYD1; SMYD2; SMYD3","sinefungin__GI1__trt_cp",38.5783502718034
"216","metoxibutropate",NA,"GI1","trt_cp","down",-0.182878387240369,0.278941338364417,0.314451408995329,-0.771955522045739,NA,NA,0,597,554,NA,"metoxibutropate__GI1__trt_cp",-39.2381627668794
"217","PJ-34","4858","GI1","trt_cp","up",0.178540973400248,0.289220836173458,0.314451408995329,0.77099220308323,NA,NA,-0.817039935520331,597,554,"EEF2; PARP1; PARP15; PARP3","PJ-34__GI1__trt_cp",46.6841960135508
"218","fidarestat",NA,"GI1","trt_cp","down",-0.182394758201652,0.281727760723615,0.314451408995329,-0.76991405551329,NA,NA,0.730243341048543,597,554,"AKR1A1; AKR1B1; AKR1B10","fidarestat__GI1__trt_cp",-38.3813913180493
"219","bipenamol",NA,"GI1","trt_cp","up",0.17794496746248,0.29140998929054,0.314451408995329,0.768418474922912,NA,NA,0,597,554,NA,"bipenamol__GI1__trt_cp",41.6922713306547
"220","moxifloxacin","101526","GI1","trt_cp","down",-0.180853479815114,0.28437205175965,0.314451408995329,-0.763408101587017,NA,NA,0,597,554,"TOP2A; TOP2B","moxifloxacin__GI1__trt_cp",-37.8988418813519
"221","molidustat",NA,"GI1","trt_cp","down",-0.180184006532669,0.286861482320034,0.314451408995329,-0.760582160233067,NA,NA,0,597,554,NA,"molidustat__GI1__trt_cp",-48.084574174742
"222","oleamide",NA,"GI1","trt_cp","up",0.175314706937073,0.297223578185218,0.314451408995329,0.757060239787606,NA,NA,0,597,554,"FAAH2; PLA2G2A","oleamide__GI1__trt_cp",42.4190498700071
"223","perindopril","58153637","GI1","trt_cp","up",0.174597124859956,0.297223578185218,0.314451408995329,0.753961510257948,NA,NA,0,597,554,"ACE; SFRP4","perindopril__GI1__trt_cp",44.3118254155834
"224","dapagliflozin",NA,"GI1","trt_cp","up",0.174466602588629,0.298898060116327,0.314451408995329,0.75339787687114,NA,NA,0,597,554,"SLC5A1; SLC5A11; SLC5A2; SLC5A4","dapagliflozin__GI1__trt_cp",37.0420704325219
"225","proquazone",NA,"GI1","trt_cp","up",0.173931778363875,0.298898060116327,0.314451408995329,0.751088349262698,NA,NA,0,597,554,NA,"proquazone__GI1__trt_cp",45.1272354841251
"226","AGP-103",NA,"GI1","trt_cp","down",-0.175638009616104,0.295424807503664,0.314451408995329,-0.741392864680429,NA,NA,0,597,554,NA,"AGP-103__GI1__trt_cp",-34.63326242811
"227","etacrynic-acid","3278","GI1","trt_cp","up",0.1709101339142,0.303193659498174,0.314451408995329,0.738040003738301,NA,NA,0,597,554,"ATP1A1; SLC12A1; SLC12A2","etacrynic-acid__GI1__trt_cp",31.110651540219
"228","stanozolol","73707524","GI1","trt_cp","down",-0.174513025197121,0.297223578185218,0.314451408995329,-0.736644146433545,NA,NA,0,597,554,"PLAT; PLG; SERPING1; SHBG","stanozolol__GI1__trt_cp",-37.6555975734657
"229","phenytoin","1775","GI1","trt_cp","down",-0.174198966475043,0.298898060116327,0.314451408995329,-0.735318460176064,NA,NA,0,597,554,"ABCB1; CYP2B6; CYP2C9; CYP3A4; NR1I2; SCN10A; SCN11A; SCN1A; SCN1B; SCN2A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A; SHBG","phenytoin__GI1__trt_cp",-41.2392657370204
"230","siramesine",NA,"GI1","trt_cp","down",-0.173258079058234,0.300440398213149,0.314451408995329,-0.731346841397109,NA,NA,-0.939700335559069,597,554,NA,"siramesine__GI1__trt_cp",-41.1457102339872
"231","RITA","374536","GI1","trt_cp","up",0.168448315577995,0.30650027988904,0.314451408995329,0.727409151298808,NA,NA,0,597,554,"MDM2; TXNRD1; TXNRD2","RITA__GI1__trt_cp",40.1520523122981
"232","tranylcypromine","5530","GI1","trt_cp","down",-0.171666028514213,0.301874723467322,0.314451408995329,-0.724626571017548,NA,NA,0,597,554,"BDNF; CYP2A6; CYP2C9; CYP2E1; CYP46A1; KDM1A; MAOA; MAOB","tranylcypromine__GI1__trt_cp",-46.4291341684393
