"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"GO:0014057","BP","GO:0014057","positive regulation of acetylcholine secretion, neurotransmission","4/74","38/22568",7.22406897927315e-06,0.000179100856845229,0.000121564202400372,"psb-11/theobromine/theophylline/pentoxifylline",4
"GO:0032224","BP","GO:0032224","positive regulation of synaptic transmission, cholinergic","4/74","38/22568",7.22406897927315e-06,0.000179100856845229,0.000121564202400372,"psb-11/theobromine/theophylline/pentoxifylline",4
"GO:0010623","BP","GO:0010623","programmed cell death involved in cell development","6/74","142/22568",7.27331134177338e-06,0.000179100856845229,0.000121564202400372,"quizartinib/imatinib/obatoclax/pi-103/fludarabine/atorvastatin",6
"GO:0030552","MF","GO:0030552","cAMP binding","6/74","142/22568",7.27331134177338e-06,0.000179100856845229,0.000121564202400372,"papaverine/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine",6
"GO:1902805","BP","GO:1902805","positive regulation of synaptic vesicle transport","6/74","142/22568",7.27331134177338e-06,0.000179100856845229,0.000121564202400372,"nifedipine/nicardipine/nilvadipine/orlistat/nimodipine/verapamil",6
"GO:0036480","BP","GO:0036480","neuron intrinsic apoptotic signaling pathway in response to oxidative stress","5/74","82/22568",7.4077776100342e-06,0.000179797208678857,0.00012203684924716,"imatinib/obatoclax/fludarabine/theophylline/rucaparib",5
"GO:1903376","BP","GO:1903376","regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","5/74","82/22568",7.4077776100342e-06,0.000179797208678857,0.00012203684924716,"imatinib/obatoclax/fludarabine/theophylline/rucaparib",5
"GO:0003071","BP","GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","7/74","218/22568",7.40844282987365e-06,0.000179797208678857,0.00012203684924716,"psb-11/lisinopril/theobromine/atorvastatin/theophylline/pentoxifylline/psb-1115",7
"GO:0005249","MF","GO:0005249","voltage-gated potassium channel activity","7/74","219/22568",7.63319409917299e-06,0.000184365377093901,0.000125137480699109,"flupirtine/nifedipine/amiodarone/thioridazine/skf-96365/vernakalant/verapamil",7
"GO:0006612","BP","GO:0006612","protein targeting to membrane","9/74","410/22568",7.69244382527388e-06,0.000184911697285631,0.000125508293991311,"psb-11/imatinib/theobromine/theophylline/pentoxifylline/nimodipine/lapatinib/verapamil/psb-1115",9
"GO:0031683","MF","GO:0031683","G-protein beta/gamma-subunit complex binding","5/74","83/22568",7.86260398540404e-06,0.000188106279233742,0.000127676607495586,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0036475","BP","GO:0036475","neuron death in response to oxidative stress","6/74","145/22568",8.200157871103e-06,0.000193431761370691,0.000131291263504379,"imatinib/obatoclax/fludarabine/theophylline/pentoxifylline/rucaparib",6
"GO:0042321","BP","GO:0042321","negative regulation of circadian sleep/wake cycle, sleep","6/74","145/22568",8.200157871103e-06,0.000193431761370691,0.000131291263504379,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:1903203","BP","GO:1903203","regulation of oxidative stress-induced neuron death","6/74","145/22568",8.200157871103e-06,0.000193431761370691,0.000131291263504379,"imatinib/obatoclax/fludarabine/theophylline/pentoxifylline/rucaparib",6
"GO:0060087","BP","GO:0060087","relaxation of vascular smooth muscle","5/74","84/22568",8.33899314302195e-06,0.000195791801795232,0.000132893134298832,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0042509","BP","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","9/74","415/22568",8.47704460859962e-06,0.000198111672149124,0.000134467739770915,"panobinostat/quizartinib/imatinib/entinostat/atorvastatin/theophylline/pentoxifylline/lapatinib/vandetanib",9
"GO:0014829","BP","GO:0014829","vascular smooth muscle contraction","7/74","223/22568",8.58970140924465e-06,0.000199819413427959,0.000135626864356495,"nifedipine/icosapent/sitaxentan/lisinopril/atorvastatin/macitentan/pentoxifylline",7
"GO:0001609","MF","GO:0001609","G protein-coupled adenosine receptor activity","6/74","147/22568",8.86959943716276e-06,0.000204446292049304,0.000138767345195697,"psb-11/nicardipine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0090197","BP","GO:0090197","positive regulation of chemokine secretion","6/74","147/22568",8.86959943716276e-06,0.000204446292049304,0.000138767345195697,"quizartinib/imatinib/orlistat/atorvastatin/theophylline/pentoxifylline",6
"GO:0043576","BP","GO:0043576","regulation of respiratory gaseous exchange","6/74","148/22568",9.22054915879668e-06,0.000209663658349575,0.0001423086178847,"psb-11/nifedipine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0090195","BP","GO:0090195","chemokine secretion","6/74","148/22568",9.22054915879668e-06,0.000209663658349575,0.0001423086178847,"quizartinib/imatinib/orlistat/atorvastatin/theophylline/pentoxifylline",6
"GO:0090196","BP","GO:0090196","regulation of chemokine secretion","6/74","148/22568",9.22054915879668e-06,0.000209663658349575,0.0001423086178847,"quizartinib/imatinib/orlistat/atorvastatin/theophylline/pentoxifylline",6
"GO:0014910","BP","GO:0014910","regulation of smooth muscle cell migration","9/74","420/22568",9.32922982860385e-06,0.000211183642039427,0.00014334030253531,"panobinostat/quizartinib/icosapent/imatinib/obatoclax/lisinopril/cilazapril/lonafarnib/atorvastatin",9
"GO:0002244","BP","GO:0002244","hematopoietic progenitor cell differentiation","9/74","421/22568",9.50818942605287e-06,0.000214273840279977,0.000145437765891927,"quizartinib/imatinib/az-628/obatoclax/lisinopril/cilazapril/pi-103/vandetanib/moxifloxacin",9
"GO:0007176","BP","GO:0007176","regulation of epidermal growth factor-activated receptor activity","6/74","149/22568",9.58266819909487e-06,0.000214992484751248,0.00014592554380376,"psb-11/erlotinib/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0007260","BP","GO:0007260","tyrosine phosphorylation of STAT protein","9/74","423/22568",9.87494148168512e-06,0.000219296250428232,0.000148846712641566,"panobinostat/quizartinib/imatinib/entinostat/atorvastatin/theophylline/pentoxifylline/lapatinib/vandetanib",9
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis","9/74","423/22568",9.87494148168512e-06,0.000219296250428232,0.000148846712641566,"nifedipine/papaverine/pi-103/theobromine/atorvastatin/theophylline/piclamilast/pentoxifylline/zardaverine",9
"GO:0015271","MF","GO:0015271","outward rectifier potassium channel activity","5/74","87/22568",9.90482272140193e-06,0.000219296250428232,0.000148846712641566,"flupirtine/nifedipine/skf-96365/vernakalant/verapamil",5
"GO:0030551","MF","GO:0030551","cyclic nucleotide binding","7/74","229/22568",1.02096781563282e-05,0.000225058756913297,0.000152757997696384,"papaverine/vardenafil/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine",7
"GO:0061577","BP","GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel","6/74","151/22568",1.03414895178676e-05,0.000226973213418243,0.000154057429659767,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",6
"GO:0003094","BP","GO:0003094","glomerular filtration","5/74","88/22568",1.04748178488128e-05,0.000227917588365548,0.00015469842149676,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0097205","BP","GO:0097205","renal filtration","5/74","88/22568",1.04748178488128e-05,0.000227917588365548,0.00015469842149676,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0015232","MF","GO:0015232","heme transporter activity","4/74","42/22568",1.08461963074126e-05,0.000234985403261024,0.000159495680960596,"nifedipine/imatinib/amiodarone/verapamil",4
"GO:0032964","BP","GO:0032964","collagen biosynthetic process","9/74","431/22568",1.14656509920245e-05,0.000247344470973247,0.000167884363378496,"panobinostat/quizartinib/icosapent/imatinib/amiodarone/entinostat/atorvastatin/theophylline/pentoxifylline",9
"GO:1902514","BP","GO:1902514","regulation of calcium ion transmembrane transport via high voltage-gated calcium channel","5/74","90/22568",1.16915287007471e-05,0.000250506588833262,0.000170030641974366,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil",5
"GO:0045576","BP","GO:0045576","mast cell activation","8/74","327/22568",1.17114807774663e-05,0.000250506588833262,0.000170030641974366,"quizartinib/imatinib/ibrutinib/pi-103/orlistat/theophylline/vandetanib/psb-1115",8
"GO:0035115","BP","GO:0035115","embryonic forelimb morphogenesis","6/74","155/22568",1.20052304375434e-05,0.0002557063428216,0.000173559960356224,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",6
"GO:0051015","MF","GO:0051015","actin filament binding","9/74","434/22568",1.21161900758352e-05,0.000256985409675698,0.000174428123382767,"nifedipine/imatinib/nicardipine/nilvadipine/erlotinib/nimodipine/lapatinib/vandetanib/verapamil",9
"GO:0003093","BP","GO:0003093","regulation of glomerular filtration","5/74","91/22568",1.2339841022738e-05,0.000258471026899508,0.000175436481891296,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0007497","BP","GO:0007497","posterior midgut development","5/74","91/22568",1.2339841022738e-05,0.000258471026899508,0.000175436481891296,"quizartinib/imatinib/sitaxentan/macitentan/vandetanib",5
"GO:0008559","MF","GO:0008559","xenobiotic transmembrane transporting ATPase activity","5/74","91/22568",1.2339841022738e-05,0.000258471026899508,0.000175436481891296,"nifedipine/imatinib/amiodarone/zosuquidar/verapamil",5
"GO:0001993","BP","GO:0001993","regulation of systemic arterial blood pressure by norepinephrine-epinephrine","7/74","236/22568",1.24122394742706e-05,0.000258700045663277,0.000175591927732498,"nicardipine/amiodarone/thioridazine/orciprenaline/piclamilast/zardaverine/verapamil",7
"GO:0014874","BP","GO:0014874","response to stimulus involved in regulation of muscle adaptation","6/74","156/22568",1.24532708193693e-05,0.000258700045663277,0.000175591927732498,"panobinostat/amiodarone/lisinopril/ethotoin/vernakalant/verapamil",6
"GO:0035136","BP","GO:0035136","forelimb morphogenesis","6/74","158/22568",1.33899480401452e-05,0.000277018269289562,0.000188025370451565,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",6
"GO:0007528","BP","GO:0007528","neuromuscular junction development","9/74","441/22568",1.37579642099658e-05,0.000283470217681255,0.000192404612259672,"tipifarnib-p2/nifedipine/nicardipine/amiodarone/nilvadipine/lonafarnib/nimodipine/lapatinib/verapamil",9
"GO:0050995","BP","GO:0050995","negative regulation of lipid catabolic process","8/74","335/22568",1.3945393040104e-05,0.000285005441564554,0.000193446641148683,"psb-11/pi-103/theobromine/orlistat/theophylline/mycophenolate-mofetil/pentoxifylline/psb-1115",8
"GO:0071880","BP","GO:0071880","adenylate cyclase-activating adrenergic receptor signaling pathway","8/74","335/22568",1.3945393040104e-05,0.000285005441564554,0.000193446641148683,"nicardipine/amiodarone/thioridazine/orciprenaline/piclamilast/pentoxifylline/zardaverine/verapamil",8
"GO:0006855","BP","GO:0006855","drug transmembrane transport","8/74","337/22568",1.45567823267597e-05,0.000296003838799456,0.000200911772310499,"nifedipine/imatinib/amiodarone/ne-100/lisinopril/cutamesine/zosuquidar/verapamil",8
"GO:0004115","MF","GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity","7/74","242/22568",1.46008232688321e-05,0.000296003838799456,0.000200911772310499,"papaverine/nicardipine/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine",7
"GO:0097470","CC","GO:0097470","ribbon synapse","5/74","95/22568",1.52187537117778e-05,0.000307297074948217,0.000208577024555102,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil",5
"GO:0032729","BP","GO:0032729","positive regulation of interferon-gamma production","8/74","340/22568",1.55161320596979e-05,0.000312053524451613,0.000211805451265744,"papaverine/imatinib/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine/vandetanib",8
"GO:0015886","BP","GO:0015886","heme transport","4/74","46/22568",1.5656911255701e-05,0.000313635269915789,0.000212879056546812,"nifedipine/imatinib/amiodarone/verapamil",4
"GO:0015931","BP","GO:0015931","nucleobase-containing compound transport","8/74","341/22568",1.58475162111455e-05,0.000316198663374951,0.00021461895264106,"psb-11/imatinib/fludarabine/theobromine/theophylline/pentoxifylline/verapamil/psb-1115",8
"GO:0042754","BP","GO:0042754","negative regulation of circadian rhythm","6/74","163/22568",1.59828762355855e-05,0.00031639827151857,0.000214754436106628,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0098901","BP","GO:0098901","regulation of cardiac muscle cell action potential","6/74","163/22568",1.59828762355855e-05,0.00031639827151857,0.000214754436106628,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",6
"GO:0002686","BP","GO:0002686","negative regulation of leukocyte migration","8/74","347/22568",1.79635937929935e-05,0.000354219615105591,0.000240425566596192,"psb-11/imatinib/fludarabine/theobromine/atorvastatin/theophylline/pentoxifylline/psb-1115",8
"GO:0048483","BP","GO:0048483","autonomic nervous system development","6/74","167/22568",1.83369235062209e-05,0.000359603605504393,0.000244079934923013,"quizartinib/imatinib/sitaxentan/atorvastatin/macitentan/vandetanib",6
"GO:0014826","BP","GO:0014826","vein smooth muscle contraction","3/74","16/22568",1.83791066204702e-05,0.000359603605504393,0.000244079934923013,"nifedipine/sitaxentan/macitentan",3
"GO:0032222","BP","GO:0032222","regulation of synaptic transmission, cholinergic","6/74","168/22568",1.89670859877676e-05,0.000368253269485581,0.000249950870000744,"rivastigmine/psb-11/theobromine/tacrine/theophylline/pentoxifylline",6
"GO:0061029","BP","GO:0061029","eyelid development in camera-type eye","6/74","168/22568",1.89670859877676e-05,0.000368253269485581,0.000249950870000744,"panobinostat/entinostat/erlotinib/theophylline/lapatinib/vandetanib",6
"GO:2000273","BP","GO:2000273","positive regulation of signaling receptor activity","8/74","353/22568",2.03125700293714e-05,0.000392865339112134,0.000266656242974809,"psb-11/erlotinib/theobromine/theophylline/orciprenaline/pentoxifylline/vandetanib/psb-1115",8
"GO:0042910","MF","GO:0042910","xenobiotic transmembrane transporter activity","5/74","101/22568",2.04900846044564e-05,0.000394786057569831,0.000267959925220994,"nifedipine/imatinib/amiodarone/zosuquidar/verapamil",5
"GO:0032930","BP","GO:0032930","positive regulation of superoxide anion generation","6/74","172/22568",2.16649174450785e-05,0.000415834613166374,0.000282246573078769,"lisinopril/erlotinib/atorvastatin/pentoxifylline/lapatinib/vandetanib",6
"GO:0060282","BP","GO:0060282","positive regulation of oocyte development","5/74","103/22568",2.25307160775346e-05,0.000427575393832312,0.000290215594904532,"papaverine/vardenafil/theophylline/pentoxifylline/zardaverine",5
"GO:1902282","MF","GO:1902282","voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization","5/74","103/22568",2.25307160775346e-05,0.000427575393832312,0.000290215594904532,"flupirtine/amiodarone/thioridazine/vernakalant/verapamil",5
"GO:1905881","BP","GO:1905881","positive regulation of oogenesis","5/74","103/22568",2.25307160775346e-05,0.000427575393832312,0.000290215594904532,"papaverine/vardenafil/theophylline/pentoxifylline/zardaverine",5
"GO:0043388","BP","GO:0043388","positive regulation of DNA binding","9/74","470/22568",2.27426687892595e-05,0.00042998124362615,0.000291848558679439,"panobinostat/nifedipine/icosapent/nicardipine/amiodarone/erlotinib/theophylline/pentoxifylline/rucaparib",9
"GO:0019825","MF","GO:0019825","oxygen binding","9/74","471/22568",2.31252846581883e-05,0.000435583719979606,0.000295651223732926,"nifedipine/imatinib/vardenafil/maraviroc/atorvastatin/theophylline/skf-96365/lapatinib/verapamil",9
"GO:0032418","BP","GO:0032418","lysosome localization","8/74","361/22568",2.38418393145072e-05,0.000446553613134192,0.000303097007830468,"panobinostat/quizartinib/imatinib/ibrutinib/pi-103/theophylline/vandetanib/psb-1115",8
"GO:0060081","BP","GO:0060081","membrane hyperpolarization","6/74","175/22568",2.38846029212028e-05,0.000446553613134192,0.000303097007830468,"flupirtine/nifedipine/skf-96365/nimodipine/vernakalant/verapamil",6
"GO:0098915","BP","GO:0098915","membrane repolarization during ventricular cardiac muscle cell action potential","5/74","105/22568",2.47260232022378e-05,0.000460266045276716,0.000312404282545607,"flupirtine/amiodarone/thioridazine/vernakalant/verapamil",5
"GO:2001259","BP","GO:2001259","positive regulation of cation channel activity","8/74","363/22568",2.480038912743e-05,0.000460266045276716,0.000312404282545607,"nifedipine/nicardipine/nilvadipine/orciprenaline/skf-96365/nimodipine/vandetanib/verapamil",8
"GO:0014047","BP","GO:0014047","glutamate secretion","7/74","264/22568",2.55425471807877e-05,0.000472303216734858,0.000320574478787214,"psb-11/icosapent/theobromine/theophylline/pentoxifylline/psb-1115/tolvaptan",7
"GO:0032898","BP","GO:0032898","neurotrophin production","5/74","107/22568",2.70840982979149e-05,0.000495364232637226,0.00033622707841233,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0048484","BP","GO:0048484","enteric nervous system development","5/74","107/22568",2.70840982979149e-05,0.000495364232637226,0.00033622707841233,"quizartinib/imatinib/sitaxentan/macitentan/vandetanib",5
"GO:0051956","BP","GO:0051956","negative regulation of amino acid transport","5/74","107/22568",2.70840982979149e-05,0.000495364232637226,0.00033622707841233,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0071872","BP","GO:0071872","cellular response to epinephrine stimulus","7/74","267/22568",2.74552123133817e-05,0.00049959504684711,0.000339098731647206,"flupirtine/papaverine/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine",7
"GO:1902303","BP","GO:1902303","negative regulation of potassium ion export","4/74","53/22568",2.76123252912725e-05,0.00049959504684711,0.000339098731647206,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:1903765","BP","GO:1903765","negative regulation of potassium ion export across plasma membrane","4/74","53/22568",2.76123252912725e-05,0.00049959504684711,0.000339098731647206,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:0048521","BP","GO:0048521","negative regulation of behavior","6/74","180/22568",2.79886029149899e-05,0.000502798816778894,0.000341273281469534,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0050998","MF","GO:0050998","nitric-oxide synthase binding","6/74","180/22568",2.79886029149899e-05,0.000502798816778894,0.000341273281469534,"nifedipine/nicardipine/amiodarone/ethotoin/vernakalant/verapamil",6
"GO:0071277","BP","GO:0071277","cellular response to calcium ion","8/74","371/22568",2.89647474107042e-05,0.000518489521025656,0.000351923302806429,"nifedipine/az-628/amiodarone/ethotoin/theophylline/skf-96365/vernakalant/verapamil",8
"GO:0001973","BP","GO:0001973","adenosine receptor signaling pathway","7/74","270/22568",2.94844367492169e-05,0.000525927338198045,0.000356971700274134,"psb-11/nicardipine/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",7
"GO:0000155","MF","GO:0000155","phosphorelay sensor kinase activity","4/74","54/22568",2.97475483324949e-05,0.000528752197121248,0.000358889065316052,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:0014854","BP","GO:0014854","response to inactivity","6/74","183/22568",3.07113502458891e-05,0.000542391239875753,0.00036814652719067,"panobinostat/amiodarone/ethotoin/pentoxifylline/vernakalant/verapamil",6
"GO:0071871","BP","GO:0071871","response to epinephrine","7/74","272/22568",3.09046933711581e-05,0.000542391239875753,0.00036814652719067,"flupirtine/papaverine/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine",7
"GO:0014877","BP","GO:0014877","response to muscle inactivity involved in regulation of muscle adaptation","5/74","110/22568",3.09446666173171e-05,0.000542391239875753,0.00036814652719067,"panobinostat/amiodarone/ethotoin/vernakalant/verapamil",5
"GO:0014894","BP","GO:0014894","response to denervation involved in regulation of muscle adaptation","5/74","110/22568",3.09446666173171e-05,0.000542391239875753,0.00036814652719067,"panobinostat/amiodarone/ethotoin/vernakalant/verapamil",5
"GO:0071875","BP","GO:0071875","adrenergic receptor signaling pathway","8/74","375/22568",3.12574321418697e-05,0.00054597756903861,0.000370580738014153,"nicardipine/amiodarone/thioridazine/orciprenaline/piclamilast/pentoxifylline/zardaverine/verapamil",8
"GO:0086057","MF","GO:0086057","voltage-gated calcium channel activity involved in bundle of His cell action potential","3/74","19/22568",3.15781883660653e-05,0.000549678258178957,0.000373092570350427,"nifedipine/nicardipine/nilvadipine",3
"GO:0043303","BP","GO:0043303","mast cell degranulation","7/74","274/22568",3.2380831790713e-05,0.000561712848383228,0.000381261014573235,"quizartinib/imatinib/ibrutinib/pi-103/theophylline/vandetanib/psb-1115",7
"GO:0051957","BP","GO:0051957","positive regulation of amino acid transport","6/74","185/22568",3.26419401268121e-05,0.000564303129315573,0.000383019160464215,"psb-11/lisinopril/theobromine/theophylline/pentoxifylline/tolvaptan",6
"GO:0002448","BP","GO:0002448","mast cell mediated immunity","7/74","275/22568",3.31403843267918e-05,0.000570964710176262,0.000387540689720522,"quizartinib/imatinib/ibrutinib/pi-103/theophylline/vandetanib/psb-1115",7
"GO:0000160","BP","GO:0000160","phosphorelay signal transduction system","4/74","56/22568",3.43777531097464e-05,0.000590268359517006,0.000400642987369225,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:0032928","BP","GO:0032928","regulation of superoxide anion generation","6/74","187/22568",3.46689003563129e-05,0.000593249522029381,0.000402666443032287,"lisinopril/erlotinib/atorvastatin/pentoxifylline/lapatinib/vandetanib",6
"GO:0006171","BP","GO:0006171","cAMP biosynthetic process","5/74","113/22568",3.5219290948828e-05,0.000600631691586769,0.000407677069837962,"psb-11/theobromine/theophylline/pentoxifylline/verapamil",5
"GO:0070254","BP","GO:0070254","mucus secretion","6/74","189/22568",3.67957764939939e-05,0.00061040861134948,0.000414313126604087,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0070255","BP","GO:0070255","regulation of mucus secretion","6/74","189/22568",3.67957764939939e-05,0.00061040861134948,0.000414313126604087,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0086060","MF","GO:0086060","voltage-gated sodium channel activity involved in AV node cell action potential","4/74","57/22568",3.68808689503945e-05,0.00061040861134948,0.000414313126604087,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:0086061","MF","GO:0086061","voltage-gated sodium channel activity involved in bundle of His cell action potential","4/74","57/22568",3.68808689503945e-05,0.00061040861134948,0.000414313126604087,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:0086062","MF","GO:0086062","voltage-gated sodium channel activity involved in Purkinje myocyte action potential","4/74","57/22568",3.68808689503945e-05,0.00061040861134948,0.000414313126604087,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:0086063","MF","GO:0086063","voltage-gated sodium channel activity involved in SA node cell action potential","4/74","57/22568",3.68808689503945e-05,0.00061040861134948,0.000414313126604087,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:1902302","BP","GO:1902302","regulation of potassium ion export","4/74","57/22568",3.68808689503945e-05,0.00061040861134948,0.000414313126604087,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:1902937","CC","GO:1902937","inward rectifier potassium channel complex","4/74","57/22568",3.68808689503945e-05,0.00061040861134948,0.000414313126604087,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:1903764","BP","GO:1903764","regulation of potassium ion export across plasma membrane","4/74","57/22568",3.68808689503945e-05,0.00061040861134948,0.000414313126604087,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:0097267","BP","GO:0097267","omega-hydroxylase P450 pathway","6/74","190/22568",3.78978132810411e-05,0.000625190070074168,0.000424346000102473,"nifedipine/imatinib/amiodarone/suprofen/vardenafil/verapamil",6
"GO:0086006","MF","GO:0086006","voltage-gated sodium channel activity involved in cardiac muscle cell action potential","4/74","58/22568",3.95148306901358e-05,0.000647632679622745,0.000439578858155817,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:0086047","BP","GO:0086047","membrane depolarization during Purkinje myocyte cell action potential","4/74","58/22568",3.95148306901358e-05,0.000647632679622745,0.000439578858155817,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:0035586","MF","GO:0035586","purinergic receptor activity","6/74","192/22568",4.01813895956237e-05,0.000656426066921386,0.000445547345030676,"psb-11/nicardipine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0008076","CC","GO:0008076","voltage-gated potassium channel complex","7/74","284/22568",4.06602326238901e-05,0.000662105981565798,0.000449402571106154,"flupirtine/nifedipine/nicardipine/amiodarone/thioridazine/vernakalant/verapamil",7
"GO:0086013","BP","GO:0086013","membrane repolarization during cardiac muscle cell action potential","6/74","194/22568",4.25741033807245e-05,0.000691042038154011,0.000469042838058075,"flupirtine/nifedipine/amiodarone/thioridazine/vernakalant/verapamil",6
"GO:0010649","BP","GO:0010649","regulation of cell communication by electrical coupling","5/74","118/22568",4.33463650831118e-05,0.000698651475709144,0.000474207722377443,"nifedipine/icosapent/nicardipine/piclamilast/zardaverine",5
"GO:0046069","BP","GO:0046069","cGMP catabolic process","5/74","118/22568",4.33463650831118e-05,0.000698651475709144,0.000474207722377443,"papaverine/nicardipine/vardenafil/theophylline/pentoxifylline",5
"GO:0002279","BP","GO:0002279","mast cell activation involved in immune response","7/74","287/22568",4.34581147727162e-05,0.000698651475709144,0.000474207722377443,"quizartinib/imatinib/ibrutinib/pi-103/theophylline/vandetanib/psb-1115",7
"GO:0070888","MF","GO:0070888","E-box binding","6/74","195/22568",4.38125814124639e-05,0.000702114003079739,0.000476557903082941,"panobinostat/icosapent/amiodarone/entinostat/atorvastatin/nimodipine",6
"GO:0003064","BP","GO:0003064","regulation of heart rate by hormone","4/74","60/22568",4.51920865636414e-05,0.000719651902123854,0.000488461702688536,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:0086017","BP","GO:0086017","Purkinje myocyte action potential","4/74","60/22568",4.51920865636414e-05,0.000719651902123854,0.000488461702688536,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:0007494","BP","GO:0007494","midgut development","7/74","290/22568",4.64122590153434e-05,0.000736758124243564,0.000500072502796898,"quizartinib/imatinib/sitaxentan/erlotinib/macitentan/lapatinib/vandetanib",7
"GO:0099626","MF","GO:0099626","voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels","6/74","198/22568",4.77023589533862e-05,0.000754863661431641,0.00051236158519476,"nifedipine/nicardipine/nilvadipine/orlistat/nimodipine/verapamil",6
"GO:0031649","BP","GO:0031649","heat generation","7/74","293/22568",4.95293229806473e-05,0.000781325070019712,0.000530322191782918,"icosapent/amiodarone/sitaxentan/orlistat/orciprenaline/macitentan/pentoxifylline",7
"GO:0014824","BP","GO:0014824","artery smooth muscle contraction","4/74","62/22568",5.14435697605594e-05,0.000803984954028804,0.000545702524264692,"nifedipine/sitaxentan/lisinopril/macitentan",4
"GO:0042045","BP","GO:0042045","epithelial fluid transport","4/74","62/22568",5.14435697605594e-05,0.000803984954028804,0.000545702524264692,"nifedipine/sitaxentan/macitentan/nimodipine",4
"GO:0060373","BP","GO:0060373","regulation of ventricular cardiac muscle cell membrane depolarization","4/74","62/22568",5.14435697605594e-05,0.000803984954028804,0.000545702524264692,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:1903429","BP","GO:1903429","regulation of cell maturation","7/74","297/22568",5.39507021062252e-05,0.000840565259976002,0.000570531303949847,"quizartinib/imatinib/sitaxentan/obatoclax/pi-103/macitentan/vandetanib",7
"GO:0035588","BP","GO:0035588","G protein-coupled purinergic receptor signaling pathway","7/74","299/22568",5.6279793132347e-05,0.000869302912694789,0.000590036904833918,"psb-11/nicardipine/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",7
"GO:0042748","BP","GO:0042748","circadian sleep/wake cycle, non-REM sleep","6/74","204/22568",5.63118170465919e-05,0.000869302912694789,0.000590036904833918,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0045188","BP","GO:0045188","regulation of circadian sleep/wake cycle, non-REM sleep","6/74","204/22568",5.63118170465919e-05,0.000869302912694789,0.000590036904833918,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
