"","X","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau","fda_approved","clinical_trial_PAAD"
"252",252,"MF-101",NA,"YAPC","trt_cp","down",-0.350181965668645,2.9048578754222e-05,0.000167237314092464,-1.12800666046656,0.0261152689450109,85,26,NA,-81.607972898448,FALSE,FALSE
"255",255,"JQ-1-R",NA,"YAPC","trt_cp","down",-0.349778476228156,2.9048578754222e-05,0.000167237314092464,-1.12670693969016,0,85,26,NA,-85.0990703537383,FALSE,FALSE
"256",256,"IB-MECA","3668","YAPC","trt_cp","down",-0.349685605703012,2.9048578754222e-05,0.000167237314092464,-1.1264077850186,0,85,26,"ADORA1; ADORA2A; ADORA2B; ADORA3",-88.279957456866,FALSE,FALSE
"261",261,"ethylenediaminetetraacetic-acid",NA,"YAPC","trt_cp","down",-0.346721755149109,2.99407073901195e-05,0.000167237314092464,-1.11686062527539,-0.460834397268237,85,26,NA,-81.7487985503821,FALSE,FALSE
"264",264,"imexon",NA,"YAPC","trt_cp","down",-0.345991747983496,3.01582997403383e-05,0.000167237314092464,-1.11450912512481,0,85,26,"RRM1; RRM2",-80.6409044355156,FALSE,TRUE
"266",266,"semagacestat",NA,"YAPC","trt_cp","down",-0.345252759072291,3.03976513255791e-05,0.000167237314092464,-1.11212869296219,-1.05875950684308,85,26,NA,-81.6404711258174,FALSE,FALSE
"268",268,"adoprazine",NA,"YAPC","trt_cp","down",-0.34489602218364,3.03976513255791e-05,0.000167237314092464,-1.11097957157421,-1.01974327605267,85,26,NA,-81.7103915544001,FALSE,FALSE
"270",270,"dideoxyadenosine",NA,"YAPC","trt_cp","down",-0.344529308521702,3.03976513255791e-05,0.000167237314092464,-1.10979831298952,0,85,26,NA,-80.558181674939,FALSE,FALSE
"271",271,"amiodarone","2157","YAPC","trt_cp","down",-0.344361152348616,3.07457990859294e-05,0.000167510002273936,-1.1092566480786,0.724212622112945,85,26,"ABCG2; ADRB1; CACNA1H; CACNA2D2; CYP2C8; CYP2C9; DIO3; KCNA7; KCNH2; PPARG; SCN5A; THRA; THRB",-82.7680611360592,TRUE,FALSE
"282",282,"tetracaine","8695","YAPC","trt_cp","down",-0.341844576573425,3.18990385420895e-05,0.000170025508882365,-1.10115025050737,0.907347900089616,85,26,"CNGA1; RYR1; RYR2; SCN10A",-82.451942015284,TRUE,FALSE
"286",286,"PCI-24781","11749858","YAPC","trt_cp","down",-0.338723467678563,3.43795913345848e-05,0.000177814965745382,-1.09109652996604,-1.094980818751,85,26,NA,-87.2183486961317,FALSE,FALSE
"294",294,"salvinorin-a","128563","YAPC","trt_cp","down",-0.336431108289037,3.7882828173109e-05,0.000189823533383182,-1.08371237854456,-0.655703074744401,85,26,"OPRD1; OPRK1; OPRM1",-81.7172851177815,FALSE,FALSE
"299",299,"maprotiline","4011","YAPC","trt_cp","down",-0.335440457569308,3.9057826864291e-05,0.000193599920487531,-1.08052129299589,0,85,26,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; CHRM1; CHRM4; CHRM5; HRH1; HTR7; SLC6A2",-81.8896242023162,FALSE,FALSE
"300",300,"theobromine","5429","YAPC","trt_cp","down",-0.335229750373261,3.9057826864291e-05,0.000193599920487531,-1.07984256266752,0,85,26,"ADORA1; ADORA2A; PDE4B",-81.6385015362798,FALSE,FALSE
"301",301,"ixabepilone",NA,"YAPC","trt_cp","down",-0.335144260374676,3.9057826864291e-05,0.000193599920487531,-1.07956718215892,0,85,26,"TUBB3",-80.9422516347593,TRUE,TRUE
"307",307,"BAY-61-3606",NA,"YAPC","trt_cp","down",-0.333060065057007,4.20388420622898e-05,0.000204180043926587,-1.07285356915045,0,85,26,NA,-84.950366343654,FALSE,FALSE
"328",328,"albendazole","2082","YAPC","trt_cp","down",-0.325971025017076,5.94027116097573e-05,0.000269513826357232,-1.05001834299571,0,85,26,"CYP1A2; CYP2J2; TUBA1A; TUBB; TUBB4B",-81.3341999527298,TRUE,FALSE
"359",359,"defactinib",NA,"YAPC","trt_cp","down",-0.320733492803961,8.28591669633538e-05,0.000359458762341471,-1.03314719656325,0,85,26,NA,-87.0154809737651,FALSE,TRUE
"369",369,"amonafide","50515","YAPC","trt_cp","down",-0.317253432321501,0.00011184246801251,0.000468114734424069,-1.02193722064246,0,85,26,"TOP2A; TOP2B",-84.9907429291736,FALSE,FALSE
"404",404,"bortezomib","73707406","YAPC","trt_cp","down",-0.309791859032287,0.000200206721436402,0.00078834307901109,-0.997901989839749,0,85,26,"AIFM1; BAX; BCL2L11; CASP9; CYCS; DIABLO; IL6; JUN; MAPK8; NFKBIA; PSMA1; PSMA2; PSMA3; PSMA4; PSMA5; PSMA6; PSMA7; PSMA8; PSMB1; PSMB10; PSMB2; PSMB3; PSMB4; PSMB5; PSMB6; PSMB7; PSMB8; PSMD1; PSMD2; RELA; TP53; VEGFA",-80.3139525722839,TRUE,TRUE
